measure label,year,state,county,fips,value,numerator,denominator
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Autauga County,1001,0.100246765,325,3242
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Baldwin County,1003,0.114170708,1248,10931
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Barbour County,1005,0.052750565,70,1327
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Bibb County,1007,0.11663948,143,1226
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Blount County,1009,0.054498713,212,3890
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Bullock County,1011,0.035273369,20,567
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Butler County,1013,0.040311173,57,1414
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Calhoun County,1015,0.081382386,657,8073
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Chambers County,1017,0.047417842,101,2130
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Cherokee County,1019,0.162677303,367,2256
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Chilton County,1021,0.080828324,242,2994
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Choctaw County,1023,0.047225501,40,847
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Clarke County,1025,0.065023959,95,1461
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Clay County,1027,0.042068362,48,1141
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Cleburne County,1029,0.038209606,35,916
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Coffee County,1031,0.112800241,371,3289
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Colbert County,1033,0.093774222,363,3871
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Conecuh County,1035,0.06935484,43,620
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Coosa County,1037,0.048632219,32,658
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Covington County,1039,0.084577113,204,2412
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Crenshaw County,1041,0.091329478,79,865
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Cullman County,1043,0.059245959,297,5013
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Dale County,1045,0.078618422,239,3040
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Dallas County,1047,0.034184337,79,2311
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,DeKalb County,1049,0.082978249,370,4459
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Elmore County,1051,0.112022981,546,4874
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Escambia County,1053,0.037743505,93,2464
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Etowah County,1055,0.073764481,503,6819
Percent of 3 Person Households with 3 Workers (5y Avg.),2014, Alabama,Fayette County,1057,0.09036658,106,1173
