measure label,year,state,county,fips,value,numerator,denominator
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Autauga County,1001,58060,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Baldwin County,1003,59425,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Barbour County,1005,42538,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Bibb County,1007,40177,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Blount County,1009,51016,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Bullock County,1011,40344,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Calhoun County,1015,46651,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Chambers County,1017,44625,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Chilton County,1021,47048,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Choctaw County,1023,39327,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Clarke County,1025,41264,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Clay County,1027,42344,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Coffee County,1031,57099,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Colbert County,1033,45216,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Covington County,1039,43277,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Crenshaw County,1041,42063,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Cullman County,1043,45127,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Dale County,1045,51729,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Dallas County,1047,37165,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,DeKalb County,1049,41178,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Elmore County,1051,59880,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Escambia County,1053,39398,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Etowah County,1055,46427,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Fayette County,1057,39792,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Henry County,1067,50614,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Houston County,1069,50173,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Jackson County,1071,42246,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Jefferson County,1073,53939,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Lamar County,1075,39695,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Lauderdale County,1077,51414,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Lawrence County,1079,43992,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Lee County,1081,48273,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Limestone County,1083,54317,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Macon County,1087,37961,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Madison County,1089,69223,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Marengo County,1091,43846,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Marion County,1093,36431,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Marshall County,1095,44332,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Mobile County,1097,49805,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Montgomery County,1101,55142,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Morgan County,1103,51812,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Perry County,1105,31750,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Randolph County,1111,40732,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Russell County,1113,44463,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Shelby County,1117,72045,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,St. Clair County,1115,58293,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Talladega County,1121,41610,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Tallapoosa County,1123,49850,,
Median Household Income for 2-person Households (5y Avg.),2015, Alabama,Tuscaloosa County,1125,52309,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Aleutians West Census Area,2016,96563,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Anchorage Municipality,2020,88947,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Bethel Census Area,2050,64141,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Bristol Bay Borough,2060,94792,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Dillingham Census Area,2070,74000,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Fairbanks North Star Borough,2090,76820,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Juneau City and Borough,2110,96579,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Kenai Peninsula Borough,2122,74986,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Ketchikan Gateway Borough,2130,77267,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Kodiak Island Borough,2150,85364,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Kusilvak Census Area,2158,30357,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Lake and Peninsula Borough,2164,52917,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Matanuska-Susitna Borough,2170,76798,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Nome Census Area,2180,56667,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,North Slope Borough,2185,69205,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Northwest Arctic Borough,2188,70208,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Prince of Wales-Hyder Census Area,2198,53359,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Sitka City and Borough,2220,84792,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Skagway Municipality,2230,83333,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Southeast Fairbanks Census Area,2240,73534,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Valdez-Cordova Census Area,2261,80956,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Wrangell City and Borough,2275,58250,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Yakutat City and Borough,2282,79500,,
Median Household Income for 2-person Households (5y Avg.),2015, Alaska,Yukon-Koyukuk Census Area,2290,46042,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Apache County,4001,38785,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Cochise County,4003,53958,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Coconino County,4005,56510,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Gila County,4007,46896,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Graham County,4009,51966,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Maricopa County,4013,62998,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Mohave County,4015,44568,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Navajo County,4017,44260,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Pima County,4019,56176,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Pinal County,4021,54536,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Santa Cruz County,4023,42984,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Yavapai County,4025,53798,,
Median Household Income for 2-person Households (5y Avg.),2015, Arizona,Yuma County,4027,43133,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Arkansas County,5001,46169,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Ashley County,5003,41875,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Baxter County,5005,42708,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Benton County,5007,62864,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Boone County,5009,41558,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Chicot County,5017,32794,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Columbia County,5027,48132,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Conway County,5029,45511,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Craighead County,5031,49408,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Crawford County,5033,46232,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Crittenden County,5035,42500,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Cross County,5037,37917,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Dallas County,5039,35068,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Desha County,5041,43628,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Faulkner County,5045,54484,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Franklin County,5047,42640,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Garland County,5051,46417,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Grant County,5053,50859,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Greene County,5055,46275,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Hot Spring County,5059,42513,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Howard County,5061,46063,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Izard County,5065,41154,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Jackson County,5067,38686,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Jefferson County,5069,48390,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Johnson County,5071,37600,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Lawrence County,5075,38727,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Lee County,5077,35143,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Lincoln County,5079,41127,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Little River County,5081,45317,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Logan County,5083,37927,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Lonoke County,5085,59168,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Madison County,5087,46228,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Marion County,5089,39778,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Miller County,5091,50239,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Mississippi County,5093,42309,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Newton County,5101,41714,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Perry County,5105,48309,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Phillips County,5107,33904,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Pike County,5109,43289,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Poinsett County,5111,40112,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Polk County,5113,43419,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Pope County,5115,45204,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Prairie County,5117,42585,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Pulaski County,5119,56248,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Randolph County,5121,39229,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Saline County,5125,59097,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Sebastian County,5131,47902,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Sevier County,5133,49473,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,St. Francis County,5123,36640,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Stone County,5137,35521,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Union County,5139,44044,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Washington County,5143,50804,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,White County,5145,45526,,
Median Household Income for 2-person Households (5y Avg.),2015, Arkansas,Yell County,5149,39058,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Alameda County,6001,81633,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Butte County,6007,52853,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Calaveras County,6009,63715,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Colusa County,6011,56020,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Contra Costa County,6013,86101,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Del Norte County,6015,47033,,
Median Household Income for 2-person Households (5y Avg.),2015, California,El Dorado County,6017,75714,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Fresno County,6019,53210,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Glenn County,6021,52700,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Humboldt County,6023,48729,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Imperial County,6025,37549,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Inyo County,6027,62821,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Kern County,6029,54396,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Kings County,6031,47945,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Lake County,6033,45538,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Los Angeles County,6037,63176,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Madera County,6039,52564,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Marin County,6041,107323,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Mariposa County,6043,53734,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Mendocino County,6045,56087,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Merced County,6047,48875,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Modoc County,6049,48262,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Mono County,6051,80000,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Monterey County,6053,72794,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Napa County,6055,81302,,
Median Household Income for 2-person Households (5y Avg.),2015, California,Nevada County,6057,64583,,
