measure label,year,state,county,fips,value,numerator,denominator
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Autauga County,1001,0.093609363,2080,22220
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Baldwin County,1003,0.268758118,28125,104648
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Barbour County,1005,0.216454625,2552,11790
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Bibb County,1007,0.206398919,1845,8939
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Blount County,1009,0.107249551,2549,23767
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Bullock County,1011,0.157788724,705,4468
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Butler County,1013,0.166649878,1655,9931
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Calhoun County,1015,0.144796208,7702,53192
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Chambers County,1017,0.188031659,3183,16928
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Cherokee County,1019,0.267799765,4333,16180
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Chilton County,1021,0.150403753,2887,19195
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Choctaw County,1023,0.237713963,1722,7244
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Clarke County,1025,0.233153209,2934,12584
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Clay County,1027,0.158713698,1071,6748
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Cleburne County,1029,0.156918481,1049,6685
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Coffee County,1031,0.160633281,3612,22486
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Colbert County,1033,0.134807527,3481,25822
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Conecuh County,1035,0.289998591,2050,7069
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Coosa County,1037,0.298930734,1929,6453
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Covington County,1039,0.196515158,3688,18767
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Crenshaw County,1041,0.160794273,1077,6698
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Cullman County,1043,0.150347859,5554,36941
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Dale County,1045,0.145331159,3298,22693
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Dallas County,1047,0.193962529,3913,20174
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,DeKalb County,1049,0.191449508,5929,30969
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Elmore County,1051,0.125875831,4114,32683
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Escambia County,1053,0.163461536,2686,16432
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Etowah County,1055,0.147894308,7013,47419
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Fayette County,1057,0.169546053,1423,8393
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Franklin County,1059,0.109721228,1535,13990
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Geneva County,1061,0.12540549,1585,12639
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Greene County,1063,0.340822458,1699,4985
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Hale County,1065,0.21408008,1636,7642
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Henry County,1067,0.20720315,1841,8885
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Houston County,1069,0.13509652,6145,45486
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Jackson County,1071,0.156339794,3863,24709
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Jefferson County,1073,0.134826764,40662,301587
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Lamar County,1075,0.169824183,1246,7337
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Lauderdale County,1077,0.118029423,5175,43845
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Lawrence County,1079,0.114349775,1734,15164
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Lee County,1081,0.113531873,7186,63295
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Limestone County,1083,0.087245062,3050,34959
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Lowndes County,1085,0.176378563,902,5114
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Macon County,1087,0.204714403,2093,10224
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Madison County,1089,0.103353418,15367,148684
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Marengo County,1091,0.170337737,1740,10215
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Marion County,1093,0.133011296,1955,14698
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Marshall County,1095,0.139440641,5609,40225
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Mobile County,1097,0.129704058,23237,179154
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Monroe County,1099,0.260542154,2941,11288
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Montgomery County,1101,0.124479868,12714,102137
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Morgan County,1103,0.093997225,4812,51193
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Perry County,1105,0.277824968,1308,4708
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Pickens County,1107,0.158084333,1492,9438
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Pike County,1109,0.153029323,2349,15350
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Randolph County,1111,0.234508812,2793,11910
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Russell County,1113,0.161118776,4090,25385
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Shelby County,1117,0.081747651,6659,81458
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,St. Clair County,1115,0.114071444,4046,35469
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Sumter County,1119,0.250554651,1694,6761
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Talladega County,1121,0.147940174,5480,37042
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Tallapoosa County,1123,0.246041462,5423,22041
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Tuscaloosa County,1125,0.202250615,17290,85488
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Walker County,1127,0.157344699,4833,30716
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Washington County,1129,0.207820162,1738,8363
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Wilcox County,1131,0.309909254,1742,5621
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alabama,Winston County,1133,0.28470096,3813,13393
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Aleutians East Borough,2013,0.303656608,191,629
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Aleutians West Census Area,2016,0.460905343,896,1944
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Anchorage Municipality,2020,0.065732092,7446,113278
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Bethel Census Area,2050,0.255160749,1508,5910
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Bristol Bay Borough,2060,0.587618053,560,953
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Denali Borough,2068,0.550415158,928,1686
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Dillingham Census Area,2070,0.439306349,1064,2422
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Fairbanks North Star Borough,2090,0.140374914,5841,41610
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Haines Borough,2100,0.239260137,401,1676
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Hoonah-Angoon Census Area,2105,0.43124634,737,1709
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Juneau City and Borough,2110,0.051594604,673,13044
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Kenai Peninsula Borough,2122,0.274444222,8370,30498
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Ketchikan Gateway Borough,2130,0.133214638,823,6178
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Kodiak Island Borough,2150,0.141187564,749,5305
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Lake and Peninsula Borough,2164,0.670934677,1048,1562
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Matanuska-Susitna Borough,2170,0.239770353,9856,41106
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Nome Census Area,2180,0.286643326,1146,3998
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,North Slope Borough,2185,0.178897262,451,2521
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Northwest Arctic Borough,2188,0.313284129,849,2710
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Petersburg Census Area,2195,0.203125,429,2112
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Prince of Wales-Hyder Census Area,2198,0.241552353,722,2989
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Sitka City and Borough,2220,0.123565324,506,4095
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Skagway Municipality,2230,0.313408732,194,619
Percentage of Total Housing Units that are Vacant (5y Avg.),2013, Alaska,Southeast Fairbanks Census Area,2240,0.390512824,1523,3900
