measure label,year,state,county,fips,value,numerator,denominator
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Autauga County,1001,0.06499064,486,7478
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Baldwin County,1003,0.06993442,2474,35376
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Barbour County,1005,,634,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Bibb County,1007,,366,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Blount County,1009,0.088940285,846,9512
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Bullock County,1011,,330,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Butler County,1013,,546,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Calhoun County,1015,0.108319037,1957,18067
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Chambers County,1017,,716,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Cherokee County,1019,,647,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Chilton County,1021,,696,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Choctaw County,1023,,420,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Clarke County,1025,,585,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Clay County,1027,,208,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Cleburne County,1029,,304,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Coffee County,1031,0.093144752,731,7848
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Colbert County,1033,0.096308351,947,9833
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Conecuh County,1035,,506,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Coosa County,1037,,256,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Covington County,1039,0.105674617,784,7419
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Crenshaw County,1041,,340,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Cullman County,1043,0.129694298,1820,14033
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Dale County,1045,0.106340021,790,7429
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Dallas County,1047,,1174,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,DeKalb County,1049,0.126084492,1337,10604
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Elmore County,1051,0.078138068,841,10763
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Escambia County,1053,,867,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Etowah County,1055,0.109556973,1919,17516
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Fayette County,1057,,394,
Percent of Senior Population Below Federal Poverty Level (5y Avg.),2015, Alabama,Franklin County,1059,,622,
