measure label,year,state,county,fips,value,numerator,denominator
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Baldwin County,1003,,4078,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Calhoun County,1015,,2589,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Cullman County,1043,,1376,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,DeKalb County,1049,,1257,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Elmore County,1051,,644,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Etowah County,1055,,1643,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Houston County,1069,,1746,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Jefferson County,1073,0.095721826,9046,94503
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Lauderdale County,1077,,1473,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Lee County,1081,,1371,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Limestone County,1083,,824,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Madison County,1089,,5336,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Marshall County,1095,,1708,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Mobile County,1097,,6748,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Montgomery County,1101,,3000,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Morgan County,1103,,1362,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Shelby County,1117,,1846,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,St. Clair County,1115,,1724,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Talladega County,1121,,1689,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Tuscaloosa County,1125,,1986,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alabama,Walker County,1127,,1379,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alaska,Anchorage Municipality,2020,,1082,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alaska,Fairbanks North Star Borough,2090,,215,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Alaska,Matanuska-Susitna Borough,2170,,588,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Apache County,4001,,1741,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Cochise County,4003,,3415,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Coconino County,4005,,1826,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Maricopa County,4013,0.083783433,47420,565983
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Mohave County,4015,,4652,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Navajo County,4017,,2942,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Pima County,4019,0.088427082,15744,178045
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Pinal County,4021,,6974,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Yavapai County,4025,,5182,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arizona,Yuma County,4027,,5788,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Benton County,5007,,2295,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Craighead County,5031,,999,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Faulkner County,5045,,583,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Garland County,5051,,1395,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Jefferson County,5069,,780,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Lonoke County,5085,,666,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Pulaski County,5119,,3135,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Saline County,5125,,723,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Sebastian County,5131,,1992,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,Washington County,5143,,3504,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Arkansas,White County,5145,,1652,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Alameda County,6001,0.10491477,21080,200925
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Butte County,6007,,3346,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Contra Costa County,6013,0.058781818,9284,157940
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,El Dorado County,6017,,1696,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Fresno County,6019,0.14102079,15293,108445
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Humboldt County,6023,,1357,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Imperial County,6025,,3699,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Kern County,6029,0.135328263,11704,86486
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Kings County,6031,,1543,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Lake County,6033,,835,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Los Angeles County,6037,0.136335582,168103,1233009
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Madera County,6039,,2205,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Marin County,6041,,2500,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Mendocino County,6045,,1209,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Merced County,6047,,2962,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Monterey County,6053,,4851,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Napa County,6055,,1702,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Nevada County,6057,,875,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Orange County,6059,0.086717859,35845,413352
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Placer County,6061,,4427,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Riverside County,6065,0.104587026,32158,307476
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Sacramento County,6067,0.103523523,19594,189271
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,San Bernardino County,6071,0.110947408,24172,217869
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,San Diego County,6073,0.093244128,38662,414632
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,San Francisco County,6075,0.120978631,14869,122906
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,San Joaquin County,6077,0.097689152,8235,84298
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,San Luis Obispo County,6079,,2927,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,San Mateo County,6081,0.061029829,6795,111339
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Santa Barbara County,6083,,3875,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Santa Clara County,6085,0.090126365,20862,231475
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Santa Cruz County,6087,,2655,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Shasta County,6089,,2328,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Solano County,6095,,3509,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Sonoma County,6097,0.077251136,6376,82536
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Stanislaus County,6099,,6772,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Sutter County,6101,,1723,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Tulare County,6107,,6812,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Ventura County,6111,0.084355481,9697,114954
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Yolo County,6113,,2532,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, California,Yuba County,6115,,1701,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Adams County,8001,,3129,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Arapahoe County,8005,0.063256204,4653,73558
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Boulder County,8013,,2594,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Denver County,8031,0.104170702,7528,72266
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Douglas County,8035,,955,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,El Paso County,8041,0.06311889,4787,75841
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Jefferson County,8059,0.059166025,4837,81753
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Larimer County,8069,,2680,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Mesa County,8077,,1816,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Pueblo County,8101,,2924,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Colorado,Weld County,8123,,1727,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,Fairfield County,9001,0.073307715,9959,135852
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,Hartford County,9003,0.087614581,12301,140399
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,Litchfield County,9005,,1992,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,Middlesex County,9007,,1182,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,New Haven County,9009,0.080910265,10869,134334
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,New London County,9011,,2706,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,Tolland County,9013,,1027,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Connecticut,Windham County,9015,,1338,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Delaware,Kent County,10001,,1978,
Percent of Senior Population Below Federal Poverty Level (1y Avg.),2014, Delaware,New Castle County,10003,0.080167443,6090,75966
