measure label,year,state,county,fips,value,numerator,denominator
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Autauga County,1001,0.285282254,1981,6944
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Baldwin County,1003,0.386416554,11288,29212
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Barbour County,1005,0.359447002,1170,3255
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Bibb County,1007,0.381181329,1110,2912
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Blount County,1009,0.360701472,2715,7527
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Bullock County,1011,0.380667239,445,1169
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Butler County,1013,0.380398035,1013,2663
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Calhoun County,1015,0.364043146,5939,16314
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Chambers County,1017,0.379167527,1831,4829
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Cherokee County,1019,0.434431911,1885,4339
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Chilton County,1021,0.341287941,1945,5699
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Choctaw County,1023,0.39159292,708,1808
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Clarke County,1025,0.546532869,1797,3288
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Clay County,1027,0.440702081,929,2108
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Cleburne County,1029,0.372549027,741,1989
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Coffee County,1031,0.322548032,2233,6923
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Colbert County,1033,0.399952471,3366,8416
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Conecuh County,1035,0.56706655,1040,1834
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Coosa County,1037,0.381390601,746,1956
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Covington County,1039,0.37977168,2129,5606
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Crenshaw County,1041,0.357692301,744,2080
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Cullman County,1043,0.375941724,4491,11946
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Dale County,1045,0.309513748,2196,7095
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,Dallas County,1047,0.375252634,1671,4453
Percent of 2 Person Households with No Workers (5y Avg.),2012, Alabama,DeKalb County,1049,0.399229497,3627,9085
