measure label,year,state,county,fips,value,numerator,denominator
Unemployment Rate (1y Avg.),2014, Alabama,Baldwin County,1003,0.071620032,6760,94387
Unemployment Rate (1y Avg.),2014, Alabama,Calhoun County,1015,0.103949912,5595,53824
Unemployment Rate (1y Avg.),2014, Alabama,Elmore County,1051,0.094534755,3373,35680
Unemployment Rate (1y Avg.),2014, Alabama,Etowah County,1055,0.104178794,5011,48100
Unemployment Rate (1y Avg.),2014, Alabama,Houston County,1069,0.085973822,3994,46456
Unemployment Rate (1y Avg.),2014, Alabama,Jefferson County,1073,0.088052869,28379,322295
Unemployment Rate (1y Avg.),2014, Alabama,Lauderdale County,1077,0.080732144,3533,43762
Unemployment Rate (1y Avg.),2014, Alabama,Lee County,1081,0.06433358,4752,73865
Unemployment Rate (1y Avg.),2014, Alabama,Limestone County,1083,0.082141913,3430,41757
Unemployment Rate (1y Avg.),2014, Alabama,Madison County,1089,0.074607186,13523,181256
Unemployment Rate (1y Avg.),2014, Alabama,Marshall County,1095,0.070113137,2863,40834
Unemployment Rate (1y Avg.),2014, Alabama,Mobile County,1097,0.079017088,14763,186833
Unemployment Rate (1y Avg.),2014, Alabama,Montgomery County,1101,0.096514814,10911,113050
Unemployment Rate (1y Avg.),2014, Alabama,Morgan County,1103,0.055520616,3090,55655
Unemployment Rate (1y Avg.),2014, Alabama,Shelby County,1117,0.057941344,6255,107954
Unemployment Rate (1y Avg.),2014, Alabama,Talladega County,1121,0.119466238,4172,34922
Unemployment Rate (1y Avg.),2014, Alabama,Tuscaloosa County,1125,0.075944237,7305,96189
Unemployment Rate (1y Avg.),2014, Alabama,Walker County,1127,0.0852459,2418,28365
Unemployment Rate (1y Avg.),2014, Alaska,Anchorage Municipality,2020,0.054151434,9288,171519
Unemployment Rate (1y Avg.),2014, Alaska,Fairbanks North Star Borough,2090,0.081691928,4641,56811
Unemployment Rate (1y Avg.),2014, Alaska,Matanuska-Susitna Borough,2170,0.083583638,3868,46277
Unemployment Rate (1y Avg.),2014, Arizona,Apache County,4001,0.156987384,3433,21868
Unemployment Rate (1y Avg.),2014, Arizona,Cochise County,4003,0.077744253,4071,52364
Unemployment Rate (1y Avg.),2014, Arizona,Coconino County,4005,0.077349409,5401,69826
Unemployment Rate (1y Avg.),2014, Arizona,Maricopa County,4013,0.068257287,136421,1998629
Unemployment Rate (1y Avg.),2014, Arizona,Mohave County,4015,0.117990188,8900,75430
Unemployment Rate (1y Avg.),2014, Arizona,Navajo County,4017,0.216866851,8504,39213
Unemployment Rate (1y Avg.),2014, Arizona,Pima County,4019,0.090447299,43321,478964
Unemployment Rate (1y Avg.),2014, Arizona,Pinal County,4021,0.082366772,12818,155621
Unemployment Rate (1y Avg.),2014, Arizona,Yavapai County,4025,0.101815194,8924,87649
Unemployment Rate (1y Avg.),2014, Arizona,Yuma County,4027,0.102473333,8916,87008
Unemployment Rate (1y Avg.),2014, Arkansas,Benton County,5007,0.034331497,3968,115579
Unemployment Rate (1y Avg.),2014, Arkansas,Craighead County,5031,0.047411926,2300,48511
Unemployment Rate (1y Avg.),2014, Arkansas,Faulkner County,5045,0.066576637,4092,61463
Unemployment Rate (1y Avg.),2014, Arkansas,Garland County,5051,0.098799311,4320,43725
Unemployment Rate (1y Avg.),2014, Arkansas,Jefferson County,5069,0.105429001,3212,30466
Unemployment Rate (1y Avg.),2014, Arkansas,Pulaski County,5119,0.064336762,12612,196031
Unemployment Rate (1y Avg.),2014, Arkansas,Saline County,5125,0.055342659,3105,56105
Unemployment Rate (1y Avg.),2014, Arkansas,Sebastian County,5131,0.058743395,3536,60194
Unemployment Rate (1y Avg.),2014, Arkansas,Washington County,5143,0.057332307,6554,114316
Unemployment Rate (1y Avg.),2014, Arkansas,White County,5145,0.064871907,2241,34545
Unemployment Rate (1y Avg.),2014, California,Alameda County,6001,0.06635309,57175,861678
Unemployment Rate (1y Avg.),2014, California,Butte County,6007,0.096225172,9781,101647
Unemployment Rate (1y Avg.),2014, California,Contra Costa County,6013,0.078773275,44485,564722
Unemployment Rate (1y Avg.),2014, California,El Dorado County,6017,0.080544986,7029,87268
Unemployment Rate (1y Avg.),2014, California,Fresno County,6019,0.115987234,49939,430556
Unemployment Rate (1y Avg.),2014, California,Humboldt County,6023,0.09926907,6519,65670
Unemployment Rate (1y Avg.),2014, California,Imperial County,6025,0.182876289,12931,70709
Unemployment Rate (1y Avg.),2014, California,Kern County,6029,0.109817013,40648,370143
Unemployment Rate (1y Avg.),2014, California,Kings County,6031,0.091136038,5403,59285
Unemployment Rate (1y Avg.),2014, California,Los Angeles County,6037,0.087671436,456214,5203679
Unemployment Rate (1y Avg.),2014, California,Madera County,6039,0.072481513,4381,60443
Unemployment Rate (1y Avg.),2014, California,Marin County,6041,0.039225031,5515,140599
Unemployment Rate (1y Avg.),2014, California,Mendocino County,6045,0.1058219,4366,41258
Unemployment Rate (1y Avg.),2014, California,Merced County,6047,0.1431683,16893,117994
Unemployment Rate (1y Avg.),2014, California,Monterey County,6053,0.062354404,12045,193170
Unemployment Rate (1y Avg.),2014, California,Napa County,6055,0.050454073,3689,73116
Unemployment Rate (1y Avg.),2014, California,Nevada County,6057,0.084384054,3875,45921
Unemployment Rate (1y Avg.),2014, California,Orange County,6059,0.063939705,105458,1649335
Unemployment Rate (1y Avg.),2014, California,Placer County,6061,0.062504508,11263,180195
Unemployment Rate (1y Avg.),2014, California,Riverside County,6065,0.117142655,125656,1072675
Unemployment Rate (1y Avg.),2014, California,Sacramento County,6067,0.099458717,71569,719585
Unemployment Rate (1y Avg.),2014, California,San Bernardino County,6071,0.111040644,106629,960270
Unemployment Rate (1y Avg.),2014, California,San Diego County,6073,0.071639545,121639,1697931
Unemployment Rate (1y Avg.),2014, California,San Francisco County,6075,0.061898034,32551,525881
Unemployment Rate (1y Avg.),2014, California,San Joaquin County,6077,0.111071333,36301,326826
Unemployment Rate (1y Avg.),2014, California,San Luis Obispo County,6079,0.056127496,7491,133464
Unemployment Rate (1y Avg.),2014, California,San Mateo County,6081,0.04807752,20149,419094
Unemployment Rate (1y Avg.),2014, California,Santa Barbara County,6083,0.06786903,15105,222561
Unemployment Rate (1y Avg.),2014, California,Santa Clara County,6085,0.062206749,63042,1013427
Unemployment Rate (1y Avg.),2014, California,Santa Cruz County,6087,0.064119607,9066,141392
Unemployment Rate (1y Avg.),2014, California,Shasta County,6089,0.080591388,6285,77986
Unemployment Rate (1y Avg.),2014, California,Solano County,6095,0.098690912,21516,218014
Unemployment Rate (1y Avg.),2014, California,Sonoma County,6097,0.069479302,18578,267389
Unemployment Rate (1y Avg.),2014, California,Stanislaus County,6099,0.139045179,33980,244381
Unemployment Rate (1y Avg.),2014, California,Sutter County,6101,0.121342935,5425,44708
Unemployment Rate (1y Avg.),2014, California,Tulare County,6107,0.081091776,15577,192091
Unemployment Rate (1y Avg.),2014, California,Ventura County,6111,0.079176724,34730,438639
Unemployment Rate (1y Avg.),2014, California,Yolo County,6113,0.064300641,6401,99548
Unemployment Rate (1y Avg.),2014, California,Yuba County,6115,0.127279058,4021,31592
Unemployment Rate (1y Avg.),2014, Colorado,Adams County,8001,0.059023101,15031,254663
Unemployment Rate (1y Avg.),2014, Colorado,Arapahoe County,8005,0.055575673,19033,342470
Unemployment Rate (1y Avg.),2014, Colorado,Boulder County,8013,0.058823857,10540,179179
Unemployment Rate (1y Avg.),2014, Colorado,Denver County,8031,0.046973642,17776,378425
Unemployment Rate (1y Avg.),2014, Colorado,Douglas County,8035,0.029238466,4997,170905
Unemployment Rate (1y Avg.),2014, Colorado,El Paso County,8041,0.065975189,22708,344190
Unemployment Rate (1y Avg.),2014, Colorado,Jefferson County,8059,0.038267348,12104,316301
