measure label,year,state,county,fips,value,numerator,denominator
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Autauga County,1001,0.547074795,2824,5162
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Baldwin County,1003,0.514324546,9461,18395
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Barbour County,1005,0.623824477,1791,2871
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Bibb County,1007,0.696084499,1120,1609
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Blount County,1009,0.579334259,2837,4897
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Bullock County,1011,0.769718945,849,1103
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Butler County,1013,0.578613997,1553,2684
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Calhoun County,1015,0.59018141,7742,13118
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Chambers County,1017,0.626051366,2754,4399
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Cherokee County,1019,0.702330172,2140,3047
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Chilton County,1021,0.622077227,2288,3678
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Choctaw County,1023,0.699061275,1266,1811
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Clarke County,1025,0.711466193,2271,3192
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Clay County,1027,0.667295575,1061,1590
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Cleburne County,1029,0.708100557,1014,1432
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Coffee County,1031,0.538669765,2786,5172
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Colbert County,1033,0.631148815,4093,6485
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Conecuh County,1035,0.714285731,1050,1470
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Coosa County,1037,0.755742729,987,1306
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Covington County,1039,0.596941173,2537,4250
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Crenshaw County,1041,0.666088939,1153,1731
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Cullman County,1043,0.652796984,5193,7955
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Dale County,1045,0.535401344,3055,5706
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Dallas County,1047,0.674309611,4029,5975
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,DeKalb County,1049,0.643215239,3977,6183
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Elmore County,1051,0.468252778,3149,6725
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Escambia County,1053,0.671442449,2765,4118
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Etowah County,1055,0.637349904,7167,11245
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Fayette County,1057,0.663725495,1354,2040
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Franklin County,1059,0.675067484,2250,3333
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Geneva County,1061,0.626881003,1833,2924
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Greene County,1063,0.674380183,816,1210
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Hale County,1065,0.708467305,1322,1866
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Henry County,1067,0.706640244,1426,2018
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Houston County,1069,0.519220471,5808,11186
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Jackson County,1071,0.672851741,3735,5551
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Jefferson County,1073,0.492914885,40003,81156
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Lamar County,1075,0.714932144,1106,1547
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Lauderdale County,1077,0.600895286,6846,11393
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Lawrence County,1079,0.620238423,2133,3439
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Lee County,1081,0.415683389,6764,16272
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Limestone County,1083,0.535303771,4238,7917
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Lowndes County,1085,0.756225407,1154,1526
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Macon County,1087,0.613093078,1667,2719
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Madison County,1089,0.394727647,15812,40058
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Marengo County,1091,0.745981991,1903,2551
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Marion County,1093,0.685570061,2309,3368
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Marshall County,1095,0.660892725,5952,9006
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Mobile County,1097,0.534389853,23402,43792
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Monroe County,1099,0.753286958,1948,2586
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Montgomery County,1101,0.472673506,12947,27391
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Morgan County,1103,0.593184173,7502,12647
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Perry County,1105,0.663461566,690,1040
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Pickens County,1107,0.66718626,1712,2566
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Pike County,1109,0.488366157,1910,3911
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Randolph County,1111,0.650634885,1691,2599
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Russell County,1113,0.544163823,3641,6691
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Shelby County,1117,0.386932999,6935,17923
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,St. Clair County,1115,0.557779372,3818,6845
Percent of 1 Person Households with No Workers (5y Avg.),2013, Alabama,Sumter County,1119,0.585051537,908,1552
