measure label,year,state,county,fips,unemployment_5y,numerator,denominator
unemployment_5y,2012,1,Autauga County,1001,0.083447076,2262,27107
unemployment_5y,2012,1,Baldwin County,1003,0.084527798,7513,88882
unemployment_5y,2012,1,Barbour County,1005,0.135254785,1436,10617
unemployment_5y,2012,1,Bibb County,1007,0.104562938,1006,9621
unemployment_5y,2012,1,Blount County,1009,0.100098766,2635,26324
unemployment_5y,2012,1,Bullock County,1011,0.143007144,681,4762
unemployment_5y,2012,1,Butler County,1013,0.137585372,1249,9078
unemployment_5y,2012,1,Calhoun County,1015,0.132003024,7151,54173
unemployment_5y,2012,1,Chambers County,1017,0.160446793,2485,15488
unemployment_5y,2012,1,Cherokee County,1019,0.10445191,1213,11613
unemployment_5y,2012,1,Chilton County,1021,0.113306075,2300,20299
unemployment_5y,2012,1,Choctaw County,1023,0.156290889,836,5349
unemployment_5y,2012,1,Clarke County,1025,0.167003557,1735,10389
unemployment_5y,2012,1,Clay County,1027,0.116675012,699,5991
unemployment_5y,2012,1,Cleburne County,1029,0.122464202,821,6704
unemployment_5y,2012,1,Coffee County,1031,0.069572471,1585,22782
unemployment_5y,2012,1,Colbert County,1033,0.086850055,2128,24502
unemployment_5y,2012,1,Conecuh County,1035,0.236352727,1182,5001
unemployment_5y,2012,1,Coosa County,1037,0.137821779,696,5050
unemployment_5y,2012,1,Covington County,1039,0.101580136,1710,16834
unemployment_5y,2012,1,Crenshaw County,1041,0.085356422,552,6467
unemployment_5y,2012,1,Cullman County,1043,0.092078246,3408,37012
unemployment_5y,2012,1,Dale County,1045,0.079255998,1926,24301
unemployment_5y,2012,1,Dallas County,1047,0.193425253,3395,17552
unemployment_5y,2012,1,DeKalb County,1049,0.110210955,3469,31476
unemployment_5y,2012,1,Elmore County,1051,0.083708465,3217,38431
unemployment_5y,2012,1,Escambia County,1053,0.14824456,2221,14982
unemployment_5y,2012,1,Etowah County,1055,0.112452745,5057,44970
unemployment_5y,2012,1,Fayette County,1057,0.080911681,568,7020
unemployment_5y,2012,1,Franklin County,1059,0.093484417,1353,14473
unemployment_5y,2012,1,Geneva County,1061,0.096436396,1188,12319
unemployment_5y,2012,1,Greene County,1063,0.238479257,828,3472
unemployment_5y,2012,1,Hale County,1065,0.158703074,1023,6446
unemployment_5y,2012,1,Henry County,1067,0.126061574,950,7536
unemployment_5y,2012,1,Houston County,1069,0.077148885,3732,48374
unemployment_5y,2012,1,Jackson County,1071,0.080959141,1938,23938
unemployment_5y,2012,1,Jefferson County,1073,0.099488564,32564,327314
unemployment_5y,2012,1,Lamar County,1075,0.094237506,592,6282
unemployment_5y,2012,1,Lauderdale County,1077,0.091135472,3916,42969
unemployment_5y,2012,1,Lawrence County,1079,0.114984155,1778,15463
unemployment_5y,2012,1,Lee County,1081,0.095984615,6839,71251
unemployment_5y,2012,1,Limestone County,1083,0.088847175,3455,38887
unemployment_5y,2012,1,Lowndes County,1085,0.175190419,805,4595
unemployment_5y,2012,1,Macon County,1087,0.163809523,1548,9450
unemployment_5y,2012,1,Madison County,1089,0.09258759,16463,177810
unemployment_5y,2012,1,Marengo County,1091,0.105429441,901,8546
unemployment_5y,2012,1,Marion County,1093,0.108885348,1435,13179
unemployment_5y,2012,1,Marshall County,1095,0.091301255,3852,42190
unemployment_5y,2012,1,Mobile County,1097,0.110639364,21577,195021
unemployment_5y,2012,1,Monroe County,1099,0.148214668,1403,9466
unemployment_5y,2012,1,Montgomery County,1101,0.085383192,9549,111837
unemployment_5y,2012,1,Morgan County,1103,0.11001493,6557,59601
unemployment_5y,2012,1,Perry County,1105,0.18890135,674,3568
unemployment_5y,2012,1,Pickens County,1107,0.14517127,1174,8087
unemployment_5y,2012,1,Pike County,1109,0.096943289,1535,15834
unemployment_5y,2012,1,Randolph County,1111,0.115994237,1127,9716
unemployment_5y,2012,1,Russell County,1113,0.111754805,2855,25547
unemployment_5y,2012,1,Shelby County,1117,0.063775703,6674,104648
unemployment_5y,2012,1,St. Clair County,1115,0.106078781,4244,40008
unemployment_5y,2012,1,Sumter County,1119,0.190370873,1119,5878
unemployment_5y,2012,1,Talladega County,1121,0.144640431,5330,36850
unemployment_5y,2012,1,Tallapoosa County,1123,0.115584627,2156,18653
unemployment_5y,2012,1,Tuscaloosa County,1125,0.079667419,7445,93451
unemployment_5y,2012,1,Walker County,1127,0.136643559,3883,28417
unemployment_5y,2012,1,Washington County,1129,0.179677993,1328,7391
unemployment_5y,2012,1,Wilcox County,1131,0.242881551,853,3512
unemployment_5y,2012,1,Winston County,1133,0.0974444,999,10252
unemployment_5y,2012,2,Aleutians East Borough,2013,0.031226765,84,2690
