measure label,year,state,county,fips,perc_poor_english_5y2012,numerator,denominator
perc_poor_english_5y,2012, Alabama,Autauga County,1001,0.007833768,400,51061
perc_poor_english_5y,2012, Alabama,Baldwin County,1003,0.025533697,4392,172008
perc_poor_english_5y,2012, Alabama,Barbour County,1005,0.026495693,686,25891
perc_poor_english_5y,2012, Alabama,Bibb County,1007,0.005965419,128,21457
perc_poor_english_5y,2012, Alabama,Blount County,1009,0.042287264,2277,53846
perc_poor_english_5y,2012, Alabama,Bullock County,1011,0.031757023,321,10108
perc_poor_english_5y,2012, Alabama,Butler County,1013,0.008025517,156,19438
perc_poor_english_5y,2012, Alabama,Calhoun County,1015,0.017841971,1974,110638
perc_poor_english_5y,2012, Alabama,Chambers County,1017,0.007459207,240,32175
perc_poor_english_5y,2012, Alabama,Cherokee County,1019,0.002123056,52,24493
perc_poor_english_5y,2012, Alabama,Chilton County,1021,0.035301939,1434,40621
perc_poor_english_5y,2012, Alabama,Choctaw County,1023,0.000688231,9,13077
perc_poor_english_5y,2012, Alabama,Clarke County,1025,0.00251536,61,24251
perc_poor_english_5y,2012, Alabama,Clay County,1027,0.018448766,240,13009
perc_poor_english_5y,2012, Alabama,Cleburne County,1029,0.008883794,124,13958
perc_poor_english_5y,2012, Alabama,Coffee County,1031,0.034113355,1589,46580
perc_poor_english_5y,2012, Alabama,Colbert County,1033,0.012403131,637,51358
perc_poor_english_5y,2012, Alabama,Conecuh County,1035,0.003943662,49,12425
perc_poor_english_5y,2012, Alabama,Coosa County,1037,0.006690206,72,10762
perc_poor_english_5y,2012, Alabama,Covington County,1039,0.009960608,354,35540
perc_poor_english_5y,2012, Alabama,Crenshaw County,1041,0.020430025,267,13069
perc_poor_english_5y,2012, Alabama,Cullman County,1043,0.022680603,1712,75483
perc_poor_english_5y,2012, Alabama,Dale County,1045,0.021683948,1008,46486
perc_poor_english_5y,2012, Alabama,Dallas County,1047,0.004804953,194,40375
perc_poor_english_5y,2012, Alabama,DeKalb County,1049,0.063210547,4170,65970
perc_poor_english_5y,2012, Alabama,Elmore County,1051,0.016047591,1195,74466
perc_poor_english_5y,2012, Alabama,Escambia County,1053,0.00254197,91,35799
perc_poor_english_5y,2012, Alabama,Etowah County,1055,0.016775889,1646,98117
perc_poor_english_5y,2012, Alabama,Fayette County,1057,0.003810929,62,16269
perc_poor_english_5y,2012, Alabama,Franklin County,1059,0.081778325,2406,29421
perc_poor_english_5y,2012, Alabama,Geneva County,1061,0.016613798,419,25220
perc_poor_english_5y,2012, Alabama,Greene County,1063,0.000939408,8,8516
perc_poor_english_5y,2012, Alabama,Hale County,1065,0.007762403,115,14815
perc_poor_english_5y,2012, Alabama,Henry County,1067,0.01622979,265,16328
perc_poor_english_5y,2012, Alabama,Houston County,1069,0.013591372,1288,94766
perc_poor_english_5y,2012, Alabama,Jackson County,1071,0.011016983,554,50286
perc_poor_english_5y,2012, Alabama,Jefferson County,1073,0.028763907,17668,614242
perc_poor_english_5y,2012, Alabama,Lamar County,1075,0.006728097,92,13674
perc_poor_english_5y,2012, Alabama,Lauderdale County,1077,0.014064521,1229,87383
perc_poor_english_5y,2012, Alabama,Lawrence County,1079,0.006335632,203,32041
perc_poor_english_5y,2012, Alabama,Lee County,1081,0.032819189,4347,132453
perc_poor_english_5y,2012, Alabama,Limestone County,1083,0.029867413,2327,77911
perc_poor_english_5y,2012, Alabama,Lowndes County,1085,0.004339623,46,10600
perc_poor_english_5y,2012, Alabama,Macon County,1087,0.007411829,149,20103
perc_poor_english_5y,2012, Alabama,Madison County,1089,0.026340609,8267,313850
perc_poor_english_5y,2012, Alabama,Marengo County,1091,0.002036556,40,19641
perc_poor_english_5y,2012, Alabama,Marion County,1093,0.006610369,191,28894
perc_poor_english_5y,2012, Alabama,Marshall County,1095,0.075255483,6495,86306
perc_poor_english_5y,2012, Alabama,Mobile County,1097,0.021136992,8118,384066
perc_poor_english_5y,2012, Alabama,Monroe County,1099,0.008010372,173,21597
perc_poor_english_5y,2012, Alabama,Montgomery County,1101,0.029207682,6234,213437
perc_poor_english_5y,2012, Alabama,Morgan County,1103,0.042057704,4701,111775
perc_poor_english_5y,2012, Alabama,Perry County,1105,0.006755373,66,9770
perc_poor_english_5y,2012, Alabama,Pickens County,1107,0.014400952,266,18471
perc_poor_english_5y,2012, Alabama,Pike County,1109,0.028407989,879,30942
perc_poor_english_5y,2012, Alabama,Randolph County,1111,0.01183844,255,21540
perc_poor_english_5y,2012, Alabama,Russell County,1113,0.009786977,487,49760
perc_poor_english_5y,2012, Alabama,Shelby County,1117,0.035472397,6463,182198
perc_poor_english_5y,2012, Alabama,St. Clair County,1115,0.010922859,851,77910
perc_poor_english_5y,2012, Alabama,Sumter County,1119,0.00465441,60,12891
perc_poor_english_5y,2012, Alabama,Talladega County,1121,0.007956118,615,77299
perc_poor_english_5y,2012, Alabama,Tallapoosa County,1123,0.013460259,526,39078
perc_poor_english_5y,2012, Alabama,Tuscaloosa County,1125,0.02708298,4945,182587
perc_poor_english_5y,2012, Alabama,Walker County,1127,0.006768431,427,63087
perc_poor_english_5y,2012, Alabama,Washington County,1129,0.004677155,77,16463
perc_poor_english_5y,2012, Alabama,Wilcox County,1131,0.000543036,6,11049
perc_poor_english_5y,2012, Alabama,Winston County,1133,0.009639075,223,23135
perc_poor_english_5y,2012, Alaska,Aleutians East Borough,2013,0.54402101,1656,3044
perc_poor_english_5y,2012, Alaska,Aleutians West Census Area,2016,0.234062612,1241,5302
perc_poor_english_5y,2012, Alaska,Anchorage Municipality,2020,0.062458523,16846,269715
perc_poor_english_5y,2012, Alaska,Bethel Census Area,2050,0.293554693,4509,15360
perc_poor_english_5y,2012, Alaska,Bristol Bay Borough,2060,0.007856341,7,891
perc_poor_english_5y,2012, Alaska,Denali Borough,2068,0.040736608,73,1792
perc_poor_english_5y,2012, Alaska,Dillingham Census Area,2070,0.157549724,697,4424
perc_poor_english_5y,2012, Alaska,Fairbanks North Star Borough,2090,0.023227548,2083,89678
perc_poor_english_5y,2012, Alaska,Haines Borough,2100,0.004639393,11,2371
perc_poor_english_5y,2012, Alaska,Hoonah-Angoon Census Area,2105,0.025230471,52,2061
perc_poor_english_5y,2012, Alaska,Juneau City and Borough,2110,0.033197399,985,29671
perc_poor_english_5y,2012, Alaska,Kenai Peninsula Borough,2122,0.013514033,704,52094
perc_poor_english_5y,2012, Alaska,Ketchikan Gateway Borough,2130,0.01492066,189,12667
perc_poor_english_5y,2012, Alaska,Kodiak Island Borough,2150,0.078321904,982,12538
perc_poor_english_5y,2012, Alaska,Lake and Peninsula Borough,2164,0.022190409,31,1397
perc_poor_english_5y,2012, Alaska,Matanuska-Susitna Borough,2170,0.016579406,1368,82512
perc_poor_english_5y,2012, Alaska,Nome Census Area,2180,0.075705677,641,8467
perc_poor_english_5y,2012, Alaska,North Slope Borough,2185,0.097338937,834,8568
perc_poor_english_5y,2012, Alaska,Northwest Arctic Borough,2188,0.072045252,484,6718
perc_poor_english_5y,2012, Alaska,Petersburg Census Area,2195,0.051449686,181,3518
perc_poor_english_5y,2012, Alaska,Prince of Wales-Hyder Census Area,2198,0.012120046,63,5198
perc_poor_english_5y,2012, Alaska,Sitka City and Borough,2220,0.049278848,410,8320
perc_poor_english_5y,2012, Alaska,Skagway Municipality,2230,0.08975713,85,947
perc_poor_english_5y,2012, Alaska,Southeast Fairbanks Census Area,2240,0.051183522,333,6506
perc_poor_english_5y,2012, Alaska,Valdez-Cordova Census Area,2261,0.02631579,238,9044
perc_poor_english_5y,2012, Alaska,Wade Hampton Census Area,2270,0.103001058,683,6631
perc_poor_english_5y,2012, Alaska,Wrangell City and Borough,2275,0.015720524,36,2290
perc_poor_english_5y,2012, Alaska,Yakutat City and Borough,2282,0.019354839,12,620
perc_poor_english_5y,2012, Alaska,Yukon-Koyukuk Census Area,2290,0.037086856,193,5204
perc_poor_english_5y,2012, Arizona,Apache County,4001,0.123004094,8081,65697
perc_poor_english_5y,2012, Arizona,Cochise County,4003,0.09628205,11814,122702
perc_poor_english_5y,2012, Arizona,Coconino County,4005,0.088771969,11102,125062
perc_poor_english_5y,2012, Arizona,Gila County,4007,0.035711445,1797,50320
perc_poor_english_5y,2012, Arizona,Graham County,4009,0.062577158,2129,34022
perc_poor_english_5y,2012, Arizona,Greenlee County,4011,0.057575759,456,7920
perc_poor_english_5y,2012, Arizona,La Paz County,4012,0.087577,1706,19480
perc_poor_english_5y,2012, Arizona,Maricopa County,4013,0.105119467,373954,3557419
perc_poor_english_5y,2012, Arizona,Mohave County,4015,0.039791577,7568,190191
perc_poor_english_5y,2012, Arizona,Navajo County,4017,0.094892062,9376,98807
perc_poor_english_5y,2012, Arizona,Pima County,4019,0.087733872,80589,918562
perc_poor_english_5y,2012, Arizona,Pinal County,4021,0.064452238,21901,339802
perc_poor_english_5y,2012, Arizona,Santa Cruz County,4023,0.353583634,15313,43308
perc_poor_english_5y,2012, Arizona,Yavapai County,4025,0.039122298,7861,200934
perc_poor_english_5y,2012, Arizona,Yuma County,4027,0.221074224,40098,181378
perc_poor_english_5y,2012, Arkansas,Arkansas County,5001,0.0215469,385,17868
perc_poor_english_5y,2012, Arkansas,Ashley County,5003,0.01602627,327,20404
perc_poor_english_5y,2012, Arkansas,Baxter County,5005,0.005465172,216,39523
perc_poor_english_5y,2012, Arkansas,Benton County,5007,0.071253493,14564,204397
perc_poor_english_5y,2012, Arkansas,Boone County,5009,0.007989883,278,34794
perc_poor_english_5y,2012, Arkansas,Bradley County,5011,0.056695264,608,10724
perc_poor_english_5y,2012, Arkansas,Calhoun County,5013,0.000389636,2,5133
perc_poor_english_5y,2012, Arkansas,Carroll County,5015,0.057303239,1470,25653
perc_poor_english_5y,2012, Arkansas,Chicot County,5017,0.031480975,345,10959
perc_poor_english_5y,2012, Arkansas,Clark County,5019,0.026280787,573,21803
perc_poor_english_5y,2012, Arkansas,Clay County,5021,0.009335276,141,15104
perc_poor_english_5y,2012, Arkansas,Cleburne County,5023,0.010516019,258,24534
perc_poor_english_5y,2012, Arkansas,Cleveland County,5025,0.007614837,62,8142
perc_poor_english_5y,2012, Arkansas,Columbia County,5027,0.014993537,348,23210
perc_poor_english_5y,2012, Arkansas,Conway County,5029,0.020855373,414,19851
perc_poor_english_5y,2012, Arkansas,Craighead County,5031,0.021767965,1953,89719
perc_poor_english_5y,2012, Arkansas,Crawford County,5033,0.036486696,2097,57473
perc_poor_english_5y,2012, Arkansas,Crittenden County,5035,0.00605734,281,46390
perc_poor_english_5y,2012, Arkansas,Cross County,5037,0.005851794,98,16747
perc_poor_english_5y,2012, Arkansas,Dallas County,5039,0.015554115,120,7715
perc_poor_english_5y,2012, Arkansas,Desha County,5041,0.023889355,285,11930
perc_poor_english_5y,2012, Arkansas,Drew County,5043,0.019227467,336,17475
perc_poor_english_5y,2012, Arkansas,Faulkner County,5045,0.016203593,1714,105779
perc_poor_english_5y,2012, Arkansas,Franklin County,5047,0.006297451,107,16991
perc_poor_english_5y,2012, Arkansas,Fulton County,5049,0.002914952,34,11664
perc_poor_english_5y,2012, Arkansas,Garland County,5051,0.026471106,2404,90816
perc_poor_english_5y,2012, Arkansas,Grant County,5053,0.009104522,152,16695
perc_poor_english_5y,2012, Arkansas,Greene County,5055,0.010053824,396,39388
perc_poor_english_5y,2012, Arkansas,Hempstead County,5057,0.054259099,1130,20826
perc_poor_english_5y,2012, Arkansas,Hot Spring County,5059,0.006163875,191,30987
perc_poor_english_5y,2012, Arkansas,Howard County,5061,0.063419983,810,12772
perc_poor_english_5y,2012, Arkansas,Independence County,5063,0.024109107,822,34095
perc_poor_english_5y,2012, Arkansas,Izard County,5065,0.007778805,101,12984
perc_poor_english_5y,2012, Arkansas,Jackson County,5067,0.010254891,173,16870
perc_poor_english_5y,2012, Arkansas,Jefferson County,5069,0.009972045,717,71901
perc_poor_english_5y,2012, Arkansas,Johnson County,5071,0.042167403,1000,23715
perc_poor_english_5y,2012, Arkansas,Lafayette County,5073,0.007784265,56,7194
perc_poor_english_5y,2012, Arkansas,Lawrence County,5075,0.001286844,21,16319
perc_poor_english_5y,2012, Arkansas,Lee County,5077,0.005490595,54,9835
perc_poor_english_5y,2012, Arkansas,Lincoln County,5079,0.011312891,152,13436
perc_poor_english_5y,2012, Arkansas,Little River County,5081,0.004146678,51,12299
perc_poor_english_5y,2012, Arkansas,Logan County,5083,0.008305886,174,20949
perc_poor_english_5y,2012, Arkansas,Lonoke County,5085,0.010386994,660,63541
perc_poor_english_5y,2012, Arkansas,Madison County,5087,0.017732915,260,14662
perc_poor_english_5y,2012, Arkansas,Marion County,5089,0.001942478,31,15959
perc_poor_english_5y,2012, Arkansas,Miller County,5091,0.010230687,412,40271
perc_poor_english_5y,2012, Arkansas,Mississippi County,5093,0.016142974,691,42805
perc_poor_english_5y,2012, Arkansas,Monroe County,5095,0.005355277,41,7656
perc_poor_english_5y,2012, Arkansas,Montgomery County,5097,0.016215611,145,8942
perc_poor_english_5y,2012, Arkansas,Nevada County,5099,0.003319109,28,8436
perc_poor_english_5y,2012, Arkansas,Newton County,5101,0.002419458,19,7853
perc_poor_english_5y,2012, Arkansas,Ouachita County,5103,0.004638449,112,24146
perc_poor_english_5y,2012, Arkansas,Perry County,5105,0.001727291,17,9842
perc_poor_english_5y,2012, Arkansas,Phillips County,5107,0.0050586,101,19966
perc_poor_english_5y,2012, Arkansas,Pike County,5109,0.030561075,323,10569
perc_poor_english_5y,2012, Arkansas,Poinsett County,5111,0.005495704,126,22927
perc_poor_english_5y,2012, Arkansas,Polk County,5113,0.026815353,517,19280
perc_poor_english_5y,2012, Arkansas,Pope County,5115,0.030221591,1743,57674
perc_poor_english_5y,2012, Arkansas,Prairie County,5117,0.001461454,12,8211
perc_poor_english_5y,2012, Arkansas,Pulaski County,5119,0.034956202,12455,356303
perc_poor_english_5y,2012, Arkansas,Randolph County,5121,0.005218216,88,16864
perc_poor_english_5y,2012, Arkansas,Saline County,5125,0.010222412,1030,100759
perc_poor_english_5y,2012, Arkansas,Scott County,5127,0.030407343,318,10458
perc_poor_english_5y,2012, Arkansas,Searcy County,5129,0.00389661,30,7699
perc_poor_english_5y,2012, Arkansas,Sebastian County,5131,0.072334155,8444,116736
perc_poor_english_5y,2012, Arkansas,Sevier County,5133,0.176386908,2728,15466
perc_poor_english_5y,2012, Arkansas,Sharp County,5135,0.009516837,156,16392
perc_poor_english_5y,2012, Arkansas,St. Francis County,5123,0.021942377,575,26205
perc_poor_english_5y,2012, Arkansas,Stone County,5137,0.007357294,87,11825
perc_poor_english_5y,2012, Arkansas,Union County,5139,0.017477028,679,38851
perc_poor_english_5y,2012, Arkansas,Van Buren County,5141,0.009529627,156,16370
perc_poor_english_5y,2012, Arkansas,Washington County,5143,0.095194936,17959,188655
perc_poor_english_5y,2012, Arkansas,White County,5145,0.014474416,1041,71920
perc_poor_english_5y,2012, Arkansas,Woodruff County,5147,0,0,6828
perc_poor_english_5y,2012, Arkansas,Yell County,5149,0.100668192,2064,20503
perc_poor_english_5y,2012, California,Alameda County,6001,0.188564748,267187,1416951
perc_poor_english_5y,2012, California,Alpine County,6003,0.034300793,39,1137
perc_poor_english_5y,2012, California,Amador County,6005,0.028007358,1020,36419
perc_poor_english_5y,2012, California,Butte County,6007,0.058600988,12175,207761
perc_poor_english_5y,2012, California,Calaveras County,6009,0.022876641,999,43669
perc_poor_english_5y,2012, California,Colusa County,6011,0.22912392,4467,19496
perc_poor_english_5y,2012, California,Contra Costa County,6013,0.136272833,134256,985200
perc_poor_english_5y,2012, California,Del Norte County,6015,0.03646747,977,26791
perc_poor_english_5y,2012, California,El Dorado County,6017,0.044964239,7695,171136
perc_poor_english_5y,2012, California,Fresno County,6019,0.191802591,163299,851391
perc_poor_english_5y,2012, California,Glenn County,6021,0.147994146,3844,25974
perc_poor_english_5y,2012, California,Humboldt County,6023,0.033881988,4294,126734
perc_poor_english_5y,2012, California,Imperial County,6025,0.315950334,50444,159658
perc_poor_english_5y,2012, California,Inyo County,6027,0.051868889,902,17390
perc_poor_english_5y,2012, California,Kern County,6029,0.178505599,136741,766032
perc_poor_english_5y,2012, California,Kings County,6031,0.1919332,26710,139163
perc_poor_english_5y,2012, California,Lake County,6033,0.05890866,3582,60806
perc_poor_english_5y,2012, California,Lassen County,6035,0.045351405,1499,33053
perc_poor_english_5y,2012, California,Los Angeles County,6037,0.265423685,2438809,9188362
perc_poor_english_5y,2012, California,Madera County,6039,0.188330352,26083,138496
perc_poor_english_5y,2012, California,Marin County,6041,0.095425054,22798,238910
perc_poor_english_5y,2012, California,Mariposa County,6043,0.015245301,266,17448
perc_poor_english_5y,2012, California,Mendocino County,6045,0.092716359,7630,82294
perc_poor_english_5y,2012, California,Merced County,6047,0.231776342,54295,234256
perc_poor_english_5y,2012, California,Modoc County,6049,0.044797529,406,9063
perc_poor_english_5y,2012, California,Mono County,6051,0.094318353,1255,13306
perc_poor_english_5y,2012, California,Monterey County,6053,0.287393838,110123,383178
perc_poor_english_5y,2012, California,Napa County,6055,0.168842077,21706,128558
perc_poor_english_5y,2012, California,Nevada County,6057,0.027137546,2555,94150
perc_poor_english_5y,2012, California,Orange County,6059,0.213015467,602409,2828006
perc_poor_english_5y,2012, California,Placer County,6061,0.051963396,17109,329251
perc_poor_english_5y,2012, California,Plumas County,6063,0.027701851,527,19024
perc_poor_english_5y,2012, California,Riverside County,6065,0.161296725,327448,2030097
perc_poor_english_5y,2012, California,Sacramento County,6067,0.136034995,179761,1321432
perc_poor_english_5y,2012, California,San Benito County,6069,0.204603836,10515,51392
perc_poor_english_5y,2012, California,San Bernardino County,6071,0.171140999,322042,1881735
perc_poor_english_5y,2012, California,San Diego County,6073,0.161192685,466677,2895150
perc_poor_english_5y,2012, California,San Francisco County,6075,0.232770771,179686,771944
perc_poor_english_5y,2012, California,San Joaquin County,6077,0.185165808,117122,632525
perc_poor_english_5y,2012, California,San Luis Obispo County,6079,0.0668988,17176,256746
perc_poor_english_5y,2012, California,San Mateo County,6081,0.193640009,130689,674907
perc_poor_english_5y,2012, California,Santa Barbara County,6083,0.184772998,73169,395994
perc_poor_english_5y,2012, California,Santa Clara County,6085,0.215137869,357924,1663696
perc_poor_english_5y,2012, California,Santa Cruz County,6087,0.137813359,34084,247320
perc_poor_english_5y,2012, California,Shasta County,6089,0.028262364,4729,167325
perc_poor_english_5y,2012, California,Sierra County,6091,0.043666668,131,3000
perc_poor_english_5y,2012, California,Siskiyou County,6093,0.039494846,1670,42284
perc_poor_english_5y,2012, California,Solano County,6095,0.120241709,46582,387403
perc_poor_english_5y,2012, California,Sonoma County,6097,0.110824406,50466,455369
perc_poor_english_5y,2012, California,Stanislaus County,6099,0.171191156,81336,475118
perc_poor_english_5y,2012, California,Sutter County,6101,0.195376426,17097,87508
perc_poor_english_5y,2012, California,Tehama County,6103,0.072154798,4251,58915
perc_poor_english_5y,2012, California,Trinity County,6105,0.01195745,154,12879
perc_poor_english_5y,2012, California,Tulare County,6107,0.222775966,89269,400712
perc_poor_english_5y,2012, California,Tuolumne County,6109,0.028326197,1495,52778
perc_poor_english_5y,2012, California,Ventura County,6111,0.16938889,129997,767447
perc_poor_english_5y,2012, California,Yolo County,6113,0.154027775,29031,188479
perc_poor_english_5y,2012, California,Yuba County,6115,0.108486071,7168,66073
perc_poor_english_5y,2012, Colorado,Adams County,8001,0.134762272,54605,405195
perc_poor_english_5y,2012, Colorado,Alamosa County,8003,0.062495712,911,14577
perc_poor_english_5y,2012, Colorado,Arapahoe County,8005,0.097486444,52064,534064
perc_poor_english_5y,2012, Colorado,Archuleta County,8007,0.014384151,167,11610
perc_poor_english_5y,2012, Colorado,Baca County,8009,0.016690241,59,3535
perc_poor_english_5y,2012, Colorado,Bent County,8011,0.069885209,414,5924
perc_poor_english_5y,2012, Colorado,Boulder County,8013,0.060369294,16952,280805
perc_poor_english_5y,2012, Colorado,Broomfield County,8014,0.041639432,2166,52018
perc_poor_english_5y,2012, Colorado,Chaffee County,8015,0.022826785,391,17129
perc_poor_english_5y,2012, Colorado,Cheyenne County,8017,0.031202046,61,1955
perc_poor_english_5y,2012, Colorado,Clear Creek County,8019,0.004497751,39,8671
perc_poor_english_5y,2012, Colorado,Conejos County,8021,0.051285416,391,7624
