measure label,year,state,county,fips,perc_poor_english_5y,numerator,denominator
perc_poor_english_5y,2012,1,Autauga County,1001,0.007833768,400,51061
perc_poor_english_5y,2012,1,Baldwin County,1003,0.025533697,4392,172008
perc_poor_english_5y,2012,1,Barbour County,1005,0.026495693,686,25891
perc_poor_english_5y,2012,1,Bibb County,1007,0.005965419,128,21457
perc_poor_english_5y,2012,1,Blount County,1009,0.042287264,2277,53846
perc_poor_english_5y,2012,1,Bullock County,1011,0.031757023,321,10108
perc_poor_english_5y,2012,1,Butler County,1013,0.008025517,156,19438
perc_poor_english_5y,2012,1,Calhoun County,1015,0.017841971,1974,110638
perc_poor_english_5y,2012,1,Chambers County,1017,0.007459207,240,32175
perc_poor_english_5y,2012,1,Cherokee County,1019,0.002123056,52,24493
perc_poor_english_5y,2012,1,Chilton County,1021,0.035301939,1434,40621
perc_poor_english_5y,2012,1,Choctaw County,1023,0.000688231,9,13077
perc_poor_english_5y,2012,1,Clarke County,1025,0.00251536,61,24251
perc_poor_english_5y,2012,1,Clay County,1027,0.018448766,240,13009
perc_poor_english_5y,2012,1,Cleburne County,1029,0.008883794,124,13958
perc_poor_english_5y,2012,1,Coffee County,1031,0.034113355,1589,46580
perc_poor_english_5y,2012,1,Colbert County,1033,0.012403131,637,51358
perc_poor_english_5y,2012,1,Conecuh County,1035,0.003943662,49,12425
perc_poor_english_5y,2012,1,Coosa County,1037,0.006690206,72,10762
perc_poor_english_5y,2012,1,Covington County,1039,0.009960608,354,35540
perc_poor_english_5y,2012,1,Crenshaw County,1041,0.020430025,267,13069
perc_poor_english_5y,2012,1,Cullman County,1043,0.022680603,1712,75483
perc_poor_english_5y,2012,1,Dale County,1045,0.021683948,1008,46486
perc_poor_english_5y,2012,1,Dallas County,1047,0.004804953,194,40375
perc_poor_english_5y,2012,1,DeKalb County,1049,0.063210547,4170,65970
perc_poor_english_5y,2012,1,Elmore County,1051,0.016047591,1195,74466
perc_poor_english_5y,2012,1,Escambia County,1053,0.00254197,91,35799
perc_poor_english_5y,2012,1,Etowah County,1055,0.016775889,1646,98117
perc_poor_english_5y,2012,1,Fayette County,1057,0.003810929,62,16269
perc_poor_english_5y,2012,1,Franklin County,1059,0.081778325,2406,29421
perc_poor_english_5y,2012,1,Geneva County,1061,0.016613798,419,25220
perc_poor_english_5y,2012,1,Greene County,1063,0.000939408,8,8516
perc_poor_english_5y,2012,1,Hale County,1065,0.007762403,115,14815
perc_poor_english_5y,2012,1,Henry County,1067,0.01622979,265,16328
perc_poor_english_5y,2012,1,Houston County,1069,0.013591372,1288,94766
perc_poor_english_5y,2012,1,Jackson County,1071,0.011016983,554,50286
perc_poor_english_5y,2012,1,Jefferson County,1073,0.028763907,17668,614242
perc_poor_english_5y,2012,1,Lamar County,1075,0.006728097,92,13674
perc_poor_english_5y,2012,1,Lauderdale County,1077,0.014064521,1229,87383
perc_poor_english_5y,2012,1,Lawrence County,1079,0.006335632,203,32041
perc_poor_english_5y,2012,1,Lee County,1081,0.032819189,4347,132453
perc_poor_english_5y,2012,1,Limestone County,1083,0.029867413,2327,77911
perc_poor_english_5y,2012,1,Lowndes County,1085,0.004339623,46,10600
perc_poor_english_5y,2012,1,Macon County,1087,0.007411829,149,20103
perc_poor_english_5y,2012,1,Madison County,1089,0.026340609,8267,313850
perc_poor_english_5y,2012,1,Marengo County,1091,0.002036556,40,19641
perc_poor_english_5y,2012,1,Marion County,1093,0.006610369,191,28894
perc_poor_english_5y,2012,1,Marshall County,1095,0.075255483,6495,86306
perc_poor_english_5y,2012,1,Mobile County,1097,0.021136992,8118,384066
perc_poor_english_5y,2012,1,Monroe County,1099,0.008010372,173,21597
perc_poor_english_5y,2012,1,Montgomery County,1101,0.029207682,6234,213437
perc_poor_english_5y,2012,1,Morgan County,1103,0.042057704,4701,111775
perc_poor_english_5y,2012,1,Perry County,1105,0.006755373,66,9770
perc_poor_english_5y,2012,1,Pickens County,1107,0.014400952,266,18471
perc_poor_english_5y,2012,1,Pike County,1109,0.028407989,879,30942
perc_poor_english_5y,2012,1,Randolph County,1111,0.01183844,255,21540
perc_poor_english_5y,2012,1,Russell County,1113,0.009786977,487,49760
perc_poor_english_5y,2012,1,Shelby County,1117,0.035472397,6463,182198
perc_poor_english_5y,2012,1,St. Clair County,1115,0.010922859,851,77910
perc_poor_english_5y,2012,1,Sumter County,1119,0.00465441,60,12891
perc_poor_english_5y,2012,1,Talladega County,1121,0.007956118,615,77299
perc_poor_english_5y,2012,1,Tallapoosa County,1123,0.013460259,526,39078
perc_poor_english_5y,2012,1,Tuscaloosa County,1125,0.02708298,4945,182587
perc_poor_english_5y,2012,1,Walker County,1127,0.006768431,427,63087
perc_poor_english_5y,2012,1,Washington County,1129,0.004677155,77,16463
perc_poor_english_5y,2012,1,Wilcox County,1131,0.000543036,6,11049
perc_poor_english_5y,2012,1,Winston County,1133,0.009639075,223,23135
perc_poor_english_5y,2012,2,Aleutians East Borough,2013,0.54402101,1656,3044
perc_poor_english_5y,2012,2,Aleutians West Census Area,2016,0.234062612,1241,5302
perc_poor_english_5y,2012,2,Anchorage Municipality,2020,0.062458523,16846,269715
perc_poor_english_5y,2012,2,Bethel Census Area,2050,0.293554693,4509,15360
perc_poor_english_5y,2012,2,Bristol Bay Borough,2060,0.007856341,7,891
perc_poor_english_5y,2012,2,Denali Borough,2068,0.040736608,73,1792
perc_poor_english_5y,2012,2,Dillingham Census Area,2070,0.157549724,697,4424
perc_poor_english_5y,2012,2,Fairbanks North Star Borough,2090,0.023227548,2083,89678
perc_poor_english_5y,2012,2,Haines Borough,2100,0.004639393,11,2371
perc_poor_english_5y,2012,2,Hoonah-Angoon Census Area,2105,0.025230471,52,2061
perc_poor_english_5y,2012,2,Juneau City and Borough,2110,0.033197399,985,29671
perc_poor_english_5y,2012,2,Kenai Peninsula Borough,2122,0.013514033,704,52094
perc_poor_english_5y,2012,2,Ketchikan Gateway Borough,2130,0.01492066,189,12667
perc_poor_english_5y,2012,2,Kodiak Island Borough,2150,0.078321904,982,12538
perc_poor_english_5y,2012,2,Lake and Peninsula Borough,2164,0.022190409,31,1397
perc_poor_english_5y,2012,2,Matanuska-Susitna Borough,2170,0.016579406,1368,82512
perc_poor_english_5y,2012,2,Nome Census Area,2180,0.075705677,641,8467
perc_poor_english_5y,2012,2,North Slope Borough,2185,0.097338937,834,8568
perc_poor_english_5y,2012,2,Northwest Arctic Borough,2188,0.072045252,484,6718
perc_poor_english_5y,2012,2,Petersburg Census Area,2195,0.051449686,181,3518
perc_poor_english_5y,2012,2,Prince of Wales-Hyder Census Area,2198,0.012120046,63,5198
perc_poor_english_5y,2012,2,Sitka City and Borough,2220,0.049278848,410,8320
perc_poor_english_5y,2012,2,Skagway Municipality,2230,0.08975713,85,947
perc_poor_english_5y,2012,2,Southeast Fairbanks Census Area,2240,0.051183522,333,6506
perc_poor_english_5y,2012,2,Valdez-Cordova Census Area,2261,0.02631579,238,9044
perc_poor_english_5y,2012,2,Wade Hampton Census Area,2270,0.103001058,683,6631
perc_poor_english_5y,2012,2,Wrangell City and Borough,2275,0.015720524,36,2290
perc_poor_english_5y,2012,2,Yakutat City and Borough,2282,0.019354839,12,620
perc_poor_english_5y,2012,2,Yukon-Koyukuk Census Area,2290,0.037086856,193,5204
perc_poor_english_5y,2012,3,Apache County,4001,0.123004094,8081,65697
perc_poor_english_5y,2012,3,Cochise County,4003,0.09628205,11814,122702
perc_poor_english_5y,2012,3,Coconino County,4005,0.088771969,11102,125062
perc_poor_english_5y,2012,3,Gila County,4007,0.035711445,1797,50320
perc_poor_english_5y,2012,3,Graham County,4009,0.062577158,2129,34022
perc_poor_english_5y,2012,3,Greenlee County,4011,0.057575759,456,7920
perc_poor_english_5y,2012,3,La Paz County,4012,0.087577,1706,19480
perc_poor_english_5y,2012,3,Maricopa County,4013,0.105119467,373954,3557419
perc_poor_english_5y,2012,3,Mohave County,4015,0.039791577,7568,190191
perc_poor_english_5y,2012,3,Navajo County,4017,0.094892062,9376,98807
perc_poor_english_5y,2012,3,Pima County,4019,0.087733872,80589,918562
perc_poor_english_5y,2012,3,Pinal County,4021,0.064452238,21901,339802
perc_poor_english_5y,2012,3,Santa Cruz County,4023,0.353583634,15313,43308
perc_poor_english_5y,2012,3,Yavapai County,4025,0.039122298,7861,200934
perc_poor_english_5y,2012,3,Yuma County,4027,0.221074224,40098,181378
perc_poor_english_5y,2012,4,Arkansas County,5001,0.0215469,385,17868
perc_poor_english_5y,2012,4,Ashley County,5003,0.01602627,327,20404
perc_poor_english_5y,2012,4,Baxter County,5005,0.005465172,216,39523
perc_poor_english_5y,2012,4,Benton County,5007,0.071253493,14564,204397
perc_poor_english_5y,2012,4,Boone County,5009,0.007989883,278,34794
perc_poor_english_5y,2012,4,Bradley County,5011,0.056695264,608,10724
perc_poor_english_5y,2012,4,Calhoun County,5013,0.000389636,2,5133
perc_poor_english_5y,2012,4,Carroll County,5015,0.057303239,1470,25653
perc_poor_english_5y,2012,4,Chicot County,5017,0.031480975,345,10959
perc_poor_english_5y,2012,4,Clark County,5019,0.026280787,573,21803
perc_poor_english_5y,2012,4,Clay County,5021,0.009335276,141,15104
perc_poor_english_5y,2012,4,Cleburne County,5023,0.010516019,258,24534
perc_poor_english_5y,2012,4,Cleveland County,5025,0.007614837,62,8142
perc_poor_english_5y,2012,4,Columbia County,5027,0.014993537,348,23210
perc_poor_english_5y,2012,4,Conway County,5029,0.020855373,414,19851
perc_poor_english_5y,2012,4,Craighead County,5031,0.021767965,1953,89719
perc_poor_english_5y,2012,4,Crawford County,5033,0.036486696,2097,57473
perc_poor_english_5y,2012,4,Crittenden County,5035,0.00605734,281,46390
perc_poor_english_5y,2012,4,Cross County,5037,0.005851794,98,16747
perc_poor_english_5y,2012,4,Dallas County,5039,0.015554115,120,7715
perc_poor_english_5y,2012,4,Desha County,5041,0.023889355,285,11930
perc_poor_english_5y,2012,4,Drew County,5043,0.019227467,336,17475
perc_poor_english_5y,2012,4,Faulkner County,5045,0.016203593,1714,105779
perc_poor_english_5y,2012,4,Franklin County,5047,0.006297451,107,16991
perc_poor_english_5y,2012,4,Fulton County,5049,0.002914952,34,11664
perc_poor_english_5y,2012,4,Garland County,5051,0.026471106,2404,90816
perc_poor_english_5y,2012,4,Grant County,5053,0.009104522,152,16695
perc_poor_english_5y,2012,4,Greene County,5055,0.010053824,396,39388
perc_poor_english_5y,2012,4,Hempstead County,5057,0.054259099,1130,20826
perc_poor_english_5y,2012,4,Hot Spring County,5059,0.006163875,191,30987
perc_poor_english_5y,2012,4,Howard County,5061,0.063419983,810,12772
perc_poor_english_5y,2012,4,Independence County,5063,0.024109107,822,34095
perc_poor_english_5y,2012,4,Izard County,5065,0.007778805,101,12984
perc_poor_english_5y,2012,4,Jackson County,5067,0.010254891,173,16870
perc_poor_english_5y,2012,4,Jefferson County,5069,0.009972045,717,71901
perc_poor_english_5y,2012,4,Johnson County,5071,0.042167403,1000,23715
perc_poor_english_5y,2012,4,Lafayette County,5073,0.007784265,56,7194
perc_poor_english_5y,2012,4,Lawrence County,5075,0.001286844,21,16319
perc_poor_english_5y,2012,4,Lee County,5077,0.005490595,54,9835
perc_poor_english_5y,2012,4,Lincoln County,5079,0.011312891,152,13436
perc_poor_english_5y,2012,4,Little River County,5081,0.004146678,51,12299
perc_poor_english_5y,2012,4,Logan County,5083,0.008305886,174,20949
perc_poor_english_5y,2012,4,Lonoke County,5085,0.010386994,660,63541
perc_poor_english_5y,2012,4,Madison County,5087,0.017732915,260,14662
perc_poor_english_5y,2012,4,Marion County,5089,0.001942478,31,15959
perc_poor_english_5y,2012,4,Miller County,5091,0.010230687,412,40271
perc_poor_english_5y,2012,4,Mississippi County,5093,0.016142974,691,42805
perc_poor_english_5y,2012,4,Monroe County,5095,0.005355277,41,7656
perc_poor_english_5y,2012,4,Montgomery County,5097,0.016215611,145,8942
perc_poor_english_5y,2012,4,Nevada County,5099,0.003319109,28,8436
perc_poor_english_5y,2012,4,Newton County,5101,0.002419458,19,7853
perc_poor_english_5y,2012,4,Ouachita County,5103,0.004638449,112,24146
perc_poor_english_5y,2012,4,Perry County,5105,0.001727291,17,9842
perc_poor_english_5y,2012,4,Phillips County,5107,0.0050586,101,19966
perc_poor_english_5y,2012,4,Pike County,5109,0.030561075,323,10569
perc_poor_english_5y,2012,4,Poinsett County,5111,0.005495704,126,22927
perc_poor_english_5y,2012,4,Polk County,5113,0.026815353,517,19280
perc_poor_english_5y,2012,4,Pope County,5115,0.030221591,1743,57674
perc_poor_english_5y,2012,4,Prairie County,5117,0.001461454,12,8211
perc_poor_english_5y,2012,4,Pulaski County,5119,0.034956202,12455,356303
perc_poor_english_5y,2012,4,Randolph County,5121,0.005218216,88,16864
perc_poor_english_5y,2012,4,Saline County,5125,0.010222412,1030,100759
perc_poor_english_5y,2012,4,Scott County,5127,0.030407343,318,10458
perc_poor_english_5y,2012,4,Searcy County,5129,0.00389661,30,7699
perc_poor_english_5y,2012,4,Sebastian County,5131,0.072334155,8444,116736
perc_poor_english_5y,2012,4,Sevier County,5133,0.176386908,2728,15466
perc_poor_english_5y,2012,4,Sharp County,5135,0.009516837,156,16392
perc_poor_english_5y,2012,4,St. Francis County,5123,0.021942377,575,26205
perc_poor_english_5y,2012,4,Stone County,5137,0.007357294,87,11825
perc_poor_english_5y,2012,4,Union County,5139,0.017477028,679,38851
perc_poor_english_5y,2012,4,Van Buren County,5141,0.009529627,156,16370
perc_poor_english_5y,2012,4,Washington County,5143,0.095194936,17959,188655
perc_poor_english_5y,2012,4,White County,5145,0.014474416,1041,71920
perc_poor_english_5y,2012,4,Woodruff County,5147,0,0,6828
perc_poor_english_5y,2012,4,Yell County,5149,0.100668192,2064,20503
perc_poor_english_5y,2012,5,Alameda County,6001,0.188564748,267187,1416951
perc_poor_english_5y,2012,5,Alpine County,6003,0.034300793,39,1137
perc_poor_english_5y,2012,5,Amador County,6005,0.028007358,1020,36419
perc_poor_english_5y,2012,5,Butte County,6007,0.058600988,12175,207761
perc_poor_english_5y,2012,5,Calaveras County,6009,0.022876641,999,43669
perc_poor_english_5y,2012,5,Colusa County,6011,0.22912392,4467,19496
perc_poor_english_5y,2012,5,Contra Costa County,6013,0.136272833,134256,985200
perc_poor_english_5y,2012,5,Del Norte County,6015,0.03646747,977,26791
perc_poor_english_5y,2012,5,El Dorado County,6017,0.044964239,7695,171136
perc_poor_english_5y,2012,5,Fresno County,6019,0.191802591,163299,851391
perc_poor_english_5y,2012,5,Glenn County,6021,0.147994146,3844,25974
perc_poor_english_5y,2012,5,Humboldt County,6023,0.033881988,4294,126734
perc_poor_english_5y,2012,5,Imperial County,6025,0.315950334,50444,159658
perc_poor_english_5y,2012,5,Inyo County,6027,0.051868889,902,17390
perc_poor_english_5y,2012,5,Kern County,6029,0.178505599,136741,766032
perc_poor_english_5y,2012,5,Kings County,6031,0.1919332,26710,139163
perc_poor_english_5y,2012,5,Lake County,6033,0.05890866,3582,60806
perc_poor_english_5y,2012,5,Lassen County,6035,0.045351405,1499,33053
perc_poor_english_5y,2012,5,Los Angeles County,6037,0.265423685,2438809,9188362
perc_poor_english_5y,2012,5,Madera County,6039,0.188330352,26083,138496
perc_poor_english_5y,2012,5,Marin County,6041,0.095425054,22798,238910
perc_poor_english_5y,2012,5,Mariposa County,6043,0.015245301,266,17448
perc_poor_english_5y,2012,5,Mendocino County,6045,0.092716359,7630,82294
perc_poor_english_5y,2012,5,Merced County,6047,0.231776342,54295,234256
perc_poor_english_5y,2012,5,Modoc County,6049,0.044797529,406,9063
