measure label,year,state,county,fips,unemployment_1y,numerator,denominator
unemployment_1y,2015,1,Baldwin County,1003,0.050858438,4710,92610
unemployment_1y,2015,1,Calhoun County,1015,0.100265406,5289,52750
unemployment_1y,2015,1,Etowah County,1055,0.045505162,2084,45797
unemployment_1y,2015,1,Houston County,1069,0.078068167,3713,47561
unemployment_1y,2015,1,Jefferson County,1073,0.077455588,25734,332242
unemployment_1y,2015,1,Lauderdale County,1077,0.059983056,2407,40128
unemployment_1y,2015,1,Lee County,1081,0.05401209,4209,77927
unemployment_1y,2015,1,Madison County,1089,0.071819156,12740,177390
unemployment_1y,2015,1,Marshall County,1095,0.042945083,1765,41099
unemployment_1y,2015,1,Mobile County,1097,0.066276453,12444,187759
unemployment_1y,2015,1,Montgomery County,1101,0.08082664,8929,110471
unemployment_1y,2015,1,Morgan County,1103,0.065655544,3567,54329
unemployment_1y,2015,1,Shelby County,1117,0.039556235,4218,106633
unemployment_1y,2015,1,Talladega County,1121,0.131662846,4419,33563
unemployment_1y,2015,1,Tuscaloosa County,1125,0.056096684,5143,91681
unemployment_1y,2015,1,Walker County,1127,0.116070732,2980,25674
unemployment_1y,2015,2,Anchorage Municipality,2020,0.060425062,10258,169764
unemployment_1y,2015,2,Fairbanks North Star Borough,2090,0.070460707,4108,58302
unemployment_1y,2015,2,Matanuska-Susitna Borough,2170,0.088683546,4242,47833
unemployment_1y,2015,3,Apache County,4001,0.144017428,2908,20192
unemployment_1y,2015,3,Cochise County,4003,0.068209372,3207,47017
unemployment_1y,2015,3,Coconino County,4005,0.082660593,5949,71969
unemployment_1y,2015,3,Maricopa County,4013,0.055860203,114743,2054110
unemployment_1y,2015,3,Mohave County,4015,0.081997946,6386,77880
unemployment_1y,2015,3,Navajo County,4017,0.154964834,5882,37957
unemployment_1y,2015,3,Pima County,4019,0.08227367,38950,473420
unemployment_1y,2015,3,Pinal County,4021,0.09544225,14359,150447
unemployment_1y,2015,3,Yavapai County,4025,0.059686735,5373,90020
unemployment_1y,2015,3,Yuma County,4027,0.120193936,10313,85803
unemployment_1y,2015,4,Benton County,5007,0.029421419,3585,121850
unemployment_1y,2015,4,Craighead County,5031,0.062682472,3242,51721
unemployment_1y,2015,4,Faulkner County,5045,0.056363486,3399,60305
unemployment_1y,2015,4,Garland County,5051,0.061485499,2697,43864
unemployment_1y,2015,4,Jefferson County,5069,0.111735813,3458,30948
unemployment_1y,2015,4,Pulaski County,5119,0.051719502,10001,193370
unemployment_1y,2015,4,Sebastian County,5131,0.044755246,2496,55770
unemployment_1y,2015,4,Washington County,5143,0.052004606,5828,112067
unemployment_1y,2015,4,White County,5145,0.082846001,2890,34884
unemployment_1y,2015,5,Alameda County,6001,0.052922752,46817,884629
unemployment_1y,2015,5,Butte County,6007,0.10518229,10885,103487
unemployment_1y,2015,5,Contra Costa County,6013,0.063914359,36646,573361
unemployment_1y,2015,5,El Dorado County,6017,0.087114297,7634,87632
