measure label,year,state,county,fips,perc_vacant_housing_1y2013,numerator,denominator
perc_vacant_housing_1y,2013, Texas,Taylor County,48441,0.110541172,6228,56341
perc_vacant_housing_1y,2013, Texas,Tom Green County,48451,0.07751099,3651,47103
perc_vacant_housing_1y,2013, Texas,Travis County,48453,0.062721126,28949,461551
perc_vacant_housing_1y,2013, Texas,Victoria County,48469,0.073627241,2612,35476
perc_vacant_housing_1y,2013, Texas,Walker County,48471,0.167627245,4130,24638
perc_vacant_housing_1y,2013, Texas,Webb County,48479,0.097532824,7436,76241
perc_vacant_housing_1y,2013, Texas,Wichita County,48485,0.106181517,5921,55763
perc_vacant_housing_1y,2013, Texas,Williamson County,48491,0.052213341,8936,171144
perc_vacant_housing_1y,2013, Utah,Cache County,49005,0.090270609,3496,38728
perc_vacant_housing_1y,2013, Utah,Davis County,49011,0.047609188,4828,101409
perc_vacant_housing_1y,2013, Utah,Salt Lake County,49035,0.062066272,23057,371490
perc_vacant_housing_1y,2013, Utah,Utah County,49049,0.045631006,7029,154040
perc_vacant_housing_1y,2013, Utah,Washington County,49053,0.171292618,10368,60528
perc_vacant_housing_1y,2013, Utah,Weber County,49057,0.082827263,7215,87109
perc_vacant_housing_1y,2013, Vermont,Chittenden County,50007,0.052815579,3520,66647
perc_vacant_housing_1y,2013, Virginia,Albemarle County,51003,0.097348392,4233,43483
perc_vacant_housing_1y,2013, Virginia,Alexandria city,51510,0.086958297,6389,73472
perc_vacant_housing_1y,2013, Virginia,Arlington County,51013,0.089781106,9848,109689
perc_vacant_housing_1y,2013, Virginia,Augusta County,51015,0.143128797,4516,31552
perc_vacant_housing_1y,2013, Virginia,Bedford County,51019,0.132227838,4290,32444
perc_vacant_housing_1y,2013, Virginia,Chesapeake city,51550,0.072718233,6287,86457
perc_vacant_housing_1y,2013, Virginia,Chesterfield County,51041,0.069663279,8710,125030
perc_vacant_housing_1y,2013, Virginia,Fairfax County,51059,0.036955506,15126,409303
perc_vacant_housing_1y,2013, Virginia,Fauquier County,51061,0.092788279,2406,25930
perc_vacant_housing_1y,2013, Virginia,Frederick County,51069,,,32007
perc_vacant_housing_1y,2013, Virginia,Hampton city,51650,0.105000332,6308,60076
perc_vacant_housing_1y,2013, Virginia,Hanover County,51085,,,39260
perc_vacant_housing_1y,2013, Virginia,Henrico County,51087,0.078116491,10473,134069
perc_vacant_housing_1y,2013, Virginia,James City County,51095,,,30986
perc_vacant_housing_1y,2013, Virginia,Loudoun County,51107,0.043210451,5114,118351
perc_vacant_housing_1y,2013, Virginia,Lynchburg city,51680,0.077578433,2495,32161
perc_vacant_housing_1y,2013, Virginia,Montgomery County,51121,0.097274058,3779,38849
perc_vacant_housing_1y,2013, Virginia,Newport News city,51700,0.121258087,9353,77133
perc_vacant_housing_1y,2013, Virginia,Norfolk city,51710,0.104093723,9960,95683
perc_vacant_housing_1y,2013, Virginia,Portsmouth city,51740,0.118390128,4836,40848
perc_vacant_housing_1y,2013, Virginia,Prince William County,51153,0.033806629,4819,142546
perc_vacant_housing_1y,2013, Virginia,Richmond city,51760,0.108453885,10766,99268
perc_vacant_housing_1y,2013, Virginia,Roanoke County,51161,0.037026942,1494,40349
perc_vacant_housing_1y,2013, Virginia,Roanoke city,51770,0.090322852,4258,47142
perc_vacant_housing_1y,2013, Virginia,Rockingham County,51165,0.15081881,5139,34074
perc_vacant_housing_1y,2013, Virginia,Spotsylvania County,51177,0.073380858,3356,45734
perc_vacant_housing_1y,2013, Virginia,Stafford County,51179,0.038948756,1771,45470
perc_vacant_housing_1y,2013, Virginia,Suffolk city,51800,0.08686851,2961,34086
perc_vacant_housing_1y,2013, Virginia,Virginia Beach city,51810,0.080999456,14617,180458
perc_vacant_housing_1y,2013, Virginia,York County,51199,0.105649196,2852,26995
perc_vacant_housing_1y,2013, Washington,Benton County,53005,0.038176078,2721,71275
perc_vacant_housing_1y,2013, Washington,Chelan County,53007,0.222976759,7946,35636
perc_vacant_housing_1y,2013, Washington,Clallam County,53009,0.136867821,4874,35611
perc_vacant_housing_1y,2013, Washington,Clark County,53011,0.06358923,10793,169730
perc_vacant_housing_1y,2013, Washington,Cowlitz County,53015,0.108301163,4685,43259
perc_vacant_housing_1y,2013, Washington,Franklin County,53021,,,26038
perc_vacant_housing_1y,2013, Washington,Grant County,53025,0.124565803,4375,35122
perc_vacant_housing_1y,2013, Washington,Grays Harbor County,53027,0.223510966,7843,35090
perc_vacant_housing_1y,2013, Washington,Island County,53029,0.176506981,7133,40412
perc_vacant_housing_1y,2013, Washington,King County,53033,0.05246618,45561,868388
perc_vacant_housing_1y,2013, Washington,Kitsap County,53035,0.095277652,10322,108336
perc_vacant_housing_1y,2013, Washington,Lewis County,53041,0.139321074,4728,33936
perc_vacant_housing_1y,2013, Washington,Pierce County,53053,0.0778623,25661,329569
perc_vacant_housing_1y,2013, Washington,Skagit County,53057,0.11963059,6166,51542
perc_vacant_housing_1y,2013, Washington,Snohomish County,53061,0.073689416,21598,293095
perc_vacant_housing_1y,2013, Washington,Spokane County,53063,0.083761126,17116,204343
perc_vacant_housing_1y,2013, Washington,Thurston County,53067,0.091910399,10147,110401
perc_vacant_housing_1y,2013, Washington,Whatcom County,53073,0.134196252,12265,91396
perc_vacant_housing_1y,2013, Washington,Yakima County,53077,0.068104029,5850,85898
perc_vacant_housing_1y,2013, West Virginia,Berkeley County,54003,0.090617798,4129,45565
perc_vacant_housing_1y,2013, West Virginia,Cabell County,54011,0.125051454,5772,46157
perc_vacant_housing_1y,2013, West Virginia,Harrison County,54033,0.136153817,4277,31413
perc_vacant_housing_1y,2013, West Virginia,Kanawha County,54039,0.097458318,8961,91947
perc_vacant_housing_1y,2013, West Virginia,Monongalia County,54061,0.141406149,6251,44206
perc_vacant_housing_1y,2013, West Virginia,Raleigh County,54081,0.137540132,4926,35815
perc_vacant_housing_1y,2013, West Virginia,Wood County,54107,0.096298143,3863,40115
perc_vacant_housing_1y,2013, Wisconsin,Brown County,55009,0.060009792,6374,106216
perc_vacant_housing_1y,2013, Wisconsin,Dane County,55025,0.031107103,6830,219564
perc_vacant_housing_1y,2013, Wisconsin,Dodge County,55027,0.139276743,5157,37027
perc_vacant_housing_1y,2013, Wisconsin,Eau Claire County,55035,0.066466391,2832,42608
perc_vacant_housing_1y,2013, Wisconsin,Fond du Lac County,55039,0.066846192,2954,44191
perc_vacant_housing_1y,2013, Wisconsin,Jefferson County,55055,0.067641787,2377,35141
perc_vacant_housing_1y,2013, Wisconsin,Kenosha County,55059,0.090083204,6247,69347
perc_vacant_housing_1y,2013, Wisconsin,La Crosse County,55063,0.063359074,3093,48817
perc_vacant_housing_1y,2013, Wisconsin,Manitowoc County,55071,0.097579382,3620,37098
perc_vacant_housing_1y,2013, Wisconsin,Marathon County,55073,0.06006787,3487,58051
perc_vacant_housing_1y,2013, Wisconsin,Milwaukee County,55079,0.083341137,34726,416673
perc_vacant_housing_1y,2013, Wisconsin,Outagamie County,55087,0.051249679,3816,74459
perc_vacant_housing_1y,2013, Wisconsin,Ozaukee County,55089,0.065737106,2395,36433
perc_vacant_housing_1y,2013, Wisconsin,Portage County,55097,0.081243999,2453,30193
perc_vacant_housing_1y,2013, Wisconsin,Racine County,55101,0.116833419,9587,82057
perc_vacant_housing_1y,2013, Wisconsin,Rock County,55105,0.058741525,4003,68146
perc_vacant_housing_1y,2013, Wisconsin,Sheboygan County,55117,0.054449659,2749,50487
perc_vacant_housing_1y,2013, Wisconsin,St. Croix County,55109,0.050115023,1721,34341
perc_vacant_housing_1y,2013, Wisconsin,Walworth County,55127,0.204578549,10536,51501
perc_vacant_housing_1y,2013, Wisconsin,Washington County,55131,,,55138
perc_vacant_housing_1y,2013, Wisconsin,Waukesha County,55133,0.035810389,5789,161657
perc_vacant_housing_1y,2013, Wisconsin,Winnebago County,55139,0.062429704,4607,73795
perc_vacant_housing_1y,2013, Wisconsin,Wood County,55141,,,34113
perc_vacant_housing_1y,2013, Wyoming,Laramie County,56021,0.102875836,4214,40962
perc_vacant_housing_1y,2013, Wyoming,Natrona County,56025,0.068385303,2406,35183
