measure label,year,state,county,fips,perc_good_english_5y2012,numerator,denominator
perc_good_english_5y,2012, Alabama,Autauga County,1001,0.992166221,50661,51061
perc_good_english_5y,2012, Alabama,Baldwin County,1003,0.974466324,167616,172008
perc_good_english_5y,2012, Alabama,Barbour County,1005,0.973504305,25205,25891
perc_good_english_5y,2012, Alabama,Bibb County,1007,0.994034588,21329,21457
perc_good_english_5y,2012, Alabama,Blount County,1009,0.95771271,51569,53846
perc_good_english_5y,2012, Alabama,Bullock County,1011,0.968243003,9787,10108
perc_good_english_5y,2012, Alabama,Butler County,1013,0.991974473,19282,19438
perc_good_english_5y,2012, Alabama,Calhoun County,1015,0.982158005,108664,110638
perc_good_english_5y,2012, Alabama,Chambers County,1017,0.992540777,31935,32175
perc_good_english_5y,2012, Alabama,Cherokee County,1019,0.997876942,24441,24493
perc_good_english_5y,2012, Alabama,Chilton County,1021,0.964698076,39187,40621
perc_good_english_5y,2012, Alabama,Choctaw County,1023,0.999311745,13068,13077
perc_good_english_5y,2012, Alabama,Clarke County,1025,0.997484624,24190,24251
perc_good_english_5y,2012, Alabama,Clay County,1027,0.98155123,12769,13009
perc_good_english_5y,2012, Alabama,Cleburne County,1029,0.991116226,13834,13958
perc_good_english_5y,2012, Alabama,Coffee County,1031,0.965886652,44991,46580
perc_good_english_5y,2012, Alabama,Colbert County,1033,0.987596869,50721,51358
perc_good_english_5y,2012, Alabama,Conecuh County,1035,0.996056318,12376,12425
perc_good_english_5y,2012, Alabama,Coosa County,1037,0.993309796,10690,10762
perc_good_english_5y,2012, Alabama,Covington County,1039,0.990039408,35186,35540
perc_good_english_5y,2012, Alabama,Crenshaw County,1041,0.979569972,12802,13069
perc_good_english_5y,2012, Alabama,Cullman County,1043,0.977319419,73771,75483
perc_good_english_5y,2012, Alabama,Dale County,1045,0.978316069,45478,46486
perc_good_english_5y,2012, Alabama,Dallas County,1047,0.995195031,40181,40375
perc_good_english_5y,2012, Alabama,DeKalb County,1049,0.936789453,61800,65970
perc_good_english_5y,2012, Alabama,Elmore County,1051,0.983952403,73271,74466
perc_good_english_5y,2012, Alabama,Escambia County,1053,0.997458041,35708,35799
perc_good_english_5y,2012, Alabama,Etowah County,1055,0.983224094,96471,98117
perc_good_english_5y,2012, Alabama,Fayette County,1057,0.996189058,16207,16269
perc_good_english_5y,2012, Alabama,Franklin County,1059,0.918221653,27015,29421
perc_good_english_5y,2012, Alabama,Geneva County,1061,0.983386219,24801,25220
perc_good_english_5y,2012, Alabama,Greene County,1063,0.999060571,8508,8516
perc_good_english_5y,2012, Alabama,Hale County,1065,0.992237568,14700,14815
perc_good_english_5y,2012, Alabama,Henry County,1067,0.983770192,16063,16328
perc_good_english_5y,2012, Alabama,Houston County,1069,0.986408651,93478,94766
perc_good_english_5y,2012, Alabama,Jackson County,1071,0.988983035,49732,50286
perc_good_english_5y,2012, Alabama,Jefferson County,1073,0.97123611,596574,614242
perc_good_english_5y,2012, Alabama,Lamar County,1075,0.993271887,13582,13674
perc_good_english_5y,2012, Alabama,Lauderdale County,1077,0.985935509,86154,87383
perc_good_english_5y,2012, Alabama,Lawrence County,1079,0.993664384,31838,32041
perc_good_english_5y,2012, Alabama,Lee County,1081,0.967180789,128106,132453
perc_good_english_5y,2012, Alabama,Limestone County,1083,0.970132589,75584,77911
perc_good_english_5y,2012, Alabama,Lowndes County,1085,0.995660365,10554,10600
perc_good_english_5y,2012, Alabama,Macon County,1087,0.992588162,19954,20103
perc_good_english_5y,2012, Alabama,Madison County,1089,0.973659396,305583,313850
perc_good_english_5y,2012, Alabama,Marengo County,1091,0.997963428,19601,19641
perc_good_english_5y,2012, Alabama,Marion County,1093,0.993389606,28703,28894
perc_good_english_5y,2012, Alabama,Marshall County,1095,0.924744487,79811,86306
perc_good_english_5y,2012, Alabama,Mobile County,1097,0.978863001,375948,384066
perc_good_english_5y,2012, Alabama,Monroe County,1099,0.991989613,21424,21597
perc_good_english_5y,2012, Alabama,Montgomery County,1101,0.970792294,207203,213437
perc_good_english_5y,2012, Alabama,Morgan County,1103,0.957942307,107074,111775
perc_good_english_5y,2012, Alabama,Perry County,1105,0.993244648,9704,9770
perc_good_english_5y,2012, Alabama,Pickens County,1107,0.985599041,18205,18471
perc_good_english_5y,2012, Alabama,Pike County,1109,0.971592009,30063,30942
perc_good_english_5y,2012, Alabama,Randolph County,1111,0.988161564,21285,21540
perc_good_english_5y,2012, Alabama,Russell County,1113,0.990213037,49273,49760
perc_good_english_5y,2012, Alabama,Shelby County,1117,0.964527607,175735,182198
perc_good_english_5y,2012, Alabama,St. Clair County,1115,0.989077151,77059,77910
perc_good_english_5y,2012, Alabama,Sumter County,1119,0.995345592,12831,12891
perc_good_english_5y,2012, Alabama,Talladega County,1121,0.992043853,76684,77299
perc_good_english_5y,2012, Alabama,Tallapoosa County,1123,0.986539721,38552,39078
perc_good_english_5y,2012, Alabama,Tuscaloosa County,1125,0.97291702,177642,182587
perc_good_english_5y,2012, Alabama,Walker County,1127,0.993231595,62660,63087
perc_good_english_5y,2012, Alabama,Washington County,1129,0.995322824,16386,16463
perc_good_english_5y,2012, Alabama,Wilcox County,1131,0.999456942,11043,11049
perc_good_english_5y,2012, Alabama,Winston County,1133,0.990360916,22912,23135
perc_good_english_5y,2012, Alaska,Aleutians East Borough,2013,0.45597899,1388,3044
perc_good_english_5y,2012, Alaska,Aleutians West Census Area,2016,0.765937388,4061,5302
perc_good_english_5y,2012, Alaska,Anchorage Municipality,2020,0.937541485,252869,269715
perc_good_english_5y,2012, Alaska,Bethel Census Area,2050,0.706445336,10851,15360
perc_good_english_5y,2012, Alaska,Bristol Bay Borough,2060,0.992143631,884,891
perc_good_english_5y,2012, Alaska,Denali Borough,2068,0.959263384,1719,1792
perc_good_english_5y,2012, Alaska,Dillingham Census Area,2070,0.842450261,3727,4424
perc_good_english_5y,2012, Alaska,Fairbanks North Star Borough,2090,0.976772428,87595,89678
perc_good_english_5y,2012, Alaska,Haines Borough,2100,0.995360613,2360,2371
perc_good_english_5y,2012, Alaska,Hoonah-Angoon Census Area,2105,0.974769533,2009,2061
perc_good_english_5y,2012, Alaska,Juneau City and Borough,2110,0.966802597,28686,29671
perc_good_english_5y,2012, Alaska,Kenai Peninsula Borough,2122,0.986485958,51390,52094
perc_good_english_5y,2012, Alaska,Ketchikan Gateway Borough,2130,0.985079348,12478,12667
perc_good_english_5y,2012, Alaska,Kodiak Island Borough,2150,0.921678126,11556,12538
perc_good_english_5y,2012, Alaska,Lake and Peninsula Borough,2164,0.977809608,1366,1397
perc_good_english_5y,2012, Alaska,Matanuska-Susitna Borough,2170,0.98342061,81144,82512
perc_good_english_5y,2012, Alaska,Nome Census Area,2180,0.924294293,7826,8467
perc_good_english_5y,2012, Alaska,North Slope Borough,2185,0.902661085,7734,8568
perc_good_english_5y,2012, Alaska,Northwest Arctic Borough,2188,0.927954733,6234,6718
perc_good_english_5y,2012, Alaska,Petersburg Census Area,2195,0.948550284,3337,3518
perc_good_english_5y,2012, Alaska,Prince of Wales-Hyder Census Area,2198,0.987879932,5135,5198
perc_good_english_5y,2012, Alaska,Sitka City and Borough,2220,0.950721145,7910,8320
perc_good_english_5y,2012, Alaska,Skagway Municipality,2230,0.910242856,862,947
perc_good_english_5y,2012, Alaska,Southeast Fairbanks Census Area,2240,0.948816478,6173,6506
perc_good_english_5y,2012, Alaska,Valdez-Cordova Census Area,2261,0.973684192,8806,9044
perc_good_english_5y,2012, Alaska,Wade Hampton Census Area,2270,0.896998942,5948,6631
