measure label,year,state,county,fips,perc_vacant_housing_5y,numerator,denominator
perc_vacant_housing_5y,2014, Alabama,Autauga County,1001,0.091881774,2061,22431
perc_vacant_housing_5y,2014, Alabama,Baldwin County,1003,0.275456369,29078,105563
perc_vacant_housing_5y,2014, Alabama,Barbour County,1005,0.22217527,2629,11833
perc_vacant_housing_5y,2014, Alabama,Bibb County,1007,0.211908743,1904,8985
perc_vacant_housing_5y,2014, Alabama,Blount County,1009,0.120286576,2871,23868
perc_vacant_housing_5y,2014, Alabama,Bullock County,1011,0.158648461,709,4469
perc_vacant_housing_5y,2014, Alabama,Butler County,1013,0.164586276,1635,9934
perc_vacant_housing_5y,2014, Alabama,Calhoun County,1015,0.142741904,7609,53306
perc_vacant_housing_5y,2014, Alabama,Chambers County,1017,0.178765342,3029,16944
perc_vacant_housing_5y,2014, Alabama,Cherokee County,1019,0.267072707,4341,16254
perc_vacant_housing_5y,2014, Alabama,Chilton County,1021,0.150005192,2887,19246
perc_vacant_housing_5y,2014, Alabama,Choctaw County,1023,0.237030908,1718,7248
perc_vacant_housing_5y,2014, Alabama,Clarke County,1025,0.221516982,2792,12604
perc_vacant_housing_5y,2014, Alabama,Clay County,1027,0.174067497,1176,6756
perc_vacant_housing_5y,2014, Alabama,Cleburne County,1029,0.154971629,1038,6698
perc_vacant_housing_5y,2014, Alabama,Coffee County,1031,0.15383257,3484,22648
perc_vacant_housing_5y,2014, Alabama,Colbert County,1033,0.134573177,3495,25971
perc_vacant_housing_5y,2014, Alabama,Conecuh County,1035,0.284885377,2013,7066
perc_vacant_housing_5y,2014, Alabama,Coosa County,1037,0.311052799,2015,6478
perc_vacant_housing_5y,2014, Alabama,Covington County,1039,0.200872198,3777,18803
perc_vacant_housing_5y,2014, Alabama,Crenshaw County,1041,0.189788625,1275,6718
perc_vacant_housing_5y,2014, Alabama,Cullman County,1043,0.15845108,5876,37084
perc_vacant_housing_5y,2014, Alabama,Dale County,1045,0.144342557,3290,22793
perc_vacant_housing_5y,2014, Alabama,Dallas County,1047,0.193064898,3903,20216
perc_vacant_housing_5y,2014, Alabama,DeKalb County,1049,0.201140359,6244,31043
perc_vacant_housing_5y,2014, Alabama,Elmore County,1051,0.125632867,4144,32985
perc_vacant_housing_5y,2014, Alabama,Escambia County,1053,0.161645666,2656,16431
perc_vacant_housing_5y,2014, Alabama,Etowah County,1055,0.154608801,7345,47507
perc_vacant_housing_5y,2014, Alabama,Fayette County,1057,0.172073677,1448,8415
perc_vacant_housing_5y,2014, Alabama,Franklin County,1059,0.125017807,1755,14038
perc_vacant_housing_5y,2014, Alabama,Geneva County,1061,0.132164851,1674,12666
perc_vacant_housing_5y,2014, Alabama,Greene County,1063,0.338208765,1688,4991
perc_vacant_housing_5y,2014, Alabama,Hale County,1065,0.220507458,1686,7646
perc_vacant_housing_5y,2014, Alabama,Henry County,1067,0.224871278,2009,8934
perc_vacant_housing_5y,2014, Alabama,Houston County,1069,0.137466192,6302,45844
perc_vacant_housing_5y,2014, Alabama,Jackson County,1071,0.172143728,4264,24770
perc_vacant_housing_5y,2014, Alabama,Jefferson County,1073,0.138182878,41814,302599
perc_vacant_housing_5y,2014, Alabama,Lamar County,1075,0.159770593,1170,7323
perc_vacant_housing_5y,2014, Alabama,Lauderdale County,1077,0.117672436,5183,44046
perc_vacant_housing_5y,2014, Alabama,Lawrence County,1079,0.119623214,1816,15181
perc_vacant_housing_5y,2014, Alabama,Lee County,1081,0.112608545,7236,64258
perc_vacant_housing_5y,2014, Alabama,Limestone County,1083,0.083652563,2948,35241
perc_vacant_housing_5y,2014, Alabama,Lowndes County,1085,0.161220893,824,5111
perc_vacant_housing_5y,2014, Alabama,Macon County,1087,0.21369274,2188,10239
perc_vacant_housing_5y,2014, Alabama,Madison County,1089,0.099156007,14944,150712
perc_vacant_housing_5y,2014, Alabama,Marengo County,1091,0.16966556,1735,10226
perc_vacant_housing_5y,2014, Alabama,Marion County,1093,0.141702875,2087,14728
perc_vacant_housing_5y,2014, Alabama,Marshall County,1095,0.135907158,5481,40329
perc_vacant_housing_5y,2014, Alabama,Mobile County,1097,0.139707223,25186,180277
perc_vacant_housing_5y,2014, Alabama,Monroe County,1099,0.256897777,2905,11308
perc_vacant_housing_5y,2014, Alabama,Montgomery County,1101,0.126165897,12945,102603
perc_vacant_housing_5y,2014, Alabama,Morgan County,1103,0.103520155,5314,51333
perc_vacant_housing_5y,2014, Alabama,Perry County,1105,0.306482464,1442,4705
perc_vacant_housing_5y,2014, Alabama,Pickens County,1107,0.179454654,1698,9462
perc_vacant_housing_5y,2014, Alabama,Pike County,1109,0.167783931,2603,15514
perc_vacant_housing_5y,2014, Alabama,Randolph County,1111,0.241359115,2884,11949
perc_vacant_housing_5y,2014, Alabama,Russell County,1113,0.161579132,4187,25913
perc_vacant_housing_5y,2014, Alabama,Shelby County,1117,0.083096229,6834,82242
perc_vacant_housing_5y,2014, Alabama,St. Clair County,1115,0.11182037,3994,35718
perc_vacant_housing_5y,2014, Alabama,Sumter County,1119,0.266765147,1806,6770
perc_vacant_housing_5y,2014, Alabama,Talladega County,1121,0.155954659,5792,37139
perc_vacant_housing_5y,2014, Alabama,Tallapoosa County,1123,0.246489078,5441,22074
perc_vacant_housing_5y,2014, Alabama,Tuscaloosa County,1125,0.206910953,17844,86240
perc_vacant_housing_5y,2014, Alabama,Walker County,1127,0.164532691,5063,30772
perc_vacant_housing_5y,2014, Alabama,Washington County,1129,0.254948735,2138,8386
perc_vacant_housing_5y,2014, Alabama,Wilcox County,1131,0.316921443,1783,5626
perc_vacant_housing_5y,2014, Alabama,Winston County,1133,0.283139706,3802,13428
