measure label,year,state,county,fips,perc_seniors_below_poverty_5y,numerator,denominator
perc_seniors_below_poverty_5y,2013,1,Autauga County,1001,,481,
perc_seniors_below_poverty_5y,2013,1,Baldwin County,1003,0.053558737,1733,32357
perc_seniors_below_poverty_5y,2013,1,Barbour County,1005,,687,
perc_seniors_below_poverty_5y,2013,1,Bibb County,1007,,349,
perc_seniors_below_poverty_5y,2013,1,Blount County,1009,0.086665154,763,8804
perc_seniors_below_poverty_5y,2013,1,Bullock County,1011,,333,
perc_seniors_below_poverty_5y,2013,1,Butler County,1013,,755,
perc_seniors_below_poverty_5y,2013,1,Calhoun County,1015,0.101660103,1782,17529
perc_seniors_below_poverty_5y,2013,1,Chambers County,1017,,765,
perc_seniors_below_poverty_5y,2013,1,Cherokee County,1019,,490,
perc_seniors_below_poverty_5y,2013,1,Chilton County,1021,,600,
perc_seniors_below_poverty_5y,2013,1,Choctaw County,1023,,442,
perc_seniors_below_poverty_5y,2013,1,Clarke County,1025,,765,
perc_seniors_below_poverty_5y,2013,1,Clay County,1027,,204,
perc_seniors_below_poverty_5y,2013,1,Cleburne County,1029,,331,
perc_seniors_below_poverty_5y,2013,1,Coffee County,1031,0.105602577,786,7443
perc_seniors_below_poverty_5y,2013,1,Colbert County,1033,0.102951914,987,9587
perc_seniors_below_poverty_5y,2013,1,Conecuh County,1035,,453,
perc_seniors_below_poverty_5y,2013,1,Coosa County,1037,,301,
perc_seniors_below_poverty_5y,2013,1,Covington County,1039,0.121751219,876,7195
perc_seniors_below_poverty_5y,2013,1,Crenshaw County,1041,,326,
perc_seniors_below_poverty_5y,2013,1,Cullman County,1043,0.128012046,1700,13280
perc_seniors_below_poverty_5y,2013,1,Dale County,1045,0.088378072,619,7004
perc_seniors_below_poverty_5y,2013,1,Dallas County,1047,,1148,
perc_seniors_below_poverty_5y,2013,1,DeKalb County,1049,0.128052354,1311,10238
perc_seniors_below_poverty_5y,2013,1,Elmore County,1051,0.082961909,819,9872
perc_seniors_below_poverty_5y,2013,1,Escambia County,1053,,891,
perc_seniors_below_poverty_5y,2013,1,Etowah County,1055,0.111428402,1873,16809
perc_seniors_below_poverty_5y,2013,1,Fayette County,1057,,390,
perc_seniors_below_poverty_5y,2013,1,Franklin County,1059,,699,
perc_seniors_below_poverty_5y,2013,1,Geneva County,1061,,437,
perc_seniors_below_poverty_5y,2013,1,Greene County,1063,,258,
perc_seniors_below_poverty_5y,2013,1,Hale County,1065,,422,
perc_seniors_below_poverty_5y,2013,1,Henry County,1067,,482,
perc_seniors_below_poverty_5y,2013,1,Houston County,1069,0.096176587,1464,15222
perc_seniors_below_poverty_5y,2013,1,Jackson County,1071,0.12680918,1139,8982
perc_seniors_below_poverty_5y,2013,1,Jefferson County,1073,0.103781395,9153,88195
perc_seniors_below_poverty_5y,2013,1,Lamar County,1075,,378,
perc_seniors_below_poverty_5y,2013,1,Lauderdale County,1077,0.084012538,1340,15950
perc_seniors_below_poverty_5y,2013,1,Lawrence County,1079,,564,
perc_seniors_below_poverty_5y,2013,1,Lee County,1081,0.085095368,1151,13526
perc_seniors_below_poverty_5y,2013,1,Limestone County,1083,0.108715855,1170,10762
perc_seniors_below_poverty_5y,2013,1,Lowndes County,1085,,373,
perc_seniors_below_poverty_5y,2013,1,Macon County,1087,,512,
perc_seniors_below_poverty_5y,2013,1,Madison County,1089,0.069594324,2973,42719
perc_seniors_below_poverty_5y,2013,1,Marengo County,1091,,690,
perc_seniors_below_poverty_5y,2013,1,Marion County,1093,,708,
perc_seniors_below_poverty_5y,2013,1,Marshall County,1095,0.110266693,1567,14211
perc_seniors_below_poverty_5y,2013,1,Mobile County,1097,0.115972549,6388,55082
perc_seniors_below_poverty_5y,2013,1,Monroe County,1099,,751,
