measure label,year,state,county,fips,perc_good_english_5y,numerator,denominator
perc_good_english_5y,2012,1,Marengo County,1091,0.997963428,19601,19641
perc_good_english_5y,2012,1,Marion County,1093,0.993389606,28703,28894
perc_good_english_5y,2012,1,Marshall County,1095,0.924744487,79811,86306
perc_good_english_5y,2012,1,Mobile County,1097,0.978863001,375948,384066
perc_good_english_5y,2012,1,Monroe County,1099,0.991989613,21424,21597
perc_good_english_5y,2012,1,Montgomery County,1101,0.970792294,207203,213437
perc_good_english_5y,2012,1,Morgan County,1103,0.957942307,107074,111775
perc_good_english_5y,2012,1,Perry County,1105,0.993244648,9704,9770
perc_good_english_5y,2012,1,Pickens County,1107,0.985599041,18205,18471
perc_good_english_5y,2012,1,Pike County,1109,0.971592009,30063,30942
perc_good_english_5y,2012,1,Randolph County,1111,0.988161564,21285,21540
perc_good_english_5y,2012,1,Russell County,1113,0.990213037,49273,49760
perc_good_english_5y,2012,1,Shelby County,1117,0.964527607,175735,182198
perc_good_english_5y,2012,1,St. Clair County,1115,0.989077151,77059,77910
perc_good_english_5y,2012,1,Sumter County,1119,0.995345592,12831,12891
perc_good_english_5y,2012,1,Talladega County,1121,0.992043853,76684,77299
perc_good_english_5y,2012,1,Tallapoosa County,1123,0.986539721,38552,39078
perc_good_english_5y,2012,1,Tuscaloosa County,1125,0.97291702,177642,182587
perc_good_english_5y,2012,1,Walker County,1127,0.993231595,62660,63087
perc_good_english_5y,2012,1,Washington County,1129,0.995322824,16386,16463
perc_good_english_5y,2012,1,Wilcox County,1131,0.999456942,11043,11049
perc_good_english_5y,2012,1,Winston County,1133,0.990360916,22912,23135
perc_good_english_5y,2012,2,Aleutians East Borough,2013,0.45597899,1388,3044
perc_good_english_5y,2012,2,Aleutians West Census Area,2016,0.765937388,4061,5302
perc_good_english_5y,2012,2,Anchorage Municipality,2020,0.937541485,252869,269715
perc_good_english_5y,2012,2,Bethel Census Area,2050,0.706445336,10851,15360
perc_good_english_5y,2012,2,Bristol Bay Borough,2060,0.992143631,884,891
perc_good_english_5y,2012,2,Denali Borough,2068,0.959263384,1719,1792
perc_good_english_5y,2012,2,Dillingham Census Area,2070,0.842450261,3727,4424
perc_good_english_5y,2012,2,Fairbanks North Star Borough,2090,0.976772428,87595,89678
perc_good_english_5y,2012,2,Haines Borough,2100,0.995360613,2360,2371
perc_good_english_5y,2012,2,Hoonah-Angoon Census Area,2105,0.974769533,2009,2061
perc_good_english_5y,2012,2,Juneau City and Borough,2110,0.966802597,28686,29671
perc_good_english_5y,2012,2,Kenai Peninsula Borough,2122,0.986485958,51390,52094
perc_good_english_5y,2012,2,Ketchikan Gateway Borough,2130,0.985079348,12478,12667
perc_good_english_5y,2012,2,Kodiak Island Borough,2150,0.921678126,11556,12538
perc_good_english_5y,2012,2,Lake and Peninsula Borough,2164,0.977809608,1366,1397
perc_good_english_5y,2012,2,Matanuska-Susitna Borough,2170,0.98342061,81144,82512
perc_good_english_5y,2012,2,Nome Census Area,2180,0.924294293,7826,8467
perc_good_english_5y,2012,2,North Slope Borough,2185,0.902661085,7734,8568
perc_good_english_5y,2012,2,Northwest Arctic Borough,2188,0.927954733,6234,6718
perc_good_english_5y,2012,2,Petersburg Census Area,2195,0.948550284,3337,3518
perc_good_english_5y,2012,2,Prince of Wales-Hyder Census Area,2198,0.987879932,5135,5198
perc_good_english_5y,2012,2,Sitka City and Borough,2220,0.950721145,7910,8320
perc_good_english_5y,2012,2,Skagway Municipality,2230,0.910242856,862,947
perc_good_english_5y,2012,2,Southeast Fairbanks Census Area,2240,0.948816478,6173,6506
perc_good_english_5y,2012,2,Valdez-Cordova Census Area,2261,0.973684192,8806,9044
perc_good_english_5y,2012,2,Wade Hampton Census Area,2270,0.896998942,5948,6631
perc_good_english_5y,2012,2,Wrangell City and Borough,2275,0.984279454,2254,2290
perc_good_english_5y,2012,2,Yakutat City and Borough,2282,0.98064518,608,620
perc_good_english_5y,2012,2,Yukon-Koyukuk Census Area,2290,0.962913156,5011,5204
perc_good_english_5y,2012,3,Apache County,4001,0.876995921,57616,65697
perc_good_english_5y,2012,3,Cochise County,4003,0.903717935,110888,122702
perc_good_english_5y,2012,3,Coconino County,4005,0.911228001,113960,125062
perc_good_english_5y,2012,3,Gila County,4007,0.964288533,48523,50320
perc_good_english_5y,2012,3,Graham County,4009,0.937422872,31893,34022
perc_good_english_5y,2012,3,Greenlee County,4011,0.942424238,7464,7920
perc_good_english_5y,2012,3,La Paz County,4012,0.912423015,17774,19480
perc_good_english_5y,2012,3,Maricopa County,4013,0.894880533,3183465,3557419
perc_good_english_5y,2012,3,Mohave County,4015,0.960208416,182623,190191
perc_good_english_5y,2012,3,Navajo County,4017,0.905107915,89431,98807
perc_good_english_5y,2012,3,Pima County,4019,0.912266135,837973,918562
perc_good_english_5y,2012,3,Pinal County,4021,0.935547769,317901,339802
perc_good_english_5y,2012,3,Santa Cruz County,4023,0.646416366,27995,43308
perc_good_english_5y,2012,3,Yavapai County,4025,0.960877717,193073,200934
perc_good_english_5y,2012,3,Yuma County,4027,0.778925776,141280,181378
perc_good_english_5y,2012,4,Arkansas County,5001,0.9784531,17483,17868
perc_good_english_5y,2012,4,Ashley County,5003,0.983973742,20077,20404
perc_good_english_5y,2012,4,Baxter County,5005,0.99453485,39307,39523
perc_good_english_5y,2012,4,Benton County,5007,0.928746521,189833,204397
perc_good_english_5y,2012,4,Boone County,5009,0.992010117,34516,34794
perc_good_english_5y,2012,4,Bradley County,5011,0.943304718,10116,10724
perc_good_english_5y,2012,4,Calhoun County,5013,0.999610364,5131,5133
perc_good_english_5y,2012,4,Carroll County,5015,0.94269675,24183,25653
perc_good_english_5y,2012,4,Chicot County,5017,0.968519032,10614,10959
perc_good_english_5y,2012,4,Clark County,5019,0.973719239,21230,21803
perc_good_english_5y,2012,4,Clay County,5021,0.990664721,14963,15104
perc_good_english_5y,2012,4,Cleburne County,5023,0.989483953,24276,24534
perc_good_english_5y,2012,4,Cleveland County,5025,0.992385149,8080,8142
perc_good_english_5y,2012,4,Columbia County,5027,0.985006452,22862,23210
perc_good_english_5y,2012,4,Conway County,5029,0.979144633,19437,19851
perc_good_english_5y,2012,4,Craighead County,5031,0.978232026,87766,89719
perc_good_english_5y,2012,4,Crawford County,5033,0.963513315,55376,57473
perc_good_english_5y,2012,4,Crittenden County,5035,0.993942678,46109,46390
perc_good_english_5y,2012,4,Cross County,5037,0.994148195,16649,16747
perc_good_english_5y,2012,4,Dallas County,5039,0.98444587,7595,7715
perc_good_english_5y,2012,4,Desha County,5041,0.976110637,11645,11930
perc_good_english_5y,2012,4,Drew County,5043,0.980772555,17139,17475
perc_good_english_5y,2012,4,Faulkner County,5045,0.983796418,104065,105779
perc_good_english_5y,2012,4,Franklin County,5047,0.993702531,16884,16991
perc_good_english_5y,2012,4,Fulton County,5049,0.997085035,11630,11664
perc_good_english_5y,2012,4,Garland County,5051,0.973528922,88412,90816
perc_good_english_5y,2012,4,Grant County,5053,0.99089545,16543,16695
perc_good_english_5y,2012,4,Greene County,5055,0.989946187,38992,39388
perc_good_english_5y,2012,4,Hempstead County,5057,0.945740879,19696,20826
perc_good_english_5y,2012,4,Hot Spring County,5059,0.993836105,30796,30987
perc_good_english_5y,2012,4,Howard County,5061,0.936580002,11962,12772
perc_good_english_5y,2012,4,Independence County,5063,0.975890875,33273,34095
perc_good_english_5y,2012,4,Izard County,5065,0.992221177,12883,12984
perc_good_english_5y,2012,4,Jackson County,5067,0.98974508,16697,16870
perc_good_english_5y,2012,4,Jefferson County,5069,0.990027964,71184,71901
perc_good_english_5y,2012,4,Johnson County,5071,0.957832575,22715,23715
perc_good_english_5y,2012,4,Lafayette County,5073,0.992215753,7138,7194
perc_good_english_5y,2012,4,Lawrence County,5075,0.998713136,16298,16319
perc_good_english_5y,2012,4,Lee County,5077,0.994509399,9781,9835
perc_good_english_5y,2012,4,Lincoln County,5079,0.988687098,13284,13436
perc_good_english_5y,2012,4,Little River County,5081,0.995853305,12248,12299
perc_good_english_5y,2012,4,Logan County,5083,0.991694093,20775,20949
perc_good_english_5y,2012,4,Lonoke County,5085,0.989612997,62881,63541
perc_good_english_5y,2012,4,Madison County,5087,0.982267082,14402,14662
perc_good_english_5y,2012,4,Marion County,5089,0.998057544,15928,15959
perc_good_english_5y,2012,4,Miller County,5091,0.98976934,39859,40271
perc_good_english_5y,2012,4,Mississippi County,5093,0.983857036,42114,42805
perc_good_english_5y,2012,4,Monroe County,5095,0.994644701,7615,7656
perc_good_english_5y,2012,4,Montgomery County,5097,0.983784378,8797,8942
perc_good_english_5y,2012,4,Nevada County,5099,0.996680915,8408,8436
perc_good_english_5y,2012,4,Newton County,5101,0.997580528,7834,7853
perc_good_english_5y,2012,4,Ouachita County,5103,0.995361567,24034,24146
perc_good_english_5y,2012,4,Perry County,5105,0.998272717,9825,9842
perc_good_english_5y,2012,4,Phillips County,5107,0.994941413,19865,19966
perc_good_english_5y,2012,4,Pike County,5109,0.96943891,10246,10569
perc_good_english_5y,2012,4,Poinsett County,5111,0.994504273,22801,22927
perc_good_english_5y,2012,4,Polk County,5113,0.973184645,18763,19280
perc_good_english_5y,2012,4,Pope County,5115,0.969778419,55931,57674
perc_good_english_5y,2012,4,Prairie County,5117,0.998538554,8199,8211
perc_good_english_5y,2012,4,Pulaski County,5119,0.965043783,343848,356303
perc_good_english_5y,2012,4,Randolph County,5121,0.994781792,16776,16864
perc_good_english_5y,2012,4,Saline County,5125,0.989777565,99729,100759
perc_good_english_5y,2012,4,Scott County,5127,0.969592631,10140,10458
perc_good_english_5y,2012,4,Searcy County,5129,0.996103406,7669,7699
perc_good_english_5y,2012,4,Sebastian County,5131,0.92766583,108292,116736
perc_good_english_5y,2012,4,Sevier County,5133,0.823613107,12738,15466
perc_good_english_5y,2012,4,Sharp County,5135,0.990483165,16236,16392
perc_good_english_5y,2012,4,St. Francis County,5123,0.978057623,25630,26205
perc_good_english_5y,2012,4,Stone County,5137,0.992642701,11738,11825
perc_good_english_5y,2012,4,Union County,5139,0.982522964,38172,38851
perc_good_english_5y,2012,4,Van Buren County,5141,0.99047035,16214,16370
perc_good_english_5y,2012,4,Washington County,5143,0.904805064,170696,188655
perc_good_english_5y,2012,4,White County,5145,0.985525608,70879,71920
perc_good_english_5y,2012,4,Woodruff County,5147,1,6828,6828
perc_good_english_5y,2012,4,Yell County,5149,0.899331808,18439,20503
perc_good_english_5y,2012,5,Alameda County,6001,0.811435282,1149764,1416951
perc_good_english_5y,2012,5,Alpine County,6003,0.965699196,1098,1137
perc_good_english_5y,2012,5,Amador County,6005,0.971992612,35399,36419
perc_good_english_5y,2012,5,Butte County,6007,0.941399038,195586,207761
perc_good_english_5y,2012,5,Calaveras County,6009,0.97712338,42670,43669
perc_good_english_5y,2012,5,Colusa County,6011,0.77087605,15029,19496
perc_good_english_5y,2012,5,Contra Costa County,6013,0.863727152,850944,985200
perc_good_english_5y,2012,5,Del Norte County,6015,0.963532507,25814,26791
perc_good_english_5y,2012,5,El Dorado County,6017,0.955035746,163441,171136
perc_good_english_5y,2012,5,Fresno County,6019,0.808197379,688092,851391
perc_good_english_5y,2012,5,Glenn County,6021,0.852005839,22130,25974
perc_good_english_5y,2012,5,Humboldt County,6023,0.966118038,122440,126734
perc_good_english_5y,2012,5,Imperial County,6025,0.684049666,109214,159658
perc_good_english_5y,2012,5,Inyo County,6027,0.948131084,16488,17390
perc_good_english_5y,2012,5,Kern County,6029,0.821494401,629291,766032
perc_good_english_5y,2012,5,Kings County,6031,0.808066785,112453,139163
perc_good_english_5y,2012,5,Lake County,6033,0.941091359,57224,60806
perc_good_english_5y,2012,5,Lassen County,6035,0.954648614,31554,33053
perc_good_english_5y,2012,5,Los Angeles County,6037,0.734576285,6749553,9188362
perc_good_english_5y,2012,5,Madera County,6039,0.811669648,112413,138496
perc_good_english_5y,2012,5,Marin County,6041,0.904574931,216112,238910
perc_good_english_5y,2012,5,Mariposa County,6043,0.984754682,17182,17448
perc_good_english_5y,2012,5,Mendocino County,6045,0.907283664,74664,82294
perc_good_english_5y,2012,5,Merced County,6047,0.768223643,179961,234256
perc_good_english_5y,2012,5,Modoc County,6049,0.95520246,8657,9063
perc_good_english_5y,2012,5,Mono County,6051,0.90568167,12051,13306
perc_good_english_5y,2012,5,Monterey County,6053,0.712606132,273055,383178
perc_good_english_5y,2012,5,Napa County,6055,0.831157923,106852,128558
perc_good_english_5y,2012,5,Nevada County,6057,0.972862482,91595,94150
perc_good_english_5y,2012,5,Orange County,6059,0.786984563,2225597,2828006
perc_good_english_5y,2012,5,Placer County,6061,0.948036611,312142,329251
perc_good_english_5y,2012,5,Plumas County,6063,0.972298145,18497,19024
perc_good_english_5y,2012,5,Riverside County,6065,0.838703275,1702649,2030097
perc_good_english_5y,2012,5,Sacramento County,6067,0.863964975,1141671,1321432
perc_good_english_5y,2012,5,San Benito County,6069,0.795396149,40877,51392
perc_good_english_5y,2012,5,San Bernardino County,6071,0.828859031,1559693,1881735
perc_good_english_5y,2012,5,San Diego County,6073,0.838807344,2428473,2895150
perc_good_english_5y,2012,5,San Francisco County,6075,0.767229199,592258,771944
perc_good_english_5y,2012,5,San Joaquin County,6077,0.814834177,515403,632525
perc_good_english_5y,2012,5,San Luis Obispo County,6079,0.933101177,239570,256746
perc_good_english_5y,2012,5,San Mateo County,6081,0.806360006,544218,674907
perc_good_english_5y,2012,5,Santa Barbara County,6083,0.815226972,322825,395994
perc_good_english_5y,2012,5,Santa Clara County,6085,0.784862161,1305772,1663696
perc_good_english_5y,2012,5,Santa Cruz County,6087,0.86218667,213236,247320
perc_good_english_5y,2012,5,Shasta County,6089,0.971737623,162596,167325
perc_good_english_5y,2012,5,Sierra County,6091,0.956333339,2869,3000
perc_good_english_5y,2012,5,Siskiyou County,6093,0.960505128,40614,42284
perc_good_english_5y,2012,5,Solano County,6095,0.879758298,340821,387403
perc_good_english_5y,2012,5,Sonoma County,6097,0.889175594,404903,455369
perc_good_english_5y,2012,5,Stanislaus County,6099,0.828808844,393782,475118
perc_good_english_5y,2012,5,Sutter County,6101,0.804623604,70411,87508
perc_good_english_5y,2012,5,Tehama County,6103,0.92784518,54664,58915
perc_good_english_5y,2012,5,Trinity County,6105,0.988042533,12725,12879
perc_good_english_5y,2012,5,Tulare County,6107,0.777224064,311443,400712
perc_good_english_5y,2012,5,Tuolumne County,6109,0.971673787,51283,52778
perc_good_english_5y,2012,5,Ventura County,6111,0.83061111,637450,767447
perc_good_english_5y,2012,5,Yolo County,6113,0.84597224,159448,188479
perc_good_english_5y,2012,5,Yuba County,6115,0.891513944,58905,66073
perc_good_english_5y,2012,6,Adams County,8001,0.865237713,350590,405195
perc_good_english_5y,2012,6,Alamosa County,8003,0.937504292,13666,14577
perc_good_english_5y,2012,6,Arapahoe County,8005,0.902513564,482000,534064
perc_good_english_5y,2012,6,Archuleta County,8007,0.985615849,11443,11610
perc_good_english_5y,2012,6,Baca County,8009,0.983309746,3476,3535
perc_good_english_5y,2012,6,Bent County,8011,0.930114806,5510,5924
perc_good_english_5y,2012,6,Boulder County,8013,0.939630687,263853,280805
perc_good_english_5y,2012,6,Broomfield County,8014,0.958360553,49852,52018
perc_good_english_5y,2012,6,Chaffee County,8015,0.977173209,16738,17129
perc_good_english_5y,2012,6,Cheyenne County,8017,0.968797982,1894,1955
perc_good_english_5y,2012,6,Clear Creek County,8019,0.995502234,8632,8671
perc_good_english_5y,2012,6,Conejos County,8021,0.948714614,7233,7624
perc_good_english_5y,2012,6,Costilla County,8023,0.890993893,3057,3431
perc_good_english_5y,2012,6,Crowley County,8025,0.917932034,5078,5532
perc_good_english_5y,2012,6,Custer County,8027,0.999266148,4085,4088
perc_good_english_5y,2012,6,Delta County,8029,0.959983468,27900,29063
perc_good_english_5y,2012,6,Denver County,8031,0.879863918,492920,560223
perc_good_english_5y,2012,6,Dolores County,8033,0.993637919,1718,1729
perc_good_english_5y,2012,6,Douglas County,8035,0.975294352,258769,265324
perc_good_english_5y,2012,6,Eagle County,8037,0.845050216,40641,48093
perc_good_english_5y,2012,6,El Paso County,8041,0.961653292,556076,578250
perc_good_english_5y,2012,6,Elbert County,8039,0.990581036,21770,21977
perc_good_english_5y,2012,6,Fremont County,8043,0.943315625,42386,44933
perc_good_english_5y,2012,6,Garfield County,8045,0.886318088,46007,51908
perc_good_english_5y,2012,6,Gilpin County,8047,0.990427792,5070,5119
perc_good_english_5y,2012,6,Grand County,8049,0.980495572,13573,13843
perc_good_english_5y,2012,6,Gunnison County,8051,0.973250628,14117,14505
perc_good_english_5y,2012,6,Hinsdale County,8053,0.997229934,720,722
perc_good_english_5y,2012,6,Huerfano County,8055,0.934742391,6059,6482
perc_good_english_5y,2012,6,Jackson County,8057,0.987351179,1327,1344
perc_good_english_5y,2012,6,Jefferson County,8059,0.967555821,489591,506008
perc_good_english_5y,2012,6,Kiowa County,8061,0.993135035,1302,1311
perc_good_english_5y,2012,6,Kit Carson County,8063,0.936589777,7267,7759
perc_good_english_5y,2012,6,La Plata County,8067,0.981687248,47710,48600
perc_good_english_5y,2012,6,Lake County,8065,0.87153393,5909,6780
perc_good_english_5y,2012,6,Larimer County,8069,0.973272502,276023,283603
perc_good_english_5y,2012,6,Las Animas County,8071,0.960906923,13986,14555
perc_good_english_5y,2012,6,Lincoln County,8073,0.927717805,4813,5188
perc_good_english_5y,2012,6,Logan County,8075,0.953240454,20386,21386
perc_good_english_5y,2012,6,Mesa County,8077,0.970827818,132784,136774
perc_good_english_5y,2012,6,Mineral County,8079,0.991366923,689,695
perc_good_english_5y,2012,6,Moffat County,8081,0.9472422,11850,12510
perc_good_english_5y,2012,6,Montezuma County,8083,0.979748428,23367,23850
perc_good_english_5y,2012,6,Montrose County,8085,0.941655159,36217,38461
perc_good_english_5y,2012,6,Morgan County,8087,0.87840116,22921,26094
perc_good_english_5y,2012,6,Otero County,8089,0.954517066,16810,17611
perc_good_english_5y,2012,6,Ouray County,8091,0.991580904,4240,4276
perc_good_english_5y,2012,6,Park County,8093,0.992294729,15325,15444
perc_good_english_5y,2012,6,Phillips County,8095,0.874750018,3499,4000
perc_good_english_5y,2012,6,Pitkin County,8097,0.958778799,15514,16181
perc_good_english_5y,2012,6,Prowers County,8099,0.919260025,10634,11568
perc_good_english_5y,2012,6,Pueblo County,8101,0.957431614,142372,148702
perc_good_english_5y,2012,6,Rio Blanco County,8103,0.955195129,5948,6227
perc_good_english_5y,2012,6,Rio Grande County,8105,0.937628806,10463,11159
perc_good_english_5y,2012,6,Routt County,8107,0.985657573,21854,22172
perc_good_english_5y,2012,6,Saguache County,8109,0.894353986,5164,5774
perc_good_english_5y,2012,6,San Juan County,8111,0.979079485,702,717
perc_good_english_5y,2012,6,San Miguel County,8113,0.953082561,6663,6991
perc_good_english_5y,2012,6,Sedgwick County,8115,0.96238941,2175,2260
perc_good_english_5y,2012,6,Summit County,8117,0.922003686,24186,26232
perc_good_english_5y,2012,6,Teller County,8119,0.989666045,21931,22160
perc_good_english_5y,2012,6,Washington County,8121,0.979304254,4448,4542
perc_good_english_5y,2012,6,Weld County,8123,0.928747892,216884,233523
perc_good_english_5y,2012,6,Yuma County,8125,0.906148493,8371,9238
perc_good_english_5y,2012,7,Fairfield County,9001,0.881707728,760435,862457
perc_good_english_5y,2012,7,Hartford County,9003,0.907740235,765363,843152
perc_good_english_5y,2012,7,Litchfield County,9005,0.969302952,174807,180343
perc_good_english_5y,2012,7,Middlesex County,9007,0.969960213,152760,157491
perc_good_english_5y,2012,7,New Haven County,9009,0.922697604,749988,812821
perc_good_english_5y,2012,7,New London County,9011,0.943406522,244297,258952
perc_good_english_5y,2012,7,Tolland County,9013,0.978992045,142273,145326
perc_good_english_5y,2012,7,Windham County,9015,0.950725555,106139,111640
perc_good_english_5y,2012,8,Kent County,10001,0.969531715,147013,151633
perc_good_english_5y,2012,8,New Castle County,10003,0.950970888,481429,506250
perc_good_english_5y,2012,8,Sussex County,10005,0.948449373,176588,186186
perc_good_english_5y,2012,51,District of Columbia,11001,0.954502404,545060,571041
perc_good_english_5y,2012,9,Alachua County,12001,0.963953435,226290,234752
perc_good_english_5y,2012,9,Baker County,12003,0.99586302,25035,25139
perc_good_english_5y,2012,9,Bay County,12005,0.978946865,155027,158361
perc_good_english_5y,2012,9,Bradford County,12007,0.989075541,26437,26729
perc_good_english_5y,2012,9,Brevard County,12009,0.967699885,500566,517274
perc_good_english_5y,2012,9,Broward County,12011,0.851373136,1411764,1658220
perc_good_english_5y,2012,9,Calhoun County,12013,0.964719474,13344,13832
perc_good_english_5y,2012,9,Charlotte County,12015,0.966926873,149747,154869
perc_good_english_5y,2012,9,Citrus County,12017,0.981314361,132868,135398
perc_good_english_5y,2012,9,Clay County,12019,0.964483321,172901,179268
perc_good_english_5y,2012,9,Collier County,12021,0.836485624,256290,306389
perc_good_english_5y,2012,9,Columbia County,12023,0.981741369,62264,63422
perc_good_english_5y,2012,9,DeSoto County,12027,0.821435153,26626,32414
perc_good_english_5y,2012,9,Dixie County,12029,0.99172467,15100,15226
perc_good_english_5y,2012,9,Duval County,12031,0.950810432,767014,806695
perc_good_english_5y,2012,9,Escambia County,12033,0.972208321,272335,280120
perc_good_english_5y,2012,9,Flagler County,12035,0.92823261,84730,91281
perc_good_english_5y,2012,9,Franklin County,12037,0.967900336,10644,10997
perc_good_english_5y,2012,9,Gadsden County,12039,0.958141446,41820,43647
perc_good_english_5y,2012,9,Gilchrist County,12041,0.9785496,15693,16037
perc_good_english_5y,2012,9,Glades County,12043,0.879301846,10731,12204
perc_good_english_5y,2012,9,Gulf County,12045,0.977628648,14858,15198
perc_good_english_5y,2012,9,Hamilton County,12047,0.966487288,13468,13935
perc_good_english_5y,2012,9,Hardee County,12049,0.773245871,19451,25155
perc_good_english_5y,2012,9,Hendry County,12051,0.7531569,26780,35557
perc_good_english_5y,2012,9,Hernando County,12053,0.967619956,159128,164453
perc_good_english_5y,2012,9,Highlands County,12055,0.921640575,86378,93722
perc_good_english_5y,2012,9,Hillsborough County,12057,0.898724079,1040061,1157264
perc_good_english_5y,2012,9,Holmes County,12059,0.98813808,18660,18884
perc_good_english_5y,2012,9,Indian River County,12061,0.938194573,123594,131736
perc_good_english_5y,2012,9,Jackson County,12063,0.976327717,45904,47017
perc_good_english_5y,2012,9,Jefferson County,12065,0.976614118,13447,13769
perc_good_english_5y,2012,9,Lafayette County,12067,0.947258174,7687,8115
perc_good_english_5y,2012,9,Lake County,12069,0.958764017,270103,281720
perc_good_english_5y,2012,9,Lee County,12071,0.899047971,531189,590835
perc_good_english_5y,2012,9,Leon County,12073,0.974866211,254870,261441
perc_good_english_5y,2012,9,Levy County,12075,0.976555943,37406,38304
perc_good_english_5y,2012,9,Liberty County,12077,0.957581103,7585,7921
perc_good_english_5y,2012,9,Madison County,12079,0.97610563,17525,17954
perc_good_english_5y,2012,9,Manatee County,12081,0.926638246,284073,306563
perc_good_english_5y,2012,9,Marion County,12083,0.956402779,301023,314745
perc_good_english_5y,2012,9,Martin County,12085,0.929105103,130320,140264
perc_good_english_5y,2012,9,Miami-Dade County,12086,0.650726318,1536452,2361134
perc_good_english_5y,2012,9,Monroe County,12087,0.891078234,62543,70188
perc_good_english_5y,2012,9,Nassau County,12089,0.994279385,69001,69398
perc_good_english_5y,2012,9,Okaloosa County,12091,0.964525223,165255,171333
perc_good_english_5y,2012,9,Okeechobee County,12093,0.866140902,32178,37151
perc_good_english_5y,2012,9,Orange County,12095,0.875789702,945027,1079057
perc_good_english_5y,2012,9,Osceola County,12097,0.807784319,205342,254204
perc_good_english_5y,2012,9,Palm Beach County,12099,0.8694309,1089809,1253474
perc_good_english_5y,2012,9,Pasco County,12101,0.954809189,419758,439625
perc_good_english_5y,2012,9,Pinellas County,12103,0.946368039,828055,874982
perc_good_english_5y,2012,9,Polk County,12105,0.920830965,520915,565701
perc_good_english_5y,2012,9,Putnam County,12107,0.961986899,66911,69555
perc_good_english_5y,2012,9,Santa Rosa County,12113,0.97748059,140766,144009
perc_good_english_5y,2012,9,Sarasota County,12115,0.95064944,347662,365710
perc_good_english_5y,2012,9,Seminole County,12117,0.938164115,375670,400431
perc_good_english_5y,2012,9,St. Johns County,12109,0.973537326,176661,181463
perc_good_english_5y,2012,9,St. Lucie County,12111,0.899879694,235593,261805
perc_good_english_5y,2012,9,Sumter County,12119,0.96891886,89126,91985
perc_good_english_5y,2012,9,Suwannee County,12121,0.950093269,37694,39674
