measure label,year,state,county,fips,perc_below_poverty_1y,numerator,denominator
perc_below_poverty_1y,2014, Alabama,Baldwin County,1003,0.127098709,25019,196847
perc_below_poverty_1y,2014, Alabama,Calhoun County,1015,0.205982745,23233,112791
perc_below_poverty_1y,2014, Alabama,Cullman County,1043,0.173995644,13920,80002
perc_below_poverty_1y,2014, Alabama,DeKalb County,1049,0.259498358,18209,70170
perc_below_poverty_1y,2014, Alabama,Elmore County,1051,0.144943878,11054,76264
perc_below_poverty_1y,2014, Alabama,Etowah County,1055,0.183891684,18729,101848
perc_below_poverty_1y,2014, Alabama,Houston County,1069,0.203511089,20994,103159
perc_below_poverty_1y,2014, Alabama,Jefferson County,1073,0.19567591,126309,645501
perc_below_poverty_1y,2014, Alabama,Lauderdale County,1077,0.194081515,17662,91003
perc_below_poverty_1y,2014, Alabama,Lee County,1081,0.277303815,41214,148624
perc_below_poverty_1y,2014, Alabama,Limestone County,1083,0.133803532,11762,87905
perc_below_poverty_1y,2014, Alabama,Madison County,1089,0.146065369,49873,341443
perc_below_poverty_1y,2014, Alabama,Marshall County,1095,0.238239989,22259,93431
perc_below_poverty_1y,2014, Alabama,Mobile County,1097,0.193435997,78117,403839
perc_below_poverty_1y,2014, Alabama,Montgomery County,1101,0.223168969,48899,219112
perc_below_poverty_1y,2014, Alabama,Morgan County,1103,0.141093671,16619,117787
perc_below_poverty_1y,2014, Alabama,Shelby County,1117,0.103761517,21086,203216
perc_below_poverty_1y,2014, Alabama,St. Clair County,1115,0.141869411,12065,85043
perc_below_poverty_1y,2014, Alabama,Talladega County,1121,0.233200461,18136,77770
perc_below_poverty_1y,2014, Alabama,Tuscaloosa County,1125,0.175361589,33681,192066
perc_below_poverty_1y,2014, Alabama,Walker County,1127,0.252489895,16225,64260
perc_below_poverty_1y,2014, Alaska,Anchorage Municipality,2020,0.097086847,28468,293222
perc_below_poverty_1y,2014, Alaska,Fairbanks North Star Borough,2090,0.098684832,9417,95425
perc_below_poverty_1y,2014, Alaska,Matanuska-Susitna Borough,2170,0.105934642,10130,95625
perc_below_poverty_1y,2014, Arizona,Apache County,4001,0.33629182,23416,69630
perc_below_poverty_1y,2014, Arizona,Cochise County,4003,0.184124589,21990,119430
perc_below_poverty_1y,2014, Arizona,Coconino County,4005,0.221349895,28053,126736
perc_below_poverty_1y,2014, Arizona,Maricopa County,4013,0.171400994,691157,4032398
perc_below_poverty_1y,2014, Arizona,Mohave County,4015,0.206161678,41027,199004
perc_below_poverty_1y,2014, Arizona,Navajo County,4017,0.287923902,30175,104802
perc_below_poverty_1y,2014, Arizona,Pima County,4019,0.189000413,184248,974855
perc_below_poverty_1y,2014, Arizona,Pinal County,4021,0.178995773,66919,373858
perc_below_poverty_1y,2014, Arizona,Yavapai County,4025,0.155077472,33346,215028
perc_below_poverty_1y,2014, Arizona,Yuma County,4027,0.223845273,44271,197775
perc_below_poverty_1y,2014, Arkansas,Benton County,5007,0.122430503,29351,239736
perc_below_poverty_1y,2014, Arkansas,Craighead County,5031,0.246565551,24499,99361
perc_below_poverty_1y,2014, Arkansas,Faulkner County,5045,0.151156187,17571,116244
perc_below_poverty_1y,2014, Arkansas,Garland County,5051,0.188705266,18064,95726
perc_below_poverty_1y,2014, Arkansas,Jefferson County,5069,0.274277031,18390,67049
perc_below_poverty_1y,2014, Arkansas,Lonoke County,5085,0.122553803,8661,70671
perc_below_poverty_1y,2014, Arkansas,Pulaski County,5119,0.159028575,61580,387226
perc_below_poverty_1y,2014, Arkansas,Saline County,5125,0.069596522,7945,114158
perc_below_poverty_1y,2014, Arkansas,Sebastian County,5131,0.245399415,30551,124495
perc_below_poverty_1y,2014, Arkansas,Washington County,5143,0.203852117,43468,213233
perc_below_poverty_1y,2014, Arkansas,White County,5145,0.211410969,15785,74665
perc_below_poverty_1y,2014, California,Alameda County,6001,0.124663122,197423,1583652
perc_below_poverty_1y,2014, California,Butte County,6007,0.22301352,48757,218628
perc_below_poverty_1y,2014, California,Contra Costa County,6013,0.105283365,115995,1101741
perc_below_poverty_1y,2014, California,El Dorado County,6017,0.126151815,22918,181670
perc_below_poverty_1y,2014, California,Fresno County,6019,0.277265131,263220,949344
perc_below_poverty_1y,2014, California,Humboldt County,6023,0.212160736,27977,131867
perc_below_poverty_1y,2014, California,Imperial County,6025,0.237336814,40249,169586
perc_below_poverty_1y,2014, California,Kern County,6029,0.247510791,208388,841935
perc_below_poverty_1y,2014, California,Kings County,6031,0.266376048,35623,133732
perc_below_poverty_1y,2014, California,Lake County,6033,0.258587956,16350,63228
perc_below_poverty_1y,2014, California,Los Angeles County,6037,0.18675296,1860890,9964447
perc_below_poverty_1y,2014, California,Madera County,6039,0.221634507,32432,146331
perc_below_poverty_1y,2014, California,Marin County,6041,0.087910064,22395,254749
perc_below_poverty_1y,2014, California,Mendocino County,6045,0.185059622,15939,86129
perc_below_poverty_1y,2014, California,Merced County,6047,0.251938522,65405,259607
perc_below_poverty_1y,2014, California,Monterey County,6053,0.172190771,71246,413762
perc_below_poverty_1y,2014, California,Napa County,6055,0.082744405,11439,138245
perc_below_poverty_1y,2014, California,Nevada County,6057,0.106629506,10445,97956
perc_below_poverty_1y,2014, California,Orange County,6059,0.128357396,398986,3108399
perc_below_poverty_1y,2014, California,Placer County,6061,0.084758393,31171,367763
perc_below_poverty_1y,2014, California,Riverside County,6065,0.170911133,392581,2296989
perc_below_poverty_1y,2014, California,Sacramento County,6067,0.18210344,265629,1458671
perc_below_poverty_1y,2014, California,San Bernardino County,6071,0.205595896,422111,2053110
perc_below_poverty_1y,2014, California,San Diego County,6073,0.146731362,467054,3183055
perc_below_poverty_1y,2014, California,San Francisco County,6075,0.120351993,100906,838424
perc_below_poverty_1y,2014, California,San Joaquin County,6077,0.208531827,146601,703015
perc_below_poverty_1y,2014, California,San Luis Obispo County,6079,0.148126885,38967,263065
perc_below_poverty_1y,2014, California,San Mateo County,6081,0.073489346,55272,752109
perc_below_poverty_1y,2014, California,Santa Barbara County,6083,0.179767683,75819,421761
perc_below_poverty_1y,2014, California,Santa Clara County,6085,0.084168099,156964,1864887
perc_below_poverty_1y,2014, California,Santa Cruz County,6087,0.16802907,43927,261425
