measure label,year,state,county,fips,unemployment_1y,numerator,denominator
unemployment_1y,2013, Alabama,Baldwin County,1003,0.07399293,6822,92198
unemployment_1y,2013, Alabama,Calhoun County,1015,0.156788021,8269,52740
unemployment_1y,2013, Alabama,Cullman County,1043,0.070653111,2460,34818
unemployment_1y,2013, Alabama,Etowah County,1055,0.101793855,4534,44541
unemployment_1y,2013, Alabama,Houston County,1069,0.084977426,4122,48507
unemployment_1y,2013, Alabama,Jefferson County,1073,0.085609645,27536,321646
unemployment_1y,2013, Alabama,Lauderdale County,1077,0.068086952,2985,43841
unemployment_1y,2013, Alabama,Lee County,1081,0.054920755,4148,75527
unemployment_1y,2013, Alabama,Limestone County,1083,0.071532324,3004,41995
unemployment_1y,2013, Alabama,Madison County,1089,0.089565597,16212,181007
unemployment_1y,2013, Alabama,Marshall County,1095,0.093611814,3980,42516
unemployment_1y,2013, Alabama,Mobile County,1097,0.117160864,22368,190917
unemployment_1y,2013, Alabama,Montgomery County,1101,0.071918562,7842,109040
unemployment_1y,2013, Alabama,Morgan County,1103,0.09686105,5360,55337
unemployment_1y,2013, Alabama,Shelby County,1117,0.048013419,5009,104325
unemployment_1y,2013, Alabama,Talladega County,1121,0.125237033,4425,35333
unemployment_1y,2013, Alabama,Tuscaloosa County,1125,0.077883154,7432,95425
unemployment_1y,2013, Alaska,Anchorage Municipality,2020,0.062865622,10843,172479
unemployment_1y,2013, Alaska,Fairbanks North Star Borough,2090,0.091913991,5305,57717
unemployment_1y,2013, Alaska,Matanuska-Susitna Borough,2170,0.100831121,4598,45601
unemployment_1y,2013, Arizona,Apache County,4001,0.174613863,3629,20783
unemployment_1y,2013, Arizona,Cochise County,4003,0.081124239,4217,51982
unemployment_1y,2013, Arizona,Coconino County,4005,0.082519799,5824,70577
unemployment_1y,2013, Arizona,Maricopa County,4013,0.075509161,146525,1940493
unemployment_1y,2013, Arizona,Mohave County,4015,0.144553438,11273,77985
unemployment_1y,2013, Arizona,Navajo County,4017,0.193842083,7920,40858
unemployment_1y,2013, Arizona,Pima County,4019,0.106473401,50758,476720
unemployment_1y,2013, Arizona,Pinal County,4021,0.089044131,13473,151307
unemployment_1y,2013, Arizona,Yavapai County,4025,0.109270096,10367,94875
unemployment_1y,2013, Arizona,Yuma County,4027,0.125145361,10869,86851
unemployment_1y,2013, Arkansas,Benton County,5007,0.041704837,4780,114615
unemployment_1y,2013, Arkansas,Craighead County,5031,0.064414732,3074,47722
unemployment_1y,2013, Arkansas,Faulkner County,5045,0.054390807,3370,61959
unemployment_1y,2013, Arkansas,Garland County,5051,0.119125172,5120,42980
unemployment_1y,2013, Arkansas,Jefferson County,5069,0.089183517,2805,31452
unemployment_1y,2013, Arkansas,Lonoke County,5085,0.079658993,2934,36832
unemployment_1y,2013, Arkansas,Pulaski County,5119,0.078456037,15468,197155
unemployment_1y,2013, Arkansas,Sebastian County,5131,0.063388407,3572,56351
unemployment_1y,2013, Arkansas,Washington County,5143,0.060145874,6531,108586
unemployment_1y,2013, Arkansas,White County,5145,0.072541982,2527,34835
unemployment_1y,2013, California,Alameda County,6001,0.089214809,75270,843694
unemployment_1y,2013, California,Butte County,6007,0.092507079,9315,100695
unemployment_1y,2013, California,Contra Costa County,6013,0.087292559,48893,560105
unemployment_1y,2013, California,El Dorado County,6017,0.138994828,12246,88104
unemployment_1y,2013, California,Fresno County,6019,0.128227308,54711,426672
unemployment_1y,2013, California,Humboldt County,6023,0.130828381,8541,65284
unemployment_1y,2013, California,Imperial County,6025,0.154178113,11004,71372
unemployment_1y,2013, California,Kern County,6029,0.12210948,45165,369873
unemployment_1y,2013, California,Kings County,6031,0.123722583,7942,64192
unemployment_1y,2013, California,Los Angeles County,6037,0.102362007,526668,5145151
unemployment_1y,2013, California,Madera County,6039,0.086479068,4914,56823
unemployment_1y,2013, California,Marin County,6041,0.064916551,8880,136791
unemployment_1y,2013, California,Mendocino County,6045,0.113037653,4557,40314
unemployment_1y,2013, California,Merced County,6047,0.198291972,22499,113464
unemployment_1y,2013, California,Monterey County,6053,0.080961838,15690,193795
unemployment_1y,2013, California,Napa County,6055,0.080534615,6110,75868
unemployment_1y,2013, California,Orange County,6059,0.077516928,127008,1638455
unemployment_1y,2013, California,Placer County,6061,0.079105631,14311,180910
unemployment_1y,2013, California,Riverside County,6065,0.128673986,136397,1060020
unemployment_1y,2013, California,Sacramento County,6067,0.1231381,86952,706134
unemployment_1y,2013, California,San Bernardino County,6071,0.120181099,113958,948219
unemployment_1y,2013, California,San Diego County,6073,0.085486554,140895,1648154
unemployment_1y,2013, California,San Francisco County,6075,0.072365284,37485,517997
unemployment_1y,2013, California,San Joaquin County,6077,0.133463338,42846,321032
unemployment_1y,2013, California,San Luis Obispo County,6079,0.057712056,7981,138290
unemployment_1y,2013, California,San Mateo County,6081,0.067596518,28177,416841
unemployment_1y,2013, California,Santa Barbara County,6083,0.078180239,17604,225172
unemployment_1y,2013, California,Santa Clara County,6085,0.081631601,80961,991785
unemployment_1y,2013, California,Santa Cruz County,6087,0.086058617,12168,141392
unemployment_1y,2013, California,Shasta County,6089,0.104338139,7771,74479
unemployment_1y,2013, California,Solano County,6095,0.111847177,23806,212844
unemployment_1y,2013, California,Sonoma County,6097,0.083316736,21751,261064
unemployment_1y,2013, California,Stanislaus County,6099,0.159248948,39871,250369
unemployment_1y,2013, California,Sutter County,6101,0.124153182,5333,42955
unemployment_1y,2013, California,Tulare County,6107,0.129937693,24878,191461
unemployment_1y,2013, California,Ventura County,6111,0.076734155,33806,440560
unemployment_1y,2013, California,Yolo County,6113,0.090069994,9046,100433
unemployment_1y,2013, California,Yuba County,6115,0.173424929,5453,31443
unemployment_1y,2013, Colorado,Adams County,8001,0.076166123,18824,247144
unemployment_1y,2013, Colorado,Arapahoe County,8005,0.08151342,27359,335638
unemployment_1y,2013, Colorado,Boulder County,8013,0.060645565,10839,178727
unemployment_1y,2013, Colorado,Denver County,8031,0.058935881,21816,370165
unemployment_1y,2013, Colorado,Douglas County,8035,0.044904783,7225,160896
unemployment_1y,2013, Colorado,El Paso County,8041,0.080313914,27785,345955
unemployment_1y,2013, Colorado,Jefferson County,8059,0.061824229,19075,308536
unemployment_1y,2013, Colorado,Larimer County,8069,0.058309425,10141,173917
unemployment_1y,2013, Colorado,Mesa County,8077,0.076791644,5573,72573
unemployment_1y,2013, Colorado,Pueblo County,8101,0.101815768,7211,70824
unemployment_1y,2013, Colorado,Weld County,8123,0.089220449,12426,139273
unemployment_1y,2013, Connecticut,Fairfield County,9001,0.094975211,48652,512260
unemployment_1y,2013, Connecticut,Hartford County,9003,0.101743393,49267,484228
unemployment_1y,2013, Connecticut,Litchfield County,9005,0.073102705,7863,107561
unemployment_1y,2013, Connecticut,Middlesex County,9007,0.063060485,5724,90770
unemployment_1y,2013, Connecticut,New Haven County,9009,0.090113863,41258,457843
unemployment_1y,2013, Connecticut,New London County,9011,0.082988836,12888,155298
unemployment_1y,2013, Connecticut,Tolland County,9013,0.074276119,6413,86340
unemployment_1y,2013, Connecticut,Windham County,9015,0.129516602,8488,65536
unemployment_1y,2013, Delaware,Kent County,10001,0.083657816,7176,85778
unemployment_1y,2013, Delaware,New Castle County,10003,0.081918254,23947,292328
unemployment_1y,2013, Delaware,Sussex County,10005,0.098005876,9338,95280
unemployment_1y,2013, District of Columbia,District of Columbia,11001,0.103598677,38858,375082
unemployment_1y,2013, Florida,Alachua County,12001,0.076945961,9571,124386
unemployment_1y,2013, Florida,Bay County,12005,0.072354101,6215,85897
unemployment_1y,2013, Florida,Brevard County,12009,0.116582602,30164,258735
unemployment_1y,2013, Florida,Broward County,12011,0.103295587,100638,974272
unemployment_1y,2013, Florida,Charlotte County,12015,0.117140956,7039,60090
unemployment_1y,2013, Florida,Citrus County,12017,0.112449639,5498,48893
unemployment_1y,2013, Florida,Clay County,12019,0.097460881,9784,100389
unemployment_1y,2013, Florida,Collier County,12021,0.087166622,13276,152306
unemployment_1y,2013, Florida,Columbia County,12023,0.128857151,3988,30949
