measure label,year,state,county,fips,perc_below_poverty_1y,numerator,denominator
perc_below_poverty_1y,2013,33,Moore County,37125,0.138829499,12596,90730
perc_below_poverty_1y,2013,33,Nash County,37127,0.144557387,13482,93264
perc_below_poverty_1y,2013,33,New Hanover County,37129,0.198206499,41067,207193
perc_below_poverty_1y,2013,33,Onslow County,37133,0.169696793,28935,170510
perc_below_poverty_1y,2013,33,Orange County,37135,0.159784466,20787,130094
perc_below_poverty_1y,2013,33,Pitt County,37147,0.256347448,43223,168611
perc_below_poverty_1y,2013,33,Randolph County,37151,0.212620392,29867,140471
perc_below_poverty_1y,2013,33,Robeson County,37155,0.297406405,39045,131285
perc_below_poverty_1y,2013,33,Rockingham County,37157,0.224112362,20249,90352
perc_below_poverty_1y,2013,33,Rowan County,37159,0.187187105,25014,133631
perc_below_poverty_1y,2013,33,Rutherford County,37161,0.261488229,17054,65219
perc_below_poverty_1y,2013,33,Surry County,37171,0.218344659,15773,72239
perc_below_poverty_1y,2013,33,Union County,37179,0.096888065,20393,210480
perc_below_poverty_1y,2013,33,Wake County,37183,0.107098274,101753,950090
perc_below_poverty_1y,2013,33,Wayne County,37191,0.214367852,25910,120867
perc_below_poverty_1y,2013,33,Wilkes County,37193,0.26122117,17669,67640
perc_below_poverty_1y,2013,33,Wilson County,37195,0.190958232,15261,79918
perc_below_poverty_1y,2013,34,Burleigh County,38015,0.082667038,7072,85548
perc_below_poverty_1y,2013,34,Cass County,38017,0.146964222,23213,157950
perc_below_poverty_1y,2013,34,Grand Forks County,38035,0.163457796,10519,64353
perc_below_poverty_1y,2013,34,Ward County,38101,0.074327007,4865,65454
perc_below_poverty_1y,2013,35,Allen County,39003,0.14986451,15154,101118
perc_below_poverty_1y,2013,35,Ashtabula County,39007,0.187241688,17940,95812
perc_below_poverty_1y,2013,35,Belmont County,39013,0.159577876,10479,65667
perc_below_poverty_1y,2013,35,Butler County,39017,0.132825702,47726,359313
perc_below_poverty_1y,2013,35,Clark County,39023,0.185518518,24653,132887
perc_below_poverty_1y,2013,35,Clermont County,39025,0.087882876,17390,197877
perc_below_poverty_1y,2013,35,Columbiana County,39029,0.183132276,18687,102041
perc_below_poverty_1y,2013,35,Cuyahoga County,39035,0.190163687,235122,1236419
perc_below_poverty_1y,2013,35,Delaware County,39041,0.064643092,11760,181922
perc_below_poverty_1y,2013,35,Erie County,39043,0.155856431,11707,75114
perc_below_poverty_1y,2013,35,Fairfield County,39045,0.125058204,18263,146036
perc_below_poverty_1y,2013,35,Franklin County,39049,0.176995933,209500,1183643
perc_below_poverty_1y,2013,35,Geauga County,39055,0.07334704,6849,93378
perc_below_poverty_1y,2013,35,Greene County,39057,0.135154113,20789,153817
perc_below_poverty_1y,2013,35,Hamilton County,39061,0.186584756,146667,786061
perc_below_poverty_1y,2013,35,Hancock County,39063,0.138453647,9985,72118
perc_below_poverty_1y,2013,35,Jefferson County,39081,0.182493374,11917,65301
perc_below_poverty_1y,2013,35,Lake County,39085,0.08986605,20388,226871
perc_below_poverty_1y,2013,35,Licking County,39089,0.102429651,16838,164386
perc_below_poverty_1y,2013,35,Lorain County,39093,0.146312147,42971,293694
perc_below_poverty_1y,2013,35,Lucas County,39095,0.215938404,92077,426404
perc_below_poverty_1y,2013,35,Mahoning County,39099,0.177607596,40145,226032
perc_below_poverty_1y,2013,35,Marion County,39101,0.144771218,8590,59335
perc_below_poverty_1y,2013,35,Medina County,39103,0.058052629,10051,173136
perc_below_poverty_1y,2013,35,Miami County,39109,0.089045584,9105,102251
perc_below_poverty_1y,2013,35,Montgomery County,39113,0.186924145,97360,520853
perc_below_poverty_1y,2013,35,Muskingum County,39119,0.213696614,17749,83057
perc_below_poverty_1y,2013,35,Portage County,39133,0.180549368,28356,157054
perc_below_poverty_1y,2013,35,Richland County,39139,0.17567426,20114,114496
perc_below_poverty_1y,2013,35,Ross County,39141,0.191130817,13667,71506
perc_below_poverty_1y,2013,35,Scioto County,39145,0.246109053,18090,73504
perc_below_poverty_1y,2013,35,Stark County,39151,0.15420939,56465,366158
perc_below_poverty_1y,2013,35,Summit County,39153,0.146304831,78021,533277
perc_below_poverty_1y,2013,35,Trumbull County,39155,0.192410827,38963,202499
perc_below_poverty_1y,2013,35,Tuscarawas County,39157,0.146106377,13355,91406
perc_below_poverty_1y,2013,35,Warren County,39165,0.082851611,17500,211221
perc_below_poverty_1y,2013,35,Wayne County,39169,0.131907701,14687,111343
perc_below_poverty_1y,2013,35,Wood County,39173,0.137679622,16844,122342
perc_below_poverty_1y,2013,36,Canadian County,40017,0.053261973,6608,124066
perc_below_poverty_1y,2013,36,Cleveland County,40027,0.131617993,33971,258103
perc_below_poverty_1y,2013,36,Comanche County,40031,0.210497186,24336,115612
perc_below_poverty_1y,2013,36,Creek County,40037,0.141900539,9875,69591
perc_below_poverty_1y,2013,36,Muskogee County,40101,0.193779618,12841,66266
perc_below_poverty_1y,2013,36,Oklahoma County,40109,0.179716796,132693,738345
perc_below_poverty_1y,2013,36,Payne County,40119,0.260458618,18435,70779
perc_below_poverty_1y,2013,36,Pottawatomie County,40125,0.197516128,13232,66992
perc_below_poverty_1y,2013,36,Rogers County,40131,0.085840285,7533,87756
perc_below_poverty_1y,2013,36,Tulsa County,40143,0.161214203,98715,612322
perc_below_poverty_1y,2013,36,Wagoner County,40145,0.119376957,8967,75115
perc_below_poverty_1y,2013,37,Benton County,41003,0.231024966,18762,81212
perc_below_poverty_1y,2013,37,Clackamas County,41005,0.093775019,36076,384708
perc_below_poverty_1y,2013,37,Deschutes County,41017,0.160317034,26397,164655
perc_below_poverty_1y,2013,37,Douglas County,41019,0.192751646,20306,105348
perc_below_poverty_1y,2013,37,Jackson County,41029,0.18855834,38784,205687
perc_below_poverty_1y,2013,37,Josephine County,41033,0.170408323,14035,82361
perc_below_poverty_1y,2013,37,Klamath County,41035,0.160780653,10512,65381
perc_below_poverty_1y,2013,37,Lane County,41039,0.215368852,75232,349317
perc_below_poverty_1y,2013,37,Linn County,41043,0.204567939,23986,117252
perc_below_poverty_1y,2013,37,Marion County,41047,0.187878385,58746,312681
perc_below_poverty_1y,2013,37,Multnomah County,41051,0.184699148,138635,750599
perc_below_poverty_1y,2013,37,Polk County,41053,0.217976749,16350,75008
perc_below_poverty_1y,2013,37,Umatilla County,41059,0.168652281,12146,72018
perc_below_poverty_1y,2013,37,Washington County,41067,0.109011322,59893,549420
perc_below_poverty_1y,2013,37,Yamhill County,41071,0.138050586,13220,95762
perc_below_poverty_1y,2013,38,Adams County,42001,0.088857733,8620,97009
perc_below_poverty_1y,2013,38,Allegheny County,42003,0.137570187,164774,1197745
perc_below_poverty_1y,2013,38,Armstrong County,42005,0.15225248,10237,67237
perc_below_poverty_1y,2013,38,Beaver County,42007,0.106489792,17861,167725
perc_below_poverty_1y,2013,38,Berks County,42011,0.144320041,57698,399792
perc_below_poverty_1y,2013,38,Blair County,42013,0.164810479,20392,123730
perc_below_poverty_1y,2013,38,Bucks County,42017,0.061435647,38013,618745
perc_below_poverty_1y,2013,38,Butler County,42019,0.093473867,16841,180168
perc_below_poverty_1y,2013,38,Cambria County,42021,0.164076552,21707,132298
perc_below_poverty_1y,2013,38,Carbon County,42025,0.157330021,10015,63656
perc_below_poverty_1y,2013,38,Centre County,42027,0.19770436,27490,139046
perc_below_poverty_1y,2013,38,Chester County,42029,0.06982737,34685,496725
perc_below_poverty_1y,2013,38,Clearfield County,42033,0.164334238,12459,75815
perc_below_poverty_1y,2013,38,Columbia County,42037,0.187063292,11753,62829
perc_below_poverty_1y,2013,38,Crawford County,42039,0.138871208,11567,83293
perc_below_poverty_1y,2013,38,Cumberland County,42041,0.084953226,19308,227278
perc_below_poverty_1y,2013,38,Dauphin County,42043,0.141388521,37629,266139
perc_below_poverty_1y,2013,38,Delaware County,42045,0.10784851,58285,540434
perc_below_poverty_1y,2013,38,Erie County,42049,0.182891324,49005,267946
perc_below_poverty_1y,2013,38,Fayette County,42051,0.192870542,25278,131062
perc_below_poverty_1y,2013,38,Franklin County,42055,0.129057616,19211,148856
perc_below_poverty_1y,2013,38,Indiana County,42063,0.140669495,11510,81823
perc_below_poverty_1y,2013,38,Lackawanna County,42069,0.148911998,30542,205101
perc_below_poverty_1y,2013,38,Lancaster County,42071,0.104423217,53694,514196
perc_below_poverty_1y,2013,38,Lawrence County,42073,0.128010109,11142,87040
perc_below_poverty_1y,2013,38,Lebanon County,42075,0.10887555,14367,131958
perc_below_poverty_1y,2013,38,Lehigh County,42077,0.147616625,51060,345896
perc_below_poverty_1y,2013,38,Luzerne County,42079,0.164205,50551,307853
perc_below_poverty_1y,2013,38,Lycoming County,42081,0.135134399,14991,110934
perc_below_poverty_1y,2013,38,Mercer County,42085,0.130819231,14070,107553
perc_below_poverty_1y,2013,38,Monroe County,42089,0.108461782,17845,164528
perc_below_poverty_1y,2013,38,Montgomery County,42091,0.068191536,53926,790802
perc_below_poverty_1y,2013,38,Northampton County,42095,0.099468783,28780,289337
perc_below_poverty_1y,2013,38,Northumberland County,42097,0.141323641,12744,90176
perc_below_poverty_1y,2013,38,Philadelphia County,42101,0.262838215,396963,1510294
perc_below_poverty_1y,2013,38,Schuylkill County,42107,0.132919908,18562,139648
perc_below_poverty_1y,2013,38,Somerset County,42111,0.116547287,8347,71619
perc_below_poverty_1y,2013,38,Washington County,42125,0.107705228,21799,202395
perc_below_poverty_1y,2013,38,Westmoreland County,42129,0.106004566,37573,354447
perc_below_poverty_1y,2013,38,York County,42133,0.110106155,47161,428323
perc_below_poverty_1y,2013,52,Arecibo Municipio,72013,0.492972195,45174,91636
perc_below_poverty_1y,2013,52,Bayamón Municipio,72021,0.346034437,67094,193894
perc_below_poverty_1y,2013,52,Caguas Municipio,72025,0.393475443,54819,139320
perc_below_poverty_1y,2013,52,Carolina Municipio,72031,0.30895406,52212,168996
perc_below_poverty_1y,2013,52,Guaynabo Municipio,72061,0.288892657,27268,94388
perc_below_poverty_1y,2013,52,Mayagüez Municipio,72097,0.508235037,42183,82999
perc_below_poverty_1y,2013,52,Ponce Municipio,72113,0.526565075,81150,154112
perc_below_poverty_1y,2013,52,San Juan Municipio,72127,0.420811951,155142,368673
perc_below_poverty_1y,2013,52,Toa Alta Municipio,72135,0.329621106,24803,75247
perc_below_poverty_1y,2013,52,Toa Baja Municipio,72137,0.355960488,30514,85723
perc_below_poverty_1y,2013,52,Trujillo Alto Municipio,72139,0.298923016,21344,71403
perc_below_poverty_1y,2013,39,Kent County,44003,0.068485588,11165,163027
perc_below_poverty_1y,2013,39,Newport County,44005,0.096846566,7684,79342
perc_below_poverty_1y,2013,39,Providence County,44007,0.185626358,111704,601768
perc_below_poverty_1y,2013,39,Washington County,44009,0.094140492,11346,120522
perc_below_poverty_1y,2013,40,Aiken County,45003,0.186327666,30039,161216
perc_below_poverty_1y,2013,40,Anderson County,45007,0.162320599,30570,188331
perc_below_poverty_1y,2013,40,Beaufort County,45013,0.143033937,23809,166457
perc_below_poverty_1y,2013,40,Berkeley County,45015,0.158958405,30290,190553
perc_below_poverty_1y,2013,40,Charleston County,45019,0.174269751,62811,360424
perc_below_poverty_1y,2013,40,Darlington County,45031,0.302862197,20200,66697
perc_below_poverty_1y,2013,40,Dorchester County,45035,0.137316406,19614,142838
perc_below_poverty_1y,2013,40,Florence County,45041,0.192268565,25893,134671
perc_below_poverty_1y,2013,40,Greenville County,45045,0.166282043,76809,461920
perc_below_poverty_1y,2013,40,Greenwood County,45047,0.289960593,19276,66478
perc_below_poverty_1y,2013,40,Horry County,45051,0.192518026,55095,286181
perc_below_poverty_1y,2013,40,Lancaster County,45057,0.204891756,16109,78622
perc_below_poverty_1y,2013,40,Laurens County,45059,0.237690628,15134,63671
perc_below_poverty_1y,2013,40,Lexington County,45063,0.125009716,33791,270307
perc_below_poverty_1y,2013,40,Oconee County,45073,0.176323429,13110,74352
perc_below_poverty_1y,2013,40,Orangeburg County,45075,0.235903949,20798,88163
perc_below_poverty_1y,2013,40,Pickens County,45077,0.190157235,21406,112570
perc_below_poverty_1y,2013,40,Richland County,45079,0.185918927,68386,367827
perc_below_poverty_1y,2013,40,Spartanburg County,45083,0.190956831,53956,282556
perc_below_poverty_1y,2013,40,Sumter County,45085,0.199003428,21047,105762
perc_below_poverty_1y,2013,40,York County,45091,0.123532213,29015,234878
perc_below_poverty_1y,2013,41,Minnehaha County,46099,0.107717097,18852,175014
perc_below_poverty_1y,2013,41,Pennington County,46103,0.157382265,16228,103112
perc_below_poverty_1y,2013,42,Anderson County,47001,0.225956216,16742,74094
perc_below_poverty_1y,2013,42,Blount County,47009,0.156824514,19227,122602
perc_below_poverty_1y,2013,42,Bradley County,47011,0.199183345,19561,98206
perc_below_poverty_1y,2013,42,Davidson County,47037,0.177587166,113250,637715
perc_below_poverty_1y,2013,42,Greene County,47059,0.198512256,13183,66409
perc_below_poverty_1y,2013,42,Hamilton County,47065,0.171408281,58171,339371
perc_below_poverty_1y,2013,42,Knox County,47093,0.165126011,71417,432500
perc_below_poverty_1y,2013,42,Madison County,47113,0.218334079,20702,94818
perc_below_poverty_1y,2013,42,Maury County,47119,0.12710613,10418,81963
perc_below_poverty_1y,2013,42,Montgomery County,47125,0.155832216,28126,180489
perc_below_poverty_1y,2013,42,Putnam County,47141,0.310910672,21922,70509
perc_below_poverty_1y,2013,42,Robertson County,47147,0.099119835,6588,66465
perc_below_poverty_1y,2013,42,Rutherford County,47149,0.123966187,34085,274954
perc_below_poverty_1y,2013,42,Sevier County,47155,0.160418019,14813,92340
perc_below_poverty_1y,2013,42,Shelby County,47157,0.217973158,200990,922086
perc_below_poverty_1y,2013,42,Sullivan County,47163,0.183193028,28115,153472
perc_below_poverty_1y,2013,42,Sumner County,47165,0.101973191,16987,166583
perc_below_poverty_1y,2013,42,Washington County,47179,0.181384027,21915,120821
perc_below_poverty_1y,2013,42,Williamson County,47187,0.049289618,9752,197851
perc_below_poverty_1y,2013,42,Wilson County,47189,0.116944648,13995,119672
perc_below_poverty_1y,2013,43,Angelina County,48005,0.226895511,19248,84832
perc_below_poverty_1y,2013,43,Bastrop County,48021,0.228105411,16698,73203
perc_below_poverty_1y,2013,43,Bell County,48027,0.148555979,47380,318937
perc_below_poverty_1y,2013,43,Bexar County,48029,0.173337474,309211,1783867
perc_below_poverty_1y,2013,43,Bowie County,48037,0.217890501,19243,88315
perc_below_poverty_1y,2013,43,Brazoria County,48039,0.116609558,37229,319262
perc_below_poverty_1y,2013,43,Brazos County,48041,0.295055449,55800,189117
perc_below_poverty_1y,2013,43,Cameron County,48061,0.325314224,134170,412432
perc_below_poverty_1y,2013,43,Collin County,48085,0.08178024,69581,850829
perc_below_poverty_1y,2013,43,Comal County,48091,0.109781392,12916,117652
perc_below_poverty_1y,2013,43,Coryell County,48099,0.118599296,7363,62083
perc_below_poverty_1y,2013,43,Dallas County,48113,0.195794761,479770,2450372
perc_below_poverty_1y,2013,43,Denton County,48121,0.090888381,65028,715471
perc_below_poverty_1y,2013,43,Ector County,48135,0.14617084,21501,147095
perc_below_poverty_1y,2013,43,El Paso County,48141,0.224852785,182645,812287
perc_below_poverty_1y,2013,43,Ellis County,48139,0.142065883,21930,154365
perc_below_poverty_1y,2013,43,Fort Bend County,48157,0.087962411,56894,646799
perc_below_poverty_1y,2013,43,Galveston County,48167,0.141685382,42632,300892
perc_below_poverty_1y,2013,43,Grayson County,48181,0.167425081,20052,119767
perc_below_poverty_1y,2013,43,Gregg County,48183,0.165882051,19803,119380
perc_below_poverty_1y,2013,43,Guadalupe County,48187,0.108038552,15280,141431
perc_below_poverty_1y,2013,43,Harris County,48201,0.18457149,791956,4290782
perc_below_poverty_1y,2013,43,Harrison County,48203,0.193478227,12632,65289
perc_below_poverty_1y,2013,43,Hays County,48209,0.153946236,26032,169098
perc_below_poverty_1y,2013,43,Henderson County,48213,0.224987075,17414,77400
perc_below_poverty_1y,2013,43,Hidalgo County,48215,0.342914969,275681,803934
perc_below_poverty_1y,2013,43,Hunt County,48231,0.180795103,15294,84593
perc_below_poverty_1y,2013,43,Jefferson County,48245,0.228452548,54358,237940
perc_below_poverty_1y,2013,43,Johnson County,48251,0.124744162,18894,151462
perc_below_poverty_1y,2013,43,Kaufman County,48257,0.104165696,11200,107521
perc_below_poverty_1y,2013,43,Liberty County,48291,0.223038837,15629,70073
perc_below_poverty_1y,2013,43,Lubbock County,48303,0.174709216,48457,277358
perc_below_poverty_1y,2013,43,McLennan County,48309,0.21104379,49047,232402
perc_below_poverty_1y,2013,43,Midland County,48329,0.092445306,13797,149245
perc_below_poverty_1y,2013,43,Montgomery County,48339,0.120490201,59670,495227
perc_below_poverty_1y,2013,43,Nacogdoches County,48347,0.284563661,17100,60092
perc_below_poverty_1y,2013,43,Nueces County,48355,0.177593857,61177,344477
perc_below_poverty_1y,2013,43,Orange County,48361,0.139062494,11392,81920
perc_below_poverty_1y,2013,43,Parker County,48367,0.124054015,14589,117602
perc_below_poverty_1y,2013,43,Potter County,48375,0.216841549,24901,114835
perc_below_poverty_1y,2013,43,Randall County,48381,0.116249748,14383,123725
perc_below_poverty_1y,2013,43,Rockwall County,48397,0.060004268,5061,84344
perc_below_poverty_1y,2013,43,San Patricio County,48409,0.143431351,9385,65432
perc_below_poverty_1y,2013,43,Smith County,48423,0.169584051,35817,211205
perc_below_poverty_1y,2013,43,Tarrant County,48439,0.152593315,287791,1886000
perc_below_poverty_1y,2013,43,Taylor County,48441,0.170067012,21673,127438
perc_below_poverty_1y,2013,43,Tom Green County,48451,0.122696795,13358,108870
perc_below_poverty_1y,2013,43,Travis County,48453,0.161372706,176920,1096344
perc_below_poverty_1y,2013,43,Victoria County,48469,0.156609505,13872,88577
perc_below_poverty_1y,2013,43,Walker County,48471,0.282526821,13055,46208
perc_below_poverty_1y,2013,43,Webb County,48479,0.310815513,80403,258684
perc_below_poverty_1y,2013,43,Wichita County,48485,0.201007918,23732,118065
perc_below_poverty_1y,2013,43,Williamson County,48491,0.079569779,37101,466270
perc_below_poverty_1y,2013,44,Cache County,49005,0.143929511,16221,112701
perc_below_poverty_1y,2013,44,Davis County,49011,0.082580075,26430,320053
perc_below_poverty_1y,2013,44,Salt Lake County,49035,0.125508726,133657,1064922
perc_below_poverty_1y,2013,44,Utah County,49049,0.137670591,74167,538728
perc_below_poverty_1y,2013,44,Washington County,49053,0.158832222,23122,145575
perc_below_poverty_1y,2013,44,Weber County,49057,0.136674523,32133,235106
perc_below_poverty_1y,2013,45,Chittenden County,50007,0.103576377,15558,150208
perc_below_poverty_1y,2013,46,Albemarle County,51003,0.103631444,9774,94315
perc_below_poverty_1y,2013,46,Alexandria city,51510,0.082444258,12194,147906
perc_below_poverty_1y,2013,46,Arlington County,51013,0.098149464,21820,222314
perc_below_poverty_1y,2013,46,Augusta County,51015,0.07359682,5186,70465
perc_below_poverty_1y,2013,46,Bedford County,51019,0.075645596,5261,69548
perc_below_poverty_1y,2013,46,Chesapeake city,51550,0.092954978,20739,223108
perc_below_poverty_1y,2013,46,Chesterfield County,51041,0.078706913,25350,322081
perc_below_poverty_1y,2013,46,Fairfax County,51059,0.057869714,64851,1120638
perc_below_poverty_1y,2013,46,Fauquier County,51061,0.061431713,4108,66871
perc_below_poverty_1y,2013,46,Frederick County,51069,0.04881927,3930,80501
perc_below_poverty_1y,2013,46,Hampton city,51650,0.156870186,20686,131867
perc_below_poverty_1y,2013,46,Hanover County,51085,0.042710878,4230,99038
perc_below_poverty_1y,2013,46,Henrico County,51087,0.121432208,38188,314480
perc_below_poverty_1y,2013,46,James City County,51095,0.069895178,4861,69547
perc_below_poverty_1y,2013,46,Loudoun County,51107,0.038543012,13410,347923
perc_below_poverty_1y,2013,46,Lynchburg city,51680,0.2403754,16059,66808
perc_below_poverty_1y,2013,46,Montgomery County,51121,0.264201969,23054,87259
perc_below_poverty_1y,2013,46,Newport News city,51700,0.176340744,30678,173970
perc_below_poverty_1y,2013,46,Norfolk city,51710,0.224488482,49066,218568
perc_below_poverty_1y,2013,46,Portsmouth city,51740,0.212636456,19947,93808
perc_below_poverty_1y,2013,46,Prince William County,51153,0.069524854,30153,433701
perc_below_poverty_1y,2013,46,Richmond city,51760,0.256514013,52305,203907
perc_below_poverty_1y,2013,46,Roanoke County,51161,0.076936528,7040,91504
perc_below_poverty_1y,2013,46,Roanoke city,51770,0.249226734,24092,96667
perc_below_poverty_1y,2013,46,Rockingham County,51165,0.08157628,6202,76027
perc_below_poverty_1y,2013,46,Spotsylvania County,51177,0.073312305,9296,126800
perc_below_poverty_1y,2013,46,Stafford County,51179,0.060698472,8101,133463
perc_below_poverty_1y,2013,46,Suffolk city,51800,0.095393606,8062,84513
perc_below_poverty_1y,2013,46,Virginia Beach city,51810,0.087603159,38245,436571
perc_below_poverty_1y,2013,46,York County,51199,0.06522537,4266,65404
perc_below_poverty_1y,2013,47,Benton County,53005,0.134237856,24527,182713
perc_below_poverty_1y,2013,47,Chelan County,53007,0.172210231,12602,73178
perc_below_poverty_1y,2013,47,Clallam County,53009,0.187991872,13329,70902
perc_below_poverty_1y,2013,47,Clark County,53011,0.124385633,54766,440292
perc_below_poverty_1y,2013,47,Cowlitz County,53015,0.144746438,14491,100113
perc_below_poverty_1y,2013,47,Franklin County,53021,0.170518413,14351,84161
perc_below_poverty_1y,2013,47,Grant County,53025,0.186571091,16997,91102
perc_below_poverty_1y,2013,47,Grays Harbor County,53027,0.181356564,12286,67745
perc_below_poverty_1y,2013,47,Island County,53029,0.113480218,8622,75978
perc_below_poverty_1y,2013,47,King County,53033,0.124363057,250725,2016073
perc_below_poverty_1y,2013,47,Kitsap County,53035,0.112724669,27727,245971
perc_below_poverty_1y,2013,47,Lewis County,53041,0.194337502,14387,74031
perc_below_poverty_1y,2013,47,Pierce County,53053,0.140167803,112430,802110
perc_below_poverty_1y,2013,47,Skagit County,53057,0.177694157,20682,116391
perc_below_poverty_1y,2013,47,Snohomish County,53061,0.112803429,83172,737318
perc_below_poverty_1y,2013,47,Spokane County,53063,0.171352521,79438,463594
perc_below_poverty_1y,2013,47,Thurston County,53067,0.127937451,33003,257962
perc_below_poverty_1y,2013,47,Whatcom County,53073,0.170312241,34135,200426
perc_below_poverty_1y,2013,47,Yakima County,53077,0.207861423,50581,243340
perc_below_poverty_1y,2013,48,Berkeley County,54003,0.137256742,14642,106676
perc_below_poverty_1y,2013,48,Cabell County,54011,0.25187698,23383,92835
perc_below_poverty_1y,2013,48,Harrison County,54033,0.156993896,10539,67130
perc_below_poverty_1y,2013,48,Kanawha County,54039,0.14762859,27709,187694
perc_below_poverty_1y,2013,48,Monongalia County,54061,0.208680928,19837,95059
perc_below_poverty_1y,2013,48,Raleigh County,54081,0.210112363,15708,74760
perc_below_poverty_1y,2013,48,Wood County,54107,0.184031114,15710,85366
perc_below_poverty_1y,2013,49,Brown County,55009,0.125036344,30968,247672
perc_below_poverty_1y,2013,49,Dane County,55025,0.141909629,70542,497091
perc_below_poverty_1y,2013,49,Dodge County,55027,0.084975295,7103,83589
perc_below_poverty_1y,2013,49,Eau Claire County,55035,0.129518196,12613,97384
perc_below_poverty_1y,2013,49,Fond du Lac County,55039,0.081317209,8023,98663
perc_below_poverty_1y,2013,49,Jefferson County,55055,0.111919269,9094,81255
perc_below_poverty_1y,2013,49,Kenosha County,55059,0.169727817,27538,162248
perc_below_poverty_1y,2013,49,La Crosse County,55063,0.15922147,17793,111750
perc_below_poverty_1y,2013,49,Manitowoc County,55071,0.106517188,8494,79743
perc_below_poverty_1y,2013,49,Marathon County,55073,0.110235572,14731,133632
perc_below_poverty_1y,2013,49,Milwaukee County,55079,0.222198531,207325,933062
perc_below_poverty_1y,2013,49,Outagamie County,55087,0.085519247,15121,176814
perc_below_poverty_1y,2013,49,Ozaukee County,55089,0.063382402,5468,86270
perc_below_poverty_1y,2013,49,Portage County,55097,0.146773249,9841,67049
perc_below_poverty_1y,2013,49,Racine County,55101,0.127697885,24323,190473
perc_below_poverty_1y,2013,49,Rock County,55105,0.146026105,22915,156924
perc_below_poverty_1y,2013,49,Sheboygan County,55117,0.114897691,12842,111769
perc_below_poverty_1y,2013,49,St. Croix County,55109,0.061277568,5207,84974
perc_below_poverty_1y,2013,49,Walworth County,55127,0.128430665,12878,100272
perc_below_poverty_1y,2013,49,Washington County,55131,0.074598096,9791,131250
perc_below_poverty_1y,2013,49,Waukesha County,55133,0.057038318,22168,388651
perc_below_poverty_1y,2013,49,Winnebago County,55139,0.128971666,20803,161299
perc_below_poverty_1y,2013,49,Wood County,55141,0.115323178,8375,72622
perc_below_poverty_1y,2013,50,Laramie County,56021,0.095262416,8952,93972
perc_below_poverty_1y,2013,50,Natrona County,56025,0.093992934,7448,79240
