state,county,value
Alabama,Autauga,0.097
Alabama,Baldwin,0.3
Alabama,Barbour,0.207
Alabama,Bibb,0.175
Alabama,Blount,0.115
Alabama,Bullock,0.169
Alabama,Butler,0.183
Alabama,Calhoun,0.141
Alabama,Chambers,0.198
Alabama,Cherokee,0.273
Alabama,Chilton,0.153
Alabama,Choctaw,0.274
Alabama,Clarke,0.262
Alabama,Clay,0.152
Alabama,Cleburne,0.177
Alabama,Coffee,0.151
Alabama,Colbert,0.136
Alabama,Conecuh,0.313
Alabama,Coosa,0.293
Alabama,Covington,0.208
Alabama,Crenshaw,0.162
Alabama,Cullman,0.155
Alabama,Dale,0.136
Alabama,Dallas,0.201
Alabama,DeKalb,0.175
Alabama,Elmore,0.134
Alabama,Escambia,0.16
Alabama,Etowah,0.146
Alabama,Fayette,0.156
Alabama,Franklin,0.113
Alabama,Geneva,0.133
Alabama,Greene,0.351
Alabama,Hale,0.224
Alabama,Henry,0.222
Alabama,Houston,0.145
Alabama,Jackson,0.145
Alabama,Jefferson,0.139
Alabama,Lamar,0.172
Alabama,Lauderdale,0.125
Alabama,Lawrence,0.117
Alabama,Lee,0.116
Alabama,Limestone,0.1
Alabama,Lowndes,0.179
Alabama,Macon,0.213
Alabama,Madison,0.105
Alabama,Marengo,0.163
Alabama,Marion,0.136
Alabama,Marshall,0.145
Alabama,Mobile,0.121
Alabama,Monroe,0.232
Alabama,Montgomery,0.13
Alabama,Morgan,0.1
Alabama,Perry,0.263
Alabama,Pickens,0.154
Alabama,Pike,0.15
Alabama,Randolph,0.261
Alabama,Russell,0.163
Alabama,Shelby,0.091
Alabama,St. Clair,0.124
Alabama,Sumter,0.269
Alabama,Talladega,0.148
Alabama,Tallapoosa,0.259
Alabama,Tuscaloosa,0.2
Alabama,Walker,0.158
Alabama,Washington,0.204
Alabama,Wilcox,0.362
Alabama,Winston,0.289
Alaska,Aleutians East,0.34
Alaska,Aleutians West,0.492
Alaska,Anchorage,0.067
Alaska,Bethel,0.271
Alaska,Bristol Bay,0.599
Alaska,Denali,0.546
Alaska,Dillingham,0.45
Alaska,Fairbanks North Star,0.136
Alaska,Haines,0.284
Alaska,HOONAH-ANGOON CENSUS AREA,0.444
Alaska,Juneau,0.056
Alaska,Kenai Peninsula,0.275
Alaska,Ketchikan Gateway,0.133
Alaska,Kodiak Island,0.161
Alaska,Lake and Peninsula,0.655
Alaska,Matanuska-Susitna,0.238
Alaska,Nome,0.303
Alaska,North Slope,0.212
Alaska,Northwest Arctic,0.321
Alaska,PETERSBURG CENSUS AREA,0.222
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,0.233
Alaska,Sitka,0.115
Alaska,SKAGWAY MUNICIPALITY,0.354
Alaska,Southeast Fairbanks,0.383
Alaska,Valdez-Cordova,0.388
Alaska,Wade Hampton,0.217
Alaska,WRANGELL CITY AND BURROUGH,0.212
Alaska,Yakutat,0.43
Alaska,Yukon-Koyukuk,0.489
Arizona,Apache,0.415
Arizona,Cochise,0.168
Arizona,Coconino,0.277
Arizona,Gila,0.38
Arizona,Graham,0.158
Arizona,Greenlee,0.224
Arizona,La Paz,0.346
Arizona,Maricopa,0.143
Arizona,Mohave,0.273
Arizona,Navajo,0.387
Arizona,Pima,0.132
Arizona,Pinal,0.227
Arizona,Santa Cruz,0.225
Arizona,Yavapai,0.174
Arizona,Yuma,0.204
Arkansas,Arkansas,0.155
Arkansas,Ashley,0.138
Arkansas,Baxter,0.194
Arkansas,Benton,0.124
Arkansas,Boone,0.123
Arkansas,Bradley,0.161
Arkansas,Calhoun,0.284
Arkansas,Carroll,0.162
