year,county,state,copd_apc_2013,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde,copd_apc_2014,apc_percent_diff
2013,Greene,ALABAMA,2890,12,8,9,24226,,0.328759432,,0.240549833,114,0.037,0.467,0.01,2,9.6,3.42,0.3,2.77,2294,-0.206228374
2013,Hale,ALABAMA,1344,12,6,9,30051,,0.265825272,,0.161789492,121,0.044,0.465,0.04,1,9.9,3.45,0.3,2.71,1330,-0.010416667
2013,Henry,ALABAMA,1513,9,5,8,41650,,0.143559724,,0.120367974,119,0.211,0.447,0.01,1,9.7,3.14,0.31,2.35,1340,-0.114342366
2013,Houston,ALABAMA,1575,11,6,10,40948,0.178883806,0.180326089,0.084977426,0.081675202,122,0.315,0.254,0.01,1,9.5,3.11,0.51,2.34,1357,-0.138412698
2013,Jackson,ALABAMA,1602,16,5,12,37634,,0.159596309,,0.101838931,138,0.068,0.591,0.03,2,10.7,2.66,0.37,2.01,1665,0.039325843
2013,Jefferson,ALABAMA,1290,9,5,7,45429,0.190351039,0.179928094,0.085609645,0.102939323,129,0.011,0.573,0.32,1,12.9,3.34,0.67,2.68,1161,-0.1
2013,Lamar,ALABAMA,1664,17,3,10,36028,,0.222502977,,0.100320511,129,0.017,0.633,0,2,9.7,3.17,0.26,2.49,1662,-0.001201923
2013,Lauderdale,ALABAMA,1448,13,5,9,42844,0.166077822,0.17195788,0.068086952,0.09148287,136,0.117,0.344,0.16,1,10.5,2.9,0.5,2.22,1466,0.012430939
2013,Lawrence,ALABAMA,1669,16,5,13,38551,,0.175470307,,0.127002209,139,0.103,0.395,0.02,1,10.9,2.92,0.33,2.15,1423,-0.147393649
2013,Lee,ALABAMA,1481,9,4,7,43542,0.207348809,0.220392317,0.054920755,0.093128517,114,0.037,0.58,0.16,1,11.1,3.37,0.5,2.65,1352,-0.087103309
2013,Limestone,ALABAMA,1933,12,5,11,48619,0.184447467,0.147095799,0.071532324,0.090638965,127,0.189,0.244,0.11,1,11.7,2.82,0.44,2.08,1880,-0.02741852
2013,Lowndes,ALABAMA,1268,9,5,8,26230,,0.267315924,,0.174003705,112,0.121,0.402,0.01,1,10,3.43,0.29,2.63,1747,0.377760252
2013,Macon,ALABAMA,1088,9,3,6,30724,,0.272644103,,0.180950344,124,0.058,0.519,0.09,2,10.6,3.58,0.42,2.87,1149,0.056066176
2013,Madison,ALABAMA,1589,10,5,7,58434,0.141915679,0.128316432,0.089565597,0.099418722,130,0.207,0.293,0.25,1,11.6,2.84,0.6,2.11,1466,-0.077407174
2013,Marengo,ALABAMA,1805,11,5,8,35079,,0.240397319,,0.106271572,122,0.014,0.515,0.02,2,9.8,3.47,0.27,2.72,1431,-0.207202216
2013,Marion,ALABAMA,1680,18,3,10,32888,,0.208795279,,0.118462123,134,0.021,0.628,0.02,2,9.8,3.05,0.28,2.33,1629,-0.030357143
2013,Marshall,ALABAMA,1514,16,4,12,39526,0.162193835,0.19492963,0.093611814,0.10225635,135,0.057,0.408,0.03,2,11.3,2.81,0.4,2.1,1445,-0.045574637
2013,Mobile,ALABAMA,1733,11,4,8,43028,0.200080559,0.197970152,0.117160864,0.118679069,138,0.025,0.36,0.28,1,10,2.88,0.52,2.29,1628,-0.060588575
2013,Monroe,ALABAMA,1822,12,3,6,29203,,0.285967559,,0.188569516,136,0.073,0.616,0.01,2,9.3,3.27,0.26,2.44,1595,-0.124588364
2013,Montgomery,ALABAMA,1440,9,4,6,44790,0.216892704,0.212037563,0.071918562,0.087253541,107,0.106,0.304,0.33,1,11.2,3.68,0.64,2.98,1247,-0.134027778
2013,Morgan,ALABAMA,1467,14,5,11,44800,0.181317091,0.157406077,0.09686105,0.118082054,136,0.068,0.361,0.13,1,11.3,2.92,0.58,2.15,1484,0.011588275
2013,Perry,ALABAMA,1842,11,6,9,28209,,0.255907953,,0.196814567,123,0.055,0.567,0,2,9.7,3.5,0.26,2.65,1330,-0.27795874
2013,Pickens,ALABAMA,1854,12,5,10,28741,,0.27166605,,0.16350621,128,0.044,0.603,0.08,1,9.9,3.28,0.28,2.59,1734,-0.064724919
2013,Pike,ALABAMA,2119,11,5,7,33090,,0.275905401,,0.106258467,130,0.076,0.532,0.15,2,9.7,3.4,0.33,2.62,2038,-0.038225578
2013,Randolph,ALABAMA,1494,14,3,9,35213,,0.244711488,,0.120582119,124,0,0.622,0,2,10.1,3.09,0.31,2.32,1527,0.022088353
2013,Russell,ALABAMA,1180,13,5,11,36143,,0.220236361,,0.114427291,115,0.059,0.518,0.04,1,11.2,3.59,0.51,2.82,1545,0.309322034
2013,St. Clair,ALABAMA,1226,13,6,9,50786,0.127818659,0.152272478,,0.107307255,120,0.028,0.603,0,1,11.8,3.14,0.39,2.49,1160,-0.053833605
2013,Shelby,ALABAMA,1364,11,5,7,68770,0.077236742,0.079391763,0.048013419,0.065037407,125,0.031,0.606,0.07,1,11.4,3.35,0.56,2.68,1392,0.020527859
2013,Sumter,ALABAMA,982,10,4,7,22186,,0.380185574,,0.176005378,130,0.019,0.499,0.17,2,9.7,3.42,0.24,2.69,957,-0.025458248
2013,Talladega,ALABAMA,1717,14,5,9,35439,0.175164983,0.229395941,0.125237033,0.15052104,130,0.055,0.568,0.18,2,11.4,3.29,0.48,2.58,1640,-0.044845661
2013,Tallapoosa,ALABAMA,1551,15,4,8,39130,,0.197741076,,0.11376147,123,0.003,0.669,0.03,2,10.4,3.32,0.35,2.55,1696,0.093488072
2013,Tuscaloosa,ALABAMA,1536,13,7,11,45408,0.16355592,0.188849762,0.077883154,0.080974281,115,0.022,0.648,0.17,1,10.7,3.54,0.7,3,1523,-0.008463542
2013,Walker,ALABAMA,1498,19,5,13,37566,0.231919587,0.209053695,,0.144097105,134,0.008,0.644,0,1,11.1,3.29,0.39,2.5,1305,-0.128838451
2013,Washington,ALABAMA,2371,11,3,7,42156,,0.184029609,,0.204032898,147,0.014,0.623,0.03,2,9.5,3.37,0.26,2.47,2041,-0.13918178
2013,Wilcox,ALABAMA,1419,8,4,6,23642,,0.392052025,,0.268702716,127,0.017,0.605,0.01,2,9.4,3.52,0.24,2.63,1330,-0.062720226
2013,Winston,ALABAMA,2075,22,4,13,32900,,0.23987709,,0.104448363,134,0.012,0.671,0.01,2,10.4,3.04,0.31,2.24,1754,-0.154698795
2013,Anchorage,ALASKA,1469,7,4,8,77454,0.066759609,0.079254918,0.062865622,0.069641419,,,,0.79,1,,0.34,1.19,0.6,1486,0.011572498
2013,Bethel Census,ALASKA,4640,10,3,12,51689,,0.228034094,,0.186037123,,,,,,,,,,2843,-0.387284483
2013,Bristol Bay,ALASKA,1049,9,2,12,79531,,0.078748651,,0.045540798,,,,0.01,2,,0,0.12,0.01,802,-0.235462345
2013,Dillingham Census,ALASKA,4080,12,3,11,54150,,0.180964053,,0.161000937,,,,,,,,,,1570,-0.615196078
2013,Fairbanks North Star,ALASKA,1160,7,4,9,69223,0.077056885,0.084260248,0.091913991,0.071284413,,,,0.3,1,,0.17,0.68,0.27,1308,0.127586207
2013,Haines,ALASKA,539,5,2,7,52866,,0.078274757,,0.082880437,,,,0,2,,0,0.12,0.01,1457,1.703153989
2013,Juneau City and,ALASKA,1659,7,4,8,81490,,0.061545815,,0.052373961,,,,,,,,,,1961,0.182037372
2013,Ketchikan Gateway,ALASKA,1066,9,3,9,62519,,0.102273583,,0.084323041,,,,0,2,,0.13,0.27,0.31,2141,1.008442777
2013,Kodiak Island,ALASKA,1601,8,5,8,68718,,0.116814815,,0.062695138,,,,0.07,2,,0.02,0.19,0.03,1980,0.236727046
2013,Matanuska-Susitna,ALASKA,960,11,4,10,71037,0.085709393,0.09885446,0.100831121,0.103823155,,,,0.07,1,,0.06,0.31,0.08,1259,0.311458333
2013,Nome Census,ALASKA,4955,10,2,14,49974,,0.277229816,,0.177565843,,,,,,,,,,2131,-0.569929364
2013,Sitka City and,ALASKA,2426,10,5,9,69405,,0.100239478,,0.051970974,,,,,,,,,,1700,-0.299258038
2013,Skagway,ALASKA,1473,4,2,6,71667,,0.054730982,,0.078249335,,,,,,,,,,2662,0.807196198
2013,Southeast Fairbanks Census,ALASKA,3362,6,5,9,56801,,0.132568151,,0.086582571,,,,,,,,,,2533,-0.246579417
2013,Wade Hampton Census,ALASKA,1622,11,4,13,40176,,0.313751131,,0.275538564,,,,,,,,,,3187,0.9648582
2013,Yukon-Koyukuk Census,ALASKA,2122,7,3,10,34710,,0.242159665,,0.218617231,,,,,,,,,,1467,-0.308671065
2013,Apache,ARIZONA,1162,6,6,3,31476,0.401379526,0.361952066,0.174613863,0.206950963,97,0.001,0.282,0.04,2,5.5,1.42,0.11,0.88,1557,0.339931153
2013,Cochise,ARIZONA,1350,10,4,6,45755,0.191226631,0.171111986,0.081124239,0.087077685,79,0.032,0.087,0.07,1,6,1.93,0.2,1.3,1355,0.003703704
2013,Coconino,ARIZONA,1731,7,5,5,49555,0.241219044,0.229752615,0.082519799,0.089569926,89,0,0.263,0.32,1,5.5,1.47,0.23,0.99,1698,-0.019064125
2013,Gila,ARIZONA,1925,12,5,8,39954,,0.215655595,,0.121720433,80,0,0.385,0.03,2,6.4,1.98,0.17,1.37,1791,-0.06961039
2013,Graham,ARIZONA,1283,8,4,5,44943,,0.222998828,,0.130863845,71,0.017,0.169,0.05,2,6.4,2.26,0.24,1.56,2452,0.911145752
2013,Greenlee,ARIZONA,1159,8,4,7,47992,,0.160291016,,0.118000545,55,0.001,0.445,0,2,5.8,1.99,0.1,1.25,1775,0.531492666
2013,La Paz,ARIZONA,1289,12,4,9,35776,,0.194484398,,0.108318776,33,0.004,0.002,0.05,2,6.2,2.84,0.18,2.25,1639,0.271528317
2013,Maricopa,ARIZONA,1376,9,5,6,53596,0.177025631,0.166509986,0.075509161,0.095092826,40,0.061,0.005,0.45,1,10.3,2.97,0.46,2.36,1251,-0.090843023
2013,Mohave,ARIZONA,1552,15,4,11,39200,0.211664021,0.193586215,0.144553438,0.144628718,52,0.001,0.091,0.12,1,5.9,2.32,0.25,1.81,1373,-0.115335052
2013,Navajo,ARIZONA,1347,9,5,5,36927,0.326526731,0.302720726,0.193842083,0.194357529,84,0.001,0.202,0.08,2,5.7,1.57,0.12,1.03,1425,0.057906459
2013,Pima,ARIZONA,1222,7,5,5,45841,0.194526091,0.191969559,0.106473401,0.108022116,58,0.005,0.023,0.44,1,7.2,2.52,0.57,1.99,1134,-0.072013093
2013,Pinal,ARIZONA,1496,10,5,7,50027,0.163299128,0.156170934,0.089044131,0.120813996,57,0.099,0.01,0.19,1,10.3,2.84,0.26,2.13,1580,0.056149733
2013,Santa Cruz,ARIZONA,793,5,3,4,37745,,0.262612224,,0.130822852,82,0.003,0.122,0.14,2,6,2.07,0.28,1.42,671,-0.153846154
2013,Yavapai,ARIZONA,1494,11,7,6,42987,0.161390662,0.158122033,0.109270096,0.107645184,69,0,0.196,0.3,1,5.9,1.79,0.22,1.29,1536,0.02811245
2013,Yuma,ARIZONA,1519,12,4,6,41595,0.177615196,0.202156514,0.125145361,0.129380763,21,0.05,0,0.21,1,7.3,2.36,0.68,2.07,1335,-0.121132324
2013,Arkansas,ARKANSAS,2200,11,3,9,39633,,0.157798171,,0.081958547,116,0.532,0.068,0.19,2,10.4,2.91,0.32,2.13,2183,-0.007727273
2013,Ashley,ARKANSAS,1698,11,3,11,35683,,0.189007297,,0.111632757,108,0.197,0.383,0.07,2,10,3.25,0.31,2.53,1838,0.082449941
2013,Baxter,ARKANSAS,1288,13,3,7,35343,,0.155062124,,0.103955619,97,0,0.71,0.04,2,9.3,2.84,0.43,2.26,1249,-0.030279503
2013,Benton,ARKANSAS,1423,10,4,8,54515,0.116947941,0.121731967,0.041704837,0.056069147,80,0.001,0.407,0.23,1,10,2.7,0.47,2.15,1381,-0.029515109
2013,Boone,ARKANSAS,1166,13,4,9,38506,,0.165795162,,0.093171082,90,0.001,0.51,0.01,2,9.2,2.61,0.45,2.02,1166,0
2013,Bradley,ARKANSAS,2449,12,4,10,30409,,0.312622041,,0.082829125,101,0.002,0.525,0.14,2,10,3.5,0.28,2.54,2009,-0.179665169
2013,Calhoun,ARKANSAS,1561,15,4,11,30980,,0.14910765,,0.067122184,96,0.001,0.566,0.1,2,10,3.56,0.25,2.6,2135,0.367713004
2013,Carroll,ARKANSAS,1324,10,4,9,36584,,0.188187122,,0.077001013,89,0,0.551,0,2,9.2,2.51,0.29,1.9,1050,-0.20694864
2013,Chicot,ARKANSAS,1743,11,3,11,26201,,0.330450773,,0.130689815,109,0.648,0.019,0,2,10.1,2.81,0.3,2.07,1500,-0.139414802
2013,Clark,ARKANSAS,1274,12,4,8,32721,,0.243397251,,0.11058408,111,0.014,0.692,0.16,2,10.3,3.7,0.48,2.82,1604,0.259026688
2013,Clay,ARKANSAS,1411,13,4,9,31502,,0.201762229,,0.124861576,102,0.657,0.105,0.21,2,10.3,2.6,0.38,1.92,1501,0.06378455
2013,Cleburne,ARKANSAS,1301,11,3,9,40246,,0.158052668,,0.108595617,108,0.002,0.667,0.07,2,10,3.03,0.34,2.33,1397,0.073789393
2013,Cleveland,ARKANSAS,1214,12,4,10,39420,,0.177466437,,0.112911798,116,0.001,0.541,0,1,10.1,3.44,0.25,2.48,1860,0.532125206
2013,Columbia,ARKANSAS,1521,11,4,10,35128,,0.254040867,,0.114752598,114,0.001,0.711,0.17,2,10,3.44,0.5,2.74,1634,0.074293228
2013,Conway,ARKANSAS,1385,10,4,10,35225,,0.240177378,,0.102550246,104,0.053,0.51,0.11,2,10.4,3.35,0.39,2.63,1200,-0.133574007
2013,Craighead,ARKANSAS,1629,13,3,8,41393,0.20608066,0.206063166,0.064414732,0.090544775,104,0.714,0.069,0.21,1,10.4,2.79,0.55,2.02,1695,0.040515654
2013,Crawford,ARKANSAS,1587,12,3,10,39479,,0.201794088,,0.08563862,95,0.034,0.577,0.07,1,10,3.12,0.43,2.51,1709,0.076874606
2013,Crittenden,ARKANSAS,1729,12,5,11,37751,,0.263324767,,0.118493907,108,0.766,0.006,0.27,1,10.4,2.96,0.46,2.28,1780,0.029496819
2013,Cross,ARKANSAS,2253,12,3,9,38085,,0.173669785,,0.096633956,106,0.744,0.106,0.01,2,10.3,2.83,0.41,2.03,2304,0.022636485
2013,Dallas,ARKANSAS,1144,14,4,8,28931,,0.19694978,,0.09581773,113,0.001,0.657,0,2,10.3,3.61,0.34,2.59,1469,0.284090909
2013,Desha,ARKANSAS,2299,11,3,8,28680,,0.300963968,,0.141868517,119,0.562,0.01,0.04,2,10.2,2.9,0.26,2.15,2179,-0.052196607
2013,Drew,ARKANSAS,2289,13,4,11,31171,,0.284697294,,0.131699502,110,0.136,0.416,0.06,2,10,3.24,0.31,2.4,2443,0.067278287
2013,Faulkner,ARKANSAS,1280,11,6,9,50314,0.152136967,0.145502552,0.054390807,0.073697232,105,0.047,0.397,0.1,1,10.8,3.31,0.54,2.59,1070,-0.1640625
2013,Franklin,ARKANSAS,2377,11,3,9,36766,,0.20491989,,0.117388576,104,0.004,0.537,0.11,2,9.7,3.1,0.32,2.43,1560,-0.34371056
2013,Fulton,ARKANSAS,1419,16,3,10,35522,,0.186749995,,0.105767354,98,0.001,0.612,0.06,2,9.3,2.73,0.29,2.18,1566,0.10359408
2013,Garland,ARKANSAS,1601,11,4,9,39162,0.240033031,0.207035258,0.119125172,0.09996292,101,0.001,0.746,0.13,1,10.1,3.42,0.47,2.61,1572,-0.018113679
2013,Grant,ARKANSAS,1444,14,4,10,49004,,0.098955095,,0.076261334,114,0.002,0.534,0,1,10.4,3.56,0.34,2.59,1399,-0.031163435
2013,Greene,ARKANSAS,1274,15,3,10,38413,,0.170837119,,0.091888793,103,0.587,0.203,0.06,2,10.3,2.68,0.38,1.96,1478,0.160125589
2013,Hempstead,ARKANSAS,1578,15,4,11,32056,,0.27370128,,0.095542029,105,0.009,0.524,0.08,2,10.1,3.39,0.46,2.71,2006,0.271229404
2013,Hot Spring,ARKANSAS,1398,17,4,12,41193,,0.141942874,,0.087975748,109,0.009,0.691,0.06,2,10.5,3.62,0.39,2.8,1407,0.006437768
2013,Howard,ARKANSAS,1414,11,4,8,35879,,0.232095301,,0.094017096,107,0,0.65,0.03,2,9.9,3.34,0.39,2.6,1687,0.193069307
2013,Independence,ARKANSAS,1935,15,3,13,35026,,0.236858398,,0.089434229,97,0.136,0.507,0.01,2,10,2.92,0.33,2.25,1942,0.003617571
2013,Izard,ARKANSAS,1374,13,2,9,30661,,0.187334269,,0.113745019,97,0.001,0.69,0.06,2,9.4,2.84,0.29,2.2,1795,0.306404658
2013,Jackson,ARKANSAS,1627,19,3,12,30284,,0.28411454,,0.116015323,93,0.719,0.074,0.11,2,10.1,2.86,0.38,2.08,2003,0.231100184
2013,Jefferson,ARKANSAS,1503,9,4,10,37140,0.259958625,0.239004865,0.089183517,0.134147435,108,0.476,0.21,0.18,1,10.9,3.38,0.52,2.53,1554,0.033932136
2013,Johnson,ARKANSAS,1273,11,3,13,31003,,0.200561687,,0.079273254,99,0.008,0.685,0.13,2,9.7,3.13,0.34,2.46,1474,0.157894737
2013,Lafayette,ARKANSAS,1341,13,4,11,29732,,0.241190925,,0.154681146,114,0.132,0.509,0,2,9.9,3.29,0.3,2.65,1644,0.225950783
2013,Lawrence,ARKANSAS,1916,15,3,9,32239,,0.254493564,,0.095184132,102,0.504,0.251,0,2,10.1,2.75,0.4,2.08,1480,-0.227557411
2013,Lee,ARKANSAS,1493,10,5,9,25034,,0.314515203,,0.166850224,102,0.714,0.049,0.12,2,10.4,2.79,0.32,2.03,1311,-0.12190221
2013,Lincoln,ARKANSAS,1338,13,6,10,32697,,0.270354331,,0.169498548,106,0.442,0.248,0,1,10.3,3.12,0.3,2.29,1912,0.428998505
2013,Little River,ARKANSAS,1663,16,7,11,39673,,0.14008148,,0.065147132,103,0.043,0.518,0.02,1,10.1,3.28,0.29,2.66,1824,0.096812989
2013,Logan,ARKANSAS,1831,12,3,10,34996,,0.175649434,,0.085776895,110,0.015,0.597,0.25,2,9.8,3.17,0.36,2.4,1894,0.034407428
2013,Lonoke,ARKANSAS,1417,11,4,10,52582,0.123477936,0.132482812,0.079658993,0.077896535,111,0.532,0.12,0.12,1,11.2,3.16,0.43,2.47,1233,-0.1298518
2013,Madison,ARKANSAS,1624,11,3,10,35771,,0.226441815,,0.097322926,99,0,0.663,0.01,1,9.1,2.49,0.27,1.87,1549,-0.046182266
2013,Marion,ARKANSAS,1331,14,3,9,34494,,0.1888794,,0.100000001,91,0.001,0.679,0.01,2,9.1,2.75,0.31,2.18,1314,-0.012772352
2013,Miller,ARKANSAS,1488,14,5,11,41319,,0.194979697,,0.092286833,101,0.185,0.328,0.08,1,10.1,3.34,0.64,2.8,1735,0.165994624
2013,Mississippi,ARKANSAS,1819,14,4,12,36428,,0.248871088,,0.132512987,112,0.833,0.001,0.25,2,10.4,2.67,0.39,1.92,1798,-0.011544805
2013,Monroe,ARKANSAS,1596,12,4,8,27263,,0.287744224,,0.142544538,100,0.545,0.029,0.03,2,10.4,2.84,0.28,2.12,2009,0.25877193
2013,Montgomery,ARKANSAS,1341,11,4,9,31345,,0.22009103,,0.05430609,113,0,0.823,0.03,2,9.5,3.19,0.26,2.36,1478,0.102162565
2013,Nevada,ARKANSAS,1414,15,3,12,33694,,0.264849514,,0.107594937,113,0.002,0.627,0.24,2,10,3.53,0.29,2.79,1286,-0.090523338
2013,Newton,ARKANSAS,526,11,4,9,30038,,0.235323012,,0.047809906,97,0,0.856,0,2,8.8,2.55,0.27,1.9,573,0.089353612
2013,Ouachita,ARKANSAS,1736,12,3,9,32015,,0.231051922,,0.129829451,101,0.002,0.579,0.23,2,10.2,3.61,0.4,2.75,1708,-0.016129032
2013,Perry,ARKANSAS,1328,11,4,10,42455,,0.156077892,,0.085460596,111,0.017,0.767,0.02,1,10.2,3.26,0.32,2.48,1749,0.317018072
2013,Phillips,ARKANSAS,1301,13,3,7,26737,,0.335477412,,0.200404853,105,0.709,0.039,0.13,2,10.3,2.77,0.32,2.02,1535,0.179861645
2013,Pike,ARKANSAS,1744,12,4,10,32206,,0.247513115,,0.08371906,109,0,0.748,0.12,2,9.8,3.4,0.26,2.57,1592,-0.087155963
2013,Poinsett,ARKANSAS,1650,16,3,12,32089,,0.280631572,,0.128210038,104,0.761,0.039,0.21,1,10.4,2.79,0.4,1.98,1844,0.117575758
2013,Polk,ARKANSAS,2802,12,3,9,32835,,0.231010646,,0.070732549,116,0,0.76,0.09,2,9.3,3,0.28,2.24,2514,-0.102783726
2013,Pope,ARKANSAS,1642,11,3,10,40453,,0.192893833,,0.080320887,98,0.014,0.674,0.16,2,10,3.32,0.5,2.63,1707,0.039585871
2013,Prairie,ARKANSAS,1671,12,3,10,34855,,0.212336898,,0.052645937,101,0.572,0.118,0,2,10.5,2.92,0.28,2.18,1649,-0.013165769
2013,Pulaski,ARKANSAS,1338,9,4,9,46013,0.170669332,0.171735451,0.078456037,0.084721558,115,0.141,0.415,0.3,1,12.2,3.45,0.62,2.75,1275,-0.047085202
2013,Randolph,ARKANSAS,1566,12,3,8,34418,,0.217968524,,0.068815447,104,0.19,0.487,0.13,2,9.8,2.7,0.38,2.11,1635,0.044061303
2013,St. Francis,ARKANSAS,2026,10,3,8,30873,,0.283739895,,0.127313301,104,0.681,0.093,0,2,10.4,2.84,0.41,2.11,1839,-0.092300099
2013,Saline,ARKANSAS,1372,11,4,10,55348,0.095736668,0.086065121,,0.064193904,109,0.003,0.716,0.07,1,11.1,3.51,0.46,2.76,1377,0.003644315
2013,Scott,ARKANSAS,1166,12,3,9,37448,,0.200366303,,0.092489138,97,0,0.812,0.01,2,9.2,3.05,0.33,2.24,1430,0.226415094
2013,Searcy,ARKANSAS,1415,12,3,8,30779,,0.260761082,,0.072864324,91,0.001,0.715,0,2,9.1,2.7,0.27,2.04,1001,-0.292579505
2013,Sebastian,ARKANSAS,1580,11,4,10,40471,0.240681633,0.21224837,0.063388407,0.067625627,99,0.01,0.46,0.18,1,10.2,3.24,0.54,2.56,1626,0.029113924
