year,county,state,copd_apc_2015,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde
2015,Jackson,ALABAMA,1944,16,10,11,37745,,0.179957181,,0.101187915,138,0.068,0.591,0.03,2,10.7,2.66,0.37,2.01
2015,Jefferson,ALABAMA,1287,10,8,8,45610,0.176935405,0.187746942,0.077455588,0.091101862,129,0.011,0.573,0.32,1,12.9,3.34,0.67,2.68
2015,Lamar,ALABAMA,1378,16,9,12,35450,,0.241433471,,0.101278432,129,0.017,0.633,0,2,9.7,3.17,0.26,2.49
2015,Lauderdale,ALABAMA,1586,14,10,9,43125,0.173555925,0.179157197,0.059983056,0.070784472,136,0.117,0.344,0.16,1,10.5,2.9,0.5,2.22
2015,Lawrence,ALABAMA,1370,16,10,13,40003,,0.187319458,,0.097438082,139,0.103,0.395,0.02,1,10.9,2.92,0.33,2.15
2015,Lee,ALABAMA,1528,10,7,7,44570,0.219010338,0.23764044,0.05401209,0.071766116,114,0.037,0.58,0.16,1,11.1,3.37,0.5,2.65
2015,Limestone,ALABAMA,1832,13,9,11,49570,0.152481228,0.142501414,,0.077370338,127,0.189,0.244,0.11,1,11.7,2.82,0.44,2.08
2015,Lowndes,ALABAMA,1404,9,7,9,25876,,0.285003275,,0.130348757,112,0.121,0.402,0.01,1,10,3.43,0.29,2.63
2015,Macon,ALABAMA,1083,9,6,7,30738,,0.259197146,,0.169404298,124,0.058,0.519,0.09,2,10.6,3.58,0.42,2.87
2015,Madison,ALABAMA,1604,10,9,8,57993,0.13466312,0.137373239,0.071819156,0.084791504,130,0.207,0.293,0.25,1,11.6,2.84,0.6,2.11
2015,Marengo,ALABAMA,1295,13,8,9,32042,,0.261493981,,0.114304125,122,0.014,0.515,0.02,2,9.8,3.47,0.27,2.72
2015,Marion,ALABAMA,1686,18,10,11,32299,,0.200998247,,0.098731816,134,0.021,0.628,0.02,2,9.8,3.05,0.28,2.33
2015,Marshall,ALABAMA,1721,17,10,12,38983,0.209160447,0.201645866,0.042945083,0.084395476,135,0.057,0.408,0.03,2,11.3,2.81,0.4,2.1
2015,Mobile,ALABAMA,1699,10,8,8,43809,0.176952943,0.192706928,0.066276453,0.097912453,138,0.025,0.36,0.28,1,10,2.88,0.52,2.29
2015,Monroe,ALABAMA,2155,12,7,7,27257,,0.313981533,,0.206996739,136,0.073,0.616,0.01,2,9.3,3.27,0.26,2.44
2015,Montgomery,ALABAMA,1343,9,7,7,44369,0.224968463,0.225907043,0.08082664,0.086886212,107,0.106,0.304,0.33,1,11.2,3.68,0.64,2.98
2015,Morgan,ALABAMA,1364,15,9,12,45751,0.168491766,0.160558939,0.065655544,0.099379316,136,0.068,0.361,0.13,1,11.3,2.92,0.58,2.15
2015,Perry,ALABAMA,1239,11,9,10,24537,,0.36366576,,0.112178497,123,0.055,0.567,0,2,9.7,3.5,0.26,2.65
2015,Pickens,ALABAMA,1640,13,9,11,30330,,0.249765888,,0.137718394,128,0.044,0.603,0.08,1,9.9,3.28,0.28,2.59
2015,Pike,ALABAMA,1559,11,8,7,32825,,0.261398941,,0.1016066,130,0.076,0.532,0.15,2,9.7,3.4,0.33,2.62
2015,Randolph,ALABAMA,1387,15,7,10,36924,,0.203840941,,0.103003845,124,0,0.622,0,2,10.1,3.09,0.31,2.32
2015,Russell,ALABAMA,1399,13,9,11,37049,,0.210388526,,0.10489922,115,0.059,0.518,0.04,1,11.2,3.59,0.51,2.82
2015,St. Clair,ALABAMA,1111,14,11,10,51859,0.108800903,0.160015747,,0.083483897,120,0.028,0.603,0,1,11.8,3.14,0.39,2.49
2015,Shelby,ALABAMA,1171,11,8,8,70187,0.085684337,0.083295494,0.039556235,0.054594222,125,0.031,0.606,0.07,1,11.4,3.35,0.56,2.68
2015,Sumter,ALABAMA,1278,10,7,7,19501,,0.42651847,,0.168139935,130,0.019,0.499,0.17,2,9.7,3.42,0.24,2.69
2015,Talladega,ALABAMA,1881,14,9,10,35155,0.230163127,0.230485752,0.131662846,0.137523234,130,0.055,0.568,0.18,2,11.4,3.29,0.48,2.58
2015,Tallapoosa,ALABAMA,1580,16,9,9,39206,,0.224717155,,0.090245865,123,0.003,0.669,0.03,2,10.4,3.32,0.35,2.55
2015,Tuscaloosa,ALABAMA,1460,13,10,12,46565,0.202475324,0.190917805,0.056096684,0.075675391,115,0.022,0.648,0.17,1,10.7,3.54,0.7,3
2015,Walker,ALABAMA,1407,20,11,13,35843,0.206958249,0.22495839,0.116070732,0.113808855,134,0.008,0.644,0,1,11.1,3.29,0.39,2.5
2015,Washington,ALABAMA,1972,10,6,8,42811,,0.191399008,,0.199745372,147,0.014,0.623,0.03,2,9.5,3.37,0.26,2.47
2015,Wilcox,ALABAMA,1459,8,6,6,23750,,0.376597285,,0.205980062,127,0.017,0.605,0.01,2,9.4,3.52,0.24,2.63
2015,Winston,ALABAMA,1820,24,13,17,33194,,0.218813643,,0.096413694,134,0.012,0.671,0.01,2,10.4,3.04,0.31,2.24
2015,Anchorage,ALASKA,1368,7,6,8,78326,0.083607972,0.081892774,0.060425062,0.063730747,,,,0.79,1,,0.34,1.19,0.6
2015,Bethel Census,ALASKA,1469,11,7,11,51012,,0.251890332,,0.17633073,,,,,,,,,
2015,Bristol Bay,ALASKA,1300,8,4,13,79750,,0.072025053,,0.053264603,,,,0.01,2,,0,0.12,0.01
2015,Dillingham Census,ALASKA,1839,14,7,11,54173,,0.180788681,,0.124645889,,,,,,,,,
2015,Fairbanks North Star,ALASKA,1268,7,5,10,71068,0.074011229,0.080877215,0.070460707,0.070982866,,,,0.3,1,,0.17,0.68,0.27
2015,Haines,ALASKA,1144,5,4,8,58750,,0.052858263,,0.030343007,,,,0,2,,0,0.12,0.01
2015,Juneau City and,ALASKA,1687,7,6,7,85746,,0.066061363,,0.051804177,,,,,,,,,
2015,Ketchikan Gateway,ALASKA,1702,11,7,9,64222,,0.12135563,,0.076850735,,,,0,2,,0.13,0.27,0.31
2015,Kodiak Island,ALASKA,1467,8,6,8,70887,,0.113475174,,0.057704113,,,,0.07,2,,0.02,0.19,0.03
2015,Matanuska-Susitna,ALASKA,1087,10,7,10,72983,0.098847069,0.100269392,0.088683546,0.096807346,,,,0.07,1,,0.06,0.31,0.08
2015,Nome Census,ALASKA,3594,12,6,14,48868,,0.270084411,,0.163159087,,,,,,,,,
2015,Sitka City and,ALASKA,2377,9,7,9,70376,,0.090476193,,0.037596975,,,,,,,,,
2015,Skagway,ALASKA,1491,7,4,6,69318,,0.044088177,,0.077762619,,,,,,,,,
2015,Southeast Fairbanks Census,ALASKA,2105,7,6,8,62670,,0.14525862,,0.089229897,,,,,,,,,
2015,Wade Hampton Census,ALASKA,2143,13,6,13,,,,,,,,,,,,,,
2015,Yukon-Koyukuk Census,ALASKA,1032,7,4,8,38491,,0.224131763,,0.180571869,,,,,,,,,
2015,Apache,ARIZONA,1368,6,7,4,31757,0.393518001,0.366196394,0.144017428,0.181639671,97,0.001,0.282,0.04,2,5.5,1.42,0.11,0.88
2015,Cochise,ARIZONA,1433,10,7,6,45075,0.169893086,0.178656399,0.068209372,0.079941973,79,0.032,0.087,0.07,1,6,1.93,0.2,1.3
2015,Coconino,ARIZONA,1533,7,7,5,50234,0.20014374,0.227230802,0.082660593,0.087630093,89,0,0.263,0.32,1,5.5,1.47,0.23,0.99
2015,Gila,ARIZONA,2105,11,7,6,39751,,0.226731271,,0.128402963,80,0,0.385,0.03,2,6.4,1.98,0.17,1.37
2015,Graham,ARIZONA,1641,7,5,5,45964,,0.226150349,,0.140742868,71,0.017,0.169,0.05,2,6.4,2.26,0.24,1.56
2015,Greenlee,ARIZONA,1119,5,5,6,51628,,0.13685514,,0.100053795,55,0.001,0.445,0,2,5.8,1.99,0.1,1.25
2015,La Paz,ARIZONA,1694,12,7,8,34466,,0.190504655,,0.111698426,33,0.004,0.002,0.05,2,6.2,2.84,0.18,2.25
2015,Maricopa,ARIZONA,1187,9,8,6,54229,0.162823409,0.169844404,0.055860203,0.077098086,40,0.061,0.005,0.45,1,10.3,2.97,0.46,2.36
2015,Mohave,ARIZONA,1286,15,9,11,38488,0.161693633,0.198474452,0.081997946,0.131944269,52,0.001,0.091,0.12,1,5.9,2.32,0.25,1.81
2015,Navajo,ARIZONA,1418,9,8,5,35921,0.282238334,0.306128085,0.154964834,0.197836667,84,0.001,0.202,0.08,2,5.7,1.57,0.12,1.03
2015,Pima,ARIZONA,1123,8,7,5,46162,0.189038455,0.192582816,0.08227367,0.099055484,58,0.005,0.023,0.44,1,7.2,2.52,0.57,1.99
2015,Pinal,ARIZONA,1232,10,8,7,49477,0.157836512,0.173062384,0.09544225,0.10601858,57,0.099,0.01,0.19,1,10.3,2.84,0.26,2.13
2015,Santa Cruz,ARIZONA,772,5,4,4,40140,,0.234898612,,0.113407359,82,0.003,0.122,0.14,2,6,2.07,0.28,1.42
2015,Yavapai,ARIZONA,1336,10,8,6,44748,0.151041552,0.160221845,0.059686735,0.099560499,69,0,0.196,0.3,1,5.9,1.79,0.22,1.29
2015,Yuma,ARIZONA,1293,12,8,6,40743,0.2045279,0.206971258,0.120193936,0.125614062,21,0.05,0,0.21,1,7.3,2.36,0.68,2.07
2015,Arkansas,ARKANSAS,1981,11,6,10,36411,,0.201205611,,0.083097152,116,0.532,0.068,0.19,2,10.4,2.91,0.32,2.13
2015,Ashley,ARKANSAS,1963,11,7,11,34263,,0.207455426,,0.117713258,108,0.197,0.383,0.07,2,10,3.25,0.31,2.53
2015,Baxter,ARKANSAS,1503,12,7,8,35396,,0.159167156,,0.076028354,97,0,0.71,0.04,2,9.3,2.84,0.43,2.26
2015,Benton,ARKANSAS,1496,11,7,8,56239,0.109608188,0.122442558,0.029421419,0.042318661,80,0.001,0.407,0.23,1,10,2.7,0.47,2.15
2015,Boone,ARKANSAS,1079,13,8,10,39251,,0.176547691,,0.084320851,90,0.001,0.51,0.01,2,9.2,2.61,0.45,2.02
2015,Bradley,ARKANSAS,2488,12,7,12,33701,,0.290302217,,0.093668692,101,0.002,0.525,0.14,2,10,3.5,0.28,2.54
2015,Calhoun,ARKANSAS,2419,13,8,10,36899,,0.17780827,,0.071990073,96,0.001,0.566,0.1,2,10,3.56,0.25,2.6
2015,Carroll,ARKANSAS,1234,10,6,9,36897,,0.182999119,,0.062377211,89,0,0.551,0,2,9.2,2.51,0.29,1.9
2015,Chicot,ARKANSAS,2558,13,8,13,28913,,0.316828907,,0.114842646,109,0.648,0.019,0,2,10.1,2.81,0.3,2.07
2015,Clark,ARKANSAS,1307,11,6,8,35031,,0.237104073,,0.084183909,111,0.014,0.692,0.16,2,10.3,3.7,0.48,2.82
2015,Clay,ARKANSAS,1869,15,8,10,32552,,0.218353808,,0.094929412,102,0.657,0.105,0.21,2,10.3,2.6,0.38,1.92
2015,Cleburne,ARKANSAS,1693,12,7,10,42905,,0.145342395,,0.102360018,108,0.002,0.667,0.07,2,10,3.03,0.34,2.33
2015,Cleveland,ARKANSAS,1485,11,6,10,43158,,0.207735196,,0.096559376,116,0.001,0.541,0,1,10.1,3.44,0.25,2.48
2015,Columbia,ARKANSAS,2211,11,7,10,36619,,0.256384283,,0.101259314,114,0.001,0.711,0.17,2,10,3.44,0.5,2.74
2015,Conway,ARKANSAS,1201,11,7,11,37732,,0.225732222,,0.081140839,104,0.053,0.51,0.11,2,10.4,3.35,0.39,2.63
2015,Craighead,ARKANSAS,1675,13,7,8,42475,0.169674188,0.202151224,0.062682472,0.074598655,104,0.714,0.069,0.21,1,10.4,2.79,0.55,2.02
2015,Crawford,ARKANSAS,1560,12,7,10,41268,,0.185129374,,0.078611277,95,0.034,0.577,0.07,1,10,3.12,0.43,2.51
2015,Crittenden,ARKANSAS,1786,12,7,10,38004,,0.240778521,,0.098999381,108,0.766,0.006,0.27,1,10.4,2.96,0.46,2.28
2015,Cross,ARKANSAS,2400,12,6,10,38103,,0.20117414,,0.086372361,106,0.744,0.106,0.01,2,10.3,2.83,0.41,2.03
2015,Dallas,ARKANSAS,1153,12,7,10,34084,,0.155280352,,0.083107501,113,0.001,0.657,0,2,10.3,3.61,0.34,2.59
2015,Desha,ARKANSAS,2758,11,7,9,27197,,0.33013767,,0.17705971,119,0.562,0.01,0.04,2,10.2,2.9,0.26,2.15
2015,Drew,ARKANSAS,2180,13,7,12,32819,,0.285852492,,0.142873779,110,0.136,0.416,0.06,2,10,3.24,0.31,2.4
2015,Faulkner,ARKANSAS,1011,11,9,10,51223,0.154909149,0.15505445,0.056363486,0.06621287,105,0.047,0.397,0.1,1,10.8,3.31,0.54,2.59
2015,Franklin,ARKANSAS,2419,12,6,9,39285,,0.21980153,,0.109762676,104,0.004,0.537,0.11,2,9.7,3.1,0.32,2.43
2015,Fulton,ARKANSAS,1664,17,8,12,37066,,0.199430913,,0.075332649,98,0.001,0.612,0.06,2,9.3,2.73,0.29,2.18
2015,Garland,ARKANSAS,1633,11,7,8,38733,0.200539261,0.208527714,0.061485499,0.091853984,101,0.001,0.746,0.13,1,10.1,3.42,0.47,2.61
2015,Grant,ARKANSAS,1364,13,8,12,46171,,0.119719498,,0.093854219,114,0.002,0.534,0,1,10.4,3.56,0.34,2.59
2015,Greene,ARKANSAS,1275,14,6,10,41286,,0.177721441,,0.089885332,103,0.587,0.203,0.06,2,10.3,2.68,0.38,1.96
2015,Hempstead,ARKANSAS,1595,14,8,11,32122,,0.269681275,,0.079373479,105,0.009,0.524,0.08,2,10.1,3.39,0.46,2.71
2015,Hot Spring,ARKANSAS,1352,16,8,12,40000,,0.191022724,,0.075591102,109,0.009,0.691,0.06,2,10.5,3.62,0.39,2.8
2015,Howard,ARKANSAS,1849,12,8,9,34229,,0.21825546,,0.085471481,107,0,0.65,0.03,2,9.9,3.34,0.39,2.6
2015,Independence,ARKANSAS,1817,15,8,12,36265,,0.217937946,,0.06853734,97,0.136,0.507,0.01,2,10,2.92,0.33,2.25
2015,Izard,ARKANSAS,1563,14,7,11,32630,,0.210032344,,0.099843688,97,0.001,0.69,0.06,2,9.4,2.84,0.29,2.2
2015,Jackson,ARKANSAS,2055,21,11,14,31261,,0.267568141,,0.0786869,93,0.719,0.074,0.11,2,10.1,2.86,0.38,2.08
2015,Jefferson,ARKANSAS,1513,8,6,11,36747,0.271355718,0.254666299,0.111735813,0.111910395,108,0.476,0.21,0.18,1,10.9,3.38,0.52,2.53
2015,Johnson,ARKANSAS,1735,13,6,13,34139,,0.220936224,,0.061822128,99,0.008,0.685,0.13,2,9.7,3.13,0.34,2.46
2015,Lafayette,ARKANSAS,1380,13,8,11,31194,,0.24414669,,0.125,114,0.132,0.509,0,2,9.9,3.29,0.3,2.65
2015,Lawrence,ARKANSAS,1762,15,8,10,32379,,0.238543898,,0.06870991,102,0.504,0.251,0,2,10.1,2.75,0.4,2.08
2015,Lee,ARKANSAS,1920,11,8,10,28393,,0.273471802,,0.173295453,102,0.714,0.049,0.12,2,10.4,2.79,0.32,2.03
2015,Lincoln,ARKANSAS,2140,11,8,11,32580,,0.229883879,,0.141653001,106,0.442,0.248,0,1,10.3,3.12,0.3,2.29
2015,Little River,ARKANSAS,2039,16,10,13,36205,,0.193257704,,0.088062249,103,0.043,0.518,0.02,1,10.1,3.28,0.29,2.66
2015,Logan,ARKANSAS,2163,12,7,11,35325,,0.193431333,,0.080964416,110,0.015,0.597,0.25,2,9.8,3.17,0.36,2.4
2015,Lonoke,ARKANSAS,1368,10,7,11,53631,0.11732167,0.124397464,,0.057468962,111,0.532,0.12,0.12,1,11.2,3.16,0.43,2.47
2015,Madison,ARKANSAS,1695,12,7,9,37691,,0.204799891,,0.073428497,99,0,0.663,0.01,1,9.1,2.49,0.27,1.87
2015,Marion,ARKANSAS,1685,12,7,9,34195,,0.188461065,,0.109455854,91,0.001,0.679,0.01,2,9.1,2.75,0.31,2.18
2015,Miller,ARKANSAS,1848,15,9,12,40317,,0.20274128,,0.096330054,101,0.185,0.328,0.08,1,10.1,3.34,0.64,2.8
2015,Mississippi,ARKANSAS,1697,16,8,13,34612,,0.267725646,,0.120139174,112,0.833,0.001,0.25,2,10.4,2.67,0.39,1.92
2015,Monroe,ARKANSAS,1956,13,7,10,27647,,0.32782802,,0.128213063,100,0.545,0.029,0.03,2,10.4,2.84,0.28,2.12
2015,Montgomery,ARKANSAS,1107,11,7,8,33037,,0.179461613,,0.042906027,113,0,0.823,0.03,2,9.5,3.19,0.26,2.36
2015,Nevada,ARKANSAS,1604,13,7,10,30691,,0.281304389,,0.094464332,113,0.002,0.627,0.24,2,10,3.53,0.29,2.79
2015,Newton,ARKANSAS,863,11,6,8,34536,,0.204932392,,0.044404972,97,0,0.856,0,2,8.8,2.55,0.27,1.9
2015,Ouachita,ARKANSAS,1716,11,6,9,31293,,0.241180763,,0.082514904,101,0.002,0.579,0.23,2,10.2,3.61,0.4,2.75
2015,Perry,ARKANSAS,1184,12,7,11,42346,,0.159669653,,0.067288473,111,0.017,0.767,0.02,1,10.2,3.26,0.32,2.48
2015,Phillips,ARKANSAS,1604,12,7,8,26844,,0.341436803,,0.180808321,105,0.709,0.039,0.13,2,10.3,2.77,0.32,2.02
2015,Pike,ARKANSAS,1354,12,7,11,33097,,0.201854229,,0.066138119,109,0,0.748,0.12,2,9.8,3.4,0.26,2.57
2015,Poinsett,ARKANSAS,1680,15,7,11,33070,,0.228138164,,0.10036768,104,0.761,0.039,0.21,1,10.4,2.79,0.4,1.98
2015,Polk,ARKANSAS,2006,11,7,8,33702,,0.241091281,,0.089793436,116,0,0.76,0.09,2,9.3,3,0.28,2.24
2015,Pope,ARKANSAS,1546,12,7,11,39810,,0.199530631,,0.076335877,98,0.014,0.674,0.16,2,10,3.32,0.5,2.63
2015,Prairie,ARKANSAS,1956,12,7,11,35833,,0.213879138,,0.061403509,101,0.572,0.118,0,2,10.5,2.92,0.28,2.18
2015,Pulaski,ARKANSAS,1307,9,6,9,46140,0.199779212,0.17632167,0.051719502,0.07418067,115,0.141,0.415,0.3,1,12.2,3.45,0.62,2.75
2015,Randolph,ARKANSAS,1880,11,6,7,34044,,0.211077064,,0.054099746,104,0.19,0.487,0.13,2,9.8,2.7,0.38,2.11
2015,St. Francis,ARKANSAS,1617,11,6,10,32105,,0.248093873,,0.11718154,104,0.681,0.093,0,2,10.4,2.84,0.41,2.11
2015,Saline,ARKANSAS,1366,11,6,11,55817,0.115671836,0.090741284,,0.052666124,109,0.003,0.716,0.07,1,11.1,3.51,0.46,2.76
2015,Scott,ARKANSAS,1764,10,7,9,37321,,0.20104003,,0.109388098,97,0,0.812,0.01,2,9.2,3.05,0.33,2.24
2015,Searcy,ARKANSAS,1423,13,6,9,33083,,0.236005083,,0.058745436,91,0.001,0.715,0,2,9.1,2.7,0.27,2.04
2015,Sebastian,ARKANSAS,1612,12,7,10,38575,0.245005831,0.231877908,0.044755246,0.060803309,99,0.01,0.46,0.18,1,10.2,3.24,0.54,2.56
2015,Sevier,ARKANSAS,2826,14,10,9,36579,,0.220817402,,0.093126103,106,0.001,0.603,0.11,2,9.8,3.38,0.41,2.65
2015,Sharp,ARKANSAS,1790,16,8,12,30691,,0.236153528,,0.087658226,96,0,0.716,0.03,2,9.6,2.77,0.33,2.2
2015,Stone,ARKANSAS,2589,15,8,12,29264,,0.245619699,,0.069987118,103,0,0.797,0.04,2,9.4,2.82,0.27,2.12
2015,Union,ARKANSAS,1580,11,7,11,38678,,0.204090804,,0.096862808,107,0.001,0.598,0.23,2,10.2,3.5,0.39,2.71
2015,Van Buren,ARKANSAS,1609,11,6,8,32312,,0.21353887,,0.111867703,105,0.001,0.757,0.03,2,9.9,3.04,0.32,2.37
2015,Washington,ARKANSAS,1472,11,7,9,43524,0.175075188,0.200679064,0.052004606,0.061612196,87,0.001,0.488,0.2,1,9.7,2.71,0.53,2.15
2015,White,ARKANSAS,1763,15,8,11,42554,0.215067536,0.18959406,0.082846001,0.070733942,105,0.205,0.347,0.11,2,10.8,3.07,0.41,2.37
2015,Woodruff,ARKANSAS,2327,17,9,13,28993,,0.234882697,,0.124025516,103,0.719,0.024,0,2,10.3,2.85,0.27,2.03
2015,Yell,ARKANSAS,2023,16,7,13,37804,,0.186378434,,0.082762316,102,0.016,0.677,0.14,2,10,3.31,0.33,2.55
2015,Alameda,CALIFORNIA,1837,7,7,6,75619,0.113669731,0.125002012,0.052922752,0.082485631,65,0.012,0.173,0.85,1,9,1.2,0.66,1.33
2015,Alpine,CALIFORNIA,173,7,5,8,52917,,0.174887896,,0.107221007,87,0,0.399,0.02,2,4.9,0.99,0.07,0.76
2015,Amador,CALIFORNIA,1239,10,7,7,54171,,0.127513915,,0.139785677,72,0.009,0.454,0.03,2,7.9,1.85,0.22,1.89
2015,Butte,CALIFORNIA,1277,14,10,10,43444,0.217618555,0.218528882,0.10518229,0.120438389,75,0.233,0.422,0.26,1,8.1,2.28,0.48,2.34
2015,Calaveras,CALIFORNIA,1205,10,8,8,53233,,0.126410529,,0.120541275,64,0.001,0.466,0.13,2,7.8,1.76,0.21,1.77
2015,Colusa,CALIFORNIA,1893,11,7,7,52168,,0.149702579,,0.103636913,61,0.423,0.05,0.09,2,7.1,1.85,0.25,1.72
2015,Contra Costa,CALIFORNIA,1751,8,8,6,80185,0.10255336,0.108523585,0.063914359,0.087563939,62,0.082,0.145,0.68,1,7.7,1.24,0.58,1.38
2015,Del Norte,CALIFORNIA,913,13,7,10,40847,,0.217902571,,0.114485025,150,0.003,0.797,0.13,2,5.8,1.07,0.29,0.89
2015,El Dorado,CALIFORNIA,1315,10,8,7,69584,0.087309562,0.104378335,0.087114297,0.110770091,83,0,0.626,0.28,1,8.1,1.89,0.3,1.9
2015,Fresno,CALIFORNIA,1336,9,10,6,45233,0.252763271,0.268416524,0.099319234,0.132216886,44,0.318,0.214,0.36,1,14.3,2.13,0.47,2.2
2015,Glenn,CALIFORNIA,2083,13,9,8,39349,,0.207523212,,0.126037866,60,0.275,0.134,0.29,2,7.2,2.02,0.38,1.92
2015,Humboldt,CALIFORNIA,1278,9,7,9,42197,0.210271508,0.213903174,0.071676098,0.104920641,154,0,0.756,0.49,2,6,1.09,0.37,0.92
